dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018
2/1/2020,1,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/31/2020,31,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/30/2020,30,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/29/2020,29,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/28/2020,28,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/27/2020,27,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/26/2020,26,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/25/2020,25,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/24/2020,24,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/23/2020,23,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/22/2020,22,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/21/2020,21,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/20/2020,20,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/19/2020,19,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/18/2020,18,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/17/2020,17,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/16/2020,16,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/15/2020,15,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/14/2020,14,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/13/2020,13,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/12/2020,12,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/11/2020,11,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/10/2020,10,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/9/2020,9,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/8/2020,8,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/7/2020,7,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/6/2020,6,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/5/2020,5,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/4/2020,4,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/3/2020,3,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/2/2020,2,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/1/2020,1,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
12/31/2019,31,12,2019,0,0,Czech_Republic,CZ,CZE,10625695
3/29/2020,29,3,2020,0,2,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/28/2020,28,3,2020,4,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/27/2020,27,3,2020,9,1,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/26/2020,26,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/25/2020,25,3,2020,19,1,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/24/2020,24,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/23/2020,23,3,2020,3,1,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/22/2020,22,3,2020,9,1,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/21/2020,21,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/20/2020,20,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/19/2020,19,3,2020,11,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/18/2020,18,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/17/2020,17,3,2020,1,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/16/2020,16,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/15/2020,15,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/14/2020,14,3,2020,1,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/11/2020,11,3,2020,1,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
3/29/2020,29,3,2020,155,13,Denmark,DK,DNK,5797446
3/28/2020,28,3,2020,169,11,Denmark,DK,DNK,5797446
3/27/2020,27,3,2020,153,7,Denmark,DK,DNK,5797446
3/26/2020,26,3,2020,133,2,Denmark,DK,DNK,5797446
3/25/2020,25,3,2020,131,8,Denmark,DK,DNK,5797446
3/24/2020,24,3,2020,65,11,Denmark,DK,DNK,5797446
3/23/2020,23,3,2020,69,0,Denmark,DK,DNK,5797446
3/22/2020,22,3,2020,71,4,Denmark,DK,DNK,5797446
3/21/2020,21,3,2020,104,3,Denmark,DK,DNK,5797446
3/20/2020,20,3,2020,36,2,Denmark,DK,DNK,5797446
3/19/2020,19,3,2020,91,0,Denmark,DK,DNK,5797446
3/18/2020,18,3,2020,92,3,Denmark,DK,DNK,5797446
3/17/2020,17,3,2020,57,0,Denmark,DK,DNK,5797446
3/16/2020,16,3,2020,48,1,Denmark,DK,DNK,5797446
3/15/2020,15,3,2020,23,0,Denmark,DK,DNK,5797446
3/14/2020,14,3,2020,128,0,Denmark,DK,DNK,5797446
3/13/2020,13,3,2020,160,0,Denmark,DK,DNK,5797446
3/12/2020,12,3,2020,252,0,Denmark,DK,DNK,5797446
3/11/2020,11,3,2020,151,0,Denmark,DK,DNK,5797446
3/10/2020,10,3,2020,75,0,Denmark,DK,DNK,5797446
3/9/2020,9,3,2020,7,0,Denmark,DK,DNK,5797446
3/8/2020,8,3,2020,8,0,Denmark,DK,DNK,5797446
3/7/2020,7,3,2020,3,0,Denmark,DK,DNK,5797446
3/6/2020,6,3,2020,10,0,Denmark,DK,DNK,5797446
3/5/2020,5,3,2020,2,0,Denmark,DK,DNK,5797446
3/4/2020,4,3,2020,3,0,Denmark,DK,DNK,5797446
3/3/2020,3,3,2020,1,0,Denmark,DK,DNK,5797446
3/2/2020,2,3,2020,1,0,Denmark,DK,DNK,5797446
3/1/2020,1,3,2020,1,0,Denmark,DK,DNK,5797446
2/29/2020,29,2,2020,1,0,Denmark,DK,DNK,5797446
2/28/2020,28,2,2020,0,0,Denmark,DK,DNK,5797446
2/27/2020,27,2,2020,1,0,Denmark,DK,DNK,5797446
2/26/2020,26,2,2020,0,0,Denmark,DK,DNK,5797446
2/25/2020,25,2,2020,0,0,Denmark,DK,DNK,5797446
2/24/2020,24,2,2020,0,0,Denmark,DK,DNK,5797446
2/23/2020,23,2,2020,0,0,Denmark,DK,DNK,5797446
2/22/2020,22,2,2020,0,0,Denmark,DK,DNK,5797446
2/21/2020,21,2,2020,0,0,Denmark,DK,DNK,5797446
2/20/2020,20,2,2020,0,0,Denmark,DK,DNK,5797446
2/19/2020,19,2,2020,0,0,Denmark,DK,DNK,5797446
2/18/2020,18,2,2020,0,0,Denmark,DK,DNK,5797446
2/17/2020,17,2,2020,0,0,Denmark,DK,DNK,5797446
2/16/2020,16,2,2020,0,0,Denmark,DK,DNK,5797446
2/15/2020,15,2,2020,0,0,Denmark,DK,DNK,5797446
2/14/2020,14,2,2020,0,0,Denmark,DK,DNK,5797446
2/13/2020,13,2,2020,0,0,Denmark,DK,DNK,5797446
2/12/2020,12,2,2020,0,0,Denmark,DK,DNK,5797446
2/11/2020,11,2,2020,0,0,Denmark,DK,DNK,5797446
2/10/2020,10,2,2020,0,0,Denmark,DK,DNK,5797446
2/9/2020,9,2,2020,0,0,Denmark,DK,DNK,5797446
2/8/2020,8,2,2020,0,0,Denmark,DK,DNK,5797446
2/7/2020,7,2,2020,0,0,Denmark,DK,DNK,5797446
2/6/2020,6,2,2020,0,0,Denmark,DK,DNK,5797446
2/5/2020,5,2,2020,0,0,Denmark,DK,DNK,5797446
2/4/2020,4,2,2020,0,0,Denmark,DK,DNK,5797446
2/3/2020,3,2,2020,0,0,Denmark,DK,DNK,5797446
2/2/2020,2,2,2020,0,0,Denmark,DK,DNK,5797446
2/1/2020,1,2,2020,0,0,Denmark,DK,DNK,5797446
1/31/2020,31,1,2020,0,0,Denmark,DK,DNK,5797446
1/30/2020,30,1,2020,0,0,Denmark,DK,DNK,5797446
1/29/2020,29,1,2020,0,0,Denmark,DK,DNK,5797446
1/28/2020,28,1,2020,0,0,Denmark,DK,DNK,5797446
1/27/2020,27,1,2020,0,0,Denmark,DK,DNK,5797446
1/26/2020,26,1,2020,0,0,Denmark,DK,DNK,5797446
1/25/2020,25,1,2020,0,0,Denmark,DK,DNK,5797446
1/24/2020,24,1,2020,0,0,Denmark,DK,DNK,5797446
1/23/2020,23,1,2020,0,0,Denmark,DK,DNK,5797446
1/22/2020,22,1,2020,0,0,Denmark,DK,DNK,5797446
1/21/2020,21,1,2020,0,0,Denmark,DK,DNK,5797446
1/20/2020,20,1,2020,0,0,Denmark,DK,DNK,5797446
1/19/2020,19,1,2020,0,0,Denmark,DK,DNK,5797446
1/18/2020,18,1,2020,0,0,Denmark,DK,DNK,5797446
1/17/2020,17,1,2020,0,0,Denmark,DK,DNK,5797446
1/16/2020,16,1,2020,0,0,Denmark,DK,DNK,5797446
1/15/2020,15,1,2020,0,0,Denmark,DK,DNK,5797446
1/14/2020,14,1,2020,0,0,Denmark,DK,DNK,5797446
1/13/2020,13,1,2020,0,0,Denmark,DK,DNK,5797446
1/12/2020,12,1,2020,0,0,Denmark,DK,DNK,5797446
1/11/2020,11,1,2020,0,0,Denmark,DK,DNK,5797446
1/10/2020,10,1,2020,0,0,Denmark,DK,DNK,5797446
1/9/2020,9,1,2020,0,0,Denmark,DK,DNK,5797446
1/8/2020,8,1,2020,0,0,Denmark,DK,DNK,5797446
1/7/2020,7,1,2020,0,0,Denmark,DK,DNK,5797446
1/6/2020,6,1,2020,0,0,Denmark,DK,DNK,5797446
1/5/2020,5,1,2020,0,0,Denmark,DK,DNK,5797446
1/4/2020,4,1,2020,0,0,Denmark,DK,DNK,5797446
1/3/2020,3,1,2020,0,0,Denmark,DK,DNK,5797446
1/2/2020,2,1,2020,0,0,Denmark,DK,DNK,5797446
1/1/2020,1,1,2020,0,0,Denmark,DK,DNK,5797446
12/31/2019,31,12,2019,0,0,Denmark,DK,DNK,5797446
3/29/2020,29,3,2020,2,0,Djibouti,DJ,DJI,958920
3/28/2020,28,3,2020,1,0,Djibouti,DJ,DJI,958920
3/27/2020,27,3,2020,0,0,Djibouti,DJ,DJI,958920
3/26/2020,26,3,2020,9,0,Djibouti,DJ,DJI,958920
3/25/2020,25,3,2020,0,0,Djibouti,DJ,DJI,958920
3/24/2020,24,3,2020,2,0,Djibouti,DJ,DJI,958920
3/23/2020,23,3,2020,0,0,Djibouti,DJ,DJI,958920
3/22/2020,22,3,2020,0,0,Djibouti,DJ,DJI,958920
3/21/2020,21,3,2020,0,0,Djibouti,DJ,DJI,958920
3/20/2020,20,3,2020,0,0,Djibouti,DJ,DJI,958920
3/19/2020,19,3,2020,1,0,Djibouti,DJ,DJI,958920
3/29/2020,29,3,2020,0,0,Dominica,DM,DMA,71625
3/28/2020,28,3,2020,0,0,Dominica,DM,DMA,71625
3/27/2020,27,3,2020,4,0,Dominica,DM,DMA,71625
3/26/2020,26,3,2020,5,0,Dominica,DM,DMA,71625
3/25/2020,25,3,2020,1,0,Dominica,DM,DMA,71625
3/24/2020,24,3,2020,0,0,Dominica,DM,DMA,71625
3/23/2020,23,3,2020,1,0,Dominica,DM,DMA,71625
3/29/2020,29,3,2020,138,8,Dominican_Republic,DO,DOM,10627165
3/28/2020,28,3,2020,93,10,Dominican_Republic,DO,DOM,10627165
3/27/2020,27,3,2020,96,0,Dominican_Republic,DO,DOM,10627165
3/26/2020,26,3,2020,80,4,Dominican_Republic,DO,DOM,10627165
3/25/2020,25,3,2020,67,3,Dominican_Republic,DO,DOM,10627165
3/24/2020,24,3,2020,43,0,Dominican_Republic,DO,DOM,10627165
3/23/2020,23,3,2020,90,0,Dominican_Republic,DO,DOM,10627165
3/22/2020,22,3,2020,78,1,Dominican_Republic,DO,DOM,10627165
3/21/2020,21,3,2020,13,2,Dominican_Republic,DO,DOM,10627165
3/20/2020,20,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
3/19/2020,19,3,2020,10,0,Dominican_Republic,DO,DOM,10627165
3/18/2020,18,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
3/17/2020,17,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
3/16/2020,16,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
3/15/2020,15,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
3/14/2020,14,3,2020,6,0,Dominican_Republic,DO,DOM,10627165
3/10/2020,10,3,2020,3,0,Dominican_Republic,DO,DOM,10627165
3/7/2020,7,3,2020,1,0,Dominican_Republic,DO,DOM,10627165
3/2/2020,2,3,2020,1,0,Dominican_Republic,DO,DOM,10627165
3/1/2020,1,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/29/2020,29,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/28/2020,28,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/27/2020,27,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/26/2020,26,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/25/2020,25,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/24/2020,24,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/23/2020,23,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/22/2020,22,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/21/2020,21,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/20/2020,20,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/19/2020,19,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/18/2020,18,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/17/2020,17,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/16/2020,16,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/15/2020,15,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/14/2020,14,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/13/2020,13,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/12/2020,12,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/11/2020,11,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/10/2020,10,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/9/2020,9,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/8/2020,8,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/7/2020,7,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/6/2020,6,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/5/2020,5,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/4/2020,4,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/3/2020,3,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/2/2020,2,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/1/2020,1,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/31/2020,31,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/30/2020,30,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/29/2020,29,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/28/2020,28,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/27/2020,27,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/26/2020,26,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/25/2020,25,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/24/2020,24,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/23/2020,23,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/22/2020,22,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/21/2020,21,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/20/2020,20,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/19/2020,19,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/18/2020,18,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/17/2020,17,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/16/2020,16,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/15/2020,15,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/14/2020,14,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/13/2020,13,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/12/2020,12,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/11/2020,11,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/10/2020,10,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/9/2020,9,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/8/2020,8,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/7/2020,7,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/6/2020,6,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/5/2020,5,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/4/2020,4,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/3/2020,3,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/2/2020,2,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/1/2020,1,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
12/31/2019,31,12,2019,0,0,Dominican_Republic,DO,DOM,10627165
3/29/2020,29,3,2020,208,7,Ecuador,EC,ECU,17084357
3/28/2020,28,3,2020,224,7,Ecuador,EC,ECU,17084357
3/27/2020,27,3,2020,192,5,Ecuador,EC,ECU,17084357
3/26/2020,26,3,2020,129,2,Ecuador,EC,ECU,17084357
3/25/2020,25,3,2020,101,9,Ecuador,EC,ECU,17084357
3/24/2020,24,3,2020,192,4,Ecuador,EC,ECU,17084357
3/23/2020,23,3,2020,257,7,Ecuador,EC,ECU,17084357
3/22/2020,22,3,2020,106,0,Ecuador,EC,ECU,17084357
3/21/2020,21,3,2020,227,4,Ecuador,EC,ECU,17084357
3/20/2020,20,3,2020,31,0,Ecuador,EC,ECU,17084357
3/19/2020,19,3,2020,57,1,Ecuador,EC,ECU,17084357
3/18/2020,18,3,2020,53,0,Ecuador,EC,ECU,17084357
3/17/2020,17,3,2020,21,0,Ecuador,EC,ECU,17084357
3/16/2020,16,3,2020,9,0,Ecuador,EC,ECU,17084357
3/15/2020,15,3,2020,5,1,Ecuador,EC,ECU,17084357
3/14/2020,14,3,2020,6,1,Ecuador,EC,ECU,17084357
3/11/2020,11,3,2020,2,0,Ecuador,EC,ECU,17084357
3/10/2020,10,3,2020,1,0,Ecuador,EC,ECU,17084357
3/9/2020,9,3,2020,1,0,Ecuador,EC,ECU,17084357
3/6/2020,6,3,2020,3,0,Ecuador,EC,ECU,17084357
3/5/2020,5,3,2020,3,0,Ecuador,EC,ECU,17084357
3/3/2020,3,3,2020,1,0,Ecuador,EC,ECU,17084357
3/2/2020,2,3,2020,5,0,Ecuador,EC,ECU,17084357
3/1/2020,1,3,2020,1,0,Ecuador,EC,ECU,17084357
2/29/2020,29,2,2020,0,0,Ecuador,EC,ECU,17084357
2/28/2020,28,2,2020,0,0,Ecuador,EC,ECU,17084357
2/27/2020,27,2,2020,0,0,Ecuador,EC,ECU,17084357
2/26/2020,26,2,2020,0,0,Ecuador,EC,ECU,17084357
2/25/2020,25,2,2020,0,0,Ecuador,EC,ECU,17084357
2/24/2020,24,2,2020,0,0,Ecuador,EC,ECU,17084357
2/23/2020,23,2,2020,0,0,Ecuador,EC,ECU,17084357
2/22/2020,22,2,2020,0,0,Ecuador,EC,ECU,17084357
2/21/2020,21,2,2020,0,0,Ecuador,EC,ECU,17084357
2/20/2020,20,2,2020,0,0,Ecuador,EC,ECU,17084357
2/19/2020,19,2,2020,0,0,Ecuador,EC,ECU,17084357
2/18/2020,18,2,2020,0,0,Ecuador,EC,ECU,17084357
2/17/2020,17,2,2020,0,0,Ecuador,EC,ECU,17084357
2/16/2020,16,2,2020,0,0,Ecuador,EC,ECU,17084357
2/15/2020,15,2,2020,0,0,Ecuador,EC,ECU,17084357
2/14/2020,14,2,2020,0,0,Ecuador,EC,ECU,17084357
2/13/2020,13,2,2020,0,0,Ecuador,EC,ECU,17084357
2/12/2020,12,2,2020,0,0,Ecuador,EC,ECU,17084357
2/11/2020,11,2,2020,0,0,Ecuador,EC,ECU,17084357
2/10/2020,10,2,2020,0,0,Ecuador,EC,ECU,17084357
2/9/2020,9,2,2020,0,0,Ecuador,EC,ECU,17084357
2/8/2020,8,2,2020,0,0,Ecuador,EC,ECU,17084357
2/7/2020,7,2,2020,0,0,Ecuador,EC,ECU,17084357
2/6/2020,6,2,2020,0,0,Ecuador,EC,ECU,17084357
2/5/2020,5,2,2020,0,0,Ecuador,EC,ECU,17084357
2/4/2020,4,2,2020,0,0,Ecuador,EC,ECU,17084357
2/3/2020,3,2,2020,0,0,Ecuador,EC,ECU,17084357
2/2/2020,2,2,2020,0,0,Ecuador,EC,ECU,17084357
2/1/2020,1,2,2020,0,0,Ecuador,EC,ECU,17084357
1/31/2020,31,1,2020,0,0,Ecuador,EC,ECU,17084357
1/30/2020,30,1,2020,0,0,Ecuador,EC,ECU,17084357
1/29/2020,29,1,2020,0,0,Ecuador,EC,ECU,17084357
1/28/2020,28,1,2020,0,0,Ecuador,EC,ECU,17084357
1/27/2020,27,1,2020,0,0,Ecuador,EC,ECU,17084357
1/26/2020,26,1,2020,0,0,Ecuador,EC,ECU,17084357
1/25/2020,25,1,2020,0,0,Ecuador,EC,ECU,17084357
1/24/2020,24,1,2020,0,0,Ecuador,EC,ECU,17084357
1/23/2020,23,1,2020,0,0,Ecuador,EC,ECU,17084357
1/22/2020,22,1,2020,0,0,Ecuador,EC,ECU,17084357
1/21/2020,21,1,2020,0,0,Ecuador,EC,ECU,17084357
1/20/2020,20,1,2020,0,0,Ecuador,EC,ECU,17084357
1/19/2020,19,1,2020,0,0,Ecuador,EC,ECU,17084357
1/18/2020,18,1,2020,0,0,Ecuador,EC,ECU,17084357
1/17/2020,17,1,2020,0,0,Ecuador,EC,ECU,17084357
1/16/2020,16,1,2020,0,0,Ecuador,EC,ECU,17084357
1/15/2020,15,1,2020,0,0,Ecuador,EC,ECU,17084357
1/14/2020,14,1,2020,0,0,Ecuador,EC,ECU,17084357
1/13/2020,13,1,2020,0,0,Ecuador,EC,ECU,17084357
1/12/2020,12,1,2020,0,0,Ecuador,EC,ECU,17084357
1/11/2020,11,1,2020,0,0,Ecuador,EC,ECU,17084357
1/10/2020,10,1,2020,0,0,Ecuador,EC,ECU,17084357
1/9/2020,9,1,2020,0,0,Ecuador,EC,ECU,17084357
1/8/2020,8,1,2020,0,0,Ecuador,EC,ECU,17084357
1/7/2020,7,1,2020,0,0,Ecuador,EC,ECU,17084357
1/6/2020,6,1,2020,0,0,Ecuador,EC,ECU,17084357
1/5/2020,5,1,2020,0,0,Ecuador,EC,ECU,17084357
1/4/2020,4,1,2020,0,0,Ecuador,EC,ECU,17084357
1/3/2020,3,1,2020,0,0,Ecuador,EC,ECU,17084357
1/2/2020,2,1,2020,0,0,Ecuador,EC,ECU,17084357
1/1/2020,1,1,2020,0,0,Ecuador,EC,ECU,17084357
12/31/2019,31,12,2019,0,0,Ecuador,EC,ECU,17084357
3/29/2020,29,3,2020,41,6,Egypt,EG,EGY,98423595
3/28/2020,28,3,2020,39,3,Egypt,EG,EGY,98423595
3/27/2020,27,3,2020,14,0,Egypt,EG,EGY,98423595
3/26/2020,26,3,2020,76,2,Egypt,EG,EGY,98423595
3/25/2020,25,3,2020,39,5,Egypt,EG,EGY,98423595
3/24/2020,24,3,2020,33,4,Egypt,EG,EGY,98423595
3/23/2020,23,3,2020,9,2,Egypt,EG,EGY,98423595
3/22/2020,22,3,2020,29,1,Egypt,EG,EGY,98423595
3/21/2020,21,3,2020,46,1,Egypt,EG,EGY,98423595
3/20/2020,20,3,2020,14,0,Egypt,EG,EGY,98423595
3/19/2020,19,3,2020,30,2,Egypt,EG,EGY,98423595
3/18/2020,18,3,2020,40,2,Egypt,EG,EGY,98423595
3/17/2020,17,3,2020,16,0,Egypt,EG,EGY,98423595
3/16/2020,16,3,2020,17,0,Egypt,EG,EGY,98423595
3/15/2020,15,3,2020,0,0,Egypt,EG,EGY,98423595
3/14/2020,14,3,2020,13,0,Egypt,EG,EGY,98423595
3/13/2020,13,3,2020,20,1,Egypt,EG,EGY,98423595
3/12/2020,12,3,2020,1,0,Egypt,EG,EGY,98423595
3/11/2020,11,3,2020,4,0,Egypt,EG,EGY,98423595
3/10/2020,10,3,2020,6,0,Egypt,EG,EGY,98423595
3/9/2020,9,3,2020,34,1,Egypt,EG,EGY,98423595
3/7/2020,7,3,2020,12,0,Egypt,EG,EGY,98423595
3/6/2020,6,3,2020,1,0,Egypt,EG,EGY,98423595
3/2/2020,2,3,2020,1,0,Egypt,EG,EGY,98423595
3/1/2020,1,3,2020,0,0,Egypt,EG,EGY,98423595
2/29/2020,29,2,2020,0,0,Egypt,EG,EGY,98423595
2/28/2020,28,2,2020,0,0,Egypt,EG,EGY,98423595
2/27/2020,27,2,2020,0,0,Egypt,EG,EGY,98423595
2/26/2020,26,2,2020,0,0,Egypt,EG,EGY,98423595
2/25/2020,25,2,2020,0,0,Egypt,EG,EGY,98423595
2/24/2020,24,2,2020,0,0,Egypt,EG,EGY,98423595
2/23/2020,23,2,2020,0,0,Egypt,EG,EGY,98423595
2/22/2020,22,2,2020,0,0,Egypt,EG,EGY,98423595
2/21/2020,21,2,2020,0,0,Egypt,EG,EGY,98423595
2/20/2020,20,2,2020,0,0,Egypt,EG,EGY,98423595
2/19/2020,19,2,2020,0,0,Egypt,EG,EGY,98423595
2/18/2020,18,2,2020,0,0,Egypt,EG,EGY,98423595
2/17/2020,17,2,2020,0,0,Egypt,EG,EGY,98423595
2/16/2020,16,2,2020,0,0,Egypt,EG,EGY,98423595
2/15/2020,15,2,2020,1,0,Egypt,EG,EGY,98423595
2/14/2020,14,2,2020,0,0,Egypt,EG,EGY,98423595
2/13/2020,13,2,2020,0,0,Egypt,EG,EGY,98423595
2/12/2020,12,2,2020,0,0,Egypt,EG,EGY,98423595
2/11/2020,11,2,2020,0,0,Egypt,EG,EGY,98423595
2/10/2020,10,2,2020,0,0,Egypt,EG,EGY,98423595
2/9/2020,9,2,2020,0,0,Egypt,EG,EGY,98423595
2/8/2020,8,2,2020,0,0,Egypt,EG,EGY,98423595
2/7/2020,7,2,2020,0,0,Egypt,EG,EGY,98423595
2/6/2020,6,2,2020,0,0,Egypt,EG,EGY,98423595
2/5/2020,5,2,2020,0,0,Egypt,EG,EGY,98423595
2/4/2020,4,2,2020,0,0,Egypt,EG,EGY,98423595
2/3/2020,3,2,2020,0,0,Egypt,EG,EGY,98423595
2/2/2020,2,2,2020,0,0,Egypt,EG,EGY,98423595
2/1/2020,1,2,2020,0,0,Egypt,EG,EGY,98423595
1/31/2020,31,1,2020,0,0,Egypt,EG,EGY,98423595
1/30/2020,30,1,2020,0,0,Egypt,EG,EGY,98423595
1/29/2020,29,1,2020,0,0,Egypt,EG,EGY,98423595
1/28/2020,28,1,2020,0,0,Egypt,EG,EGY,98423595
1/27/2020,27,1,2020,0,0,Egypt,EG,EGY,98423595
1/26/2020,26,1,2020,0,0,Egypt,EG,EGY,98423595
1/25/2020,25,1,2020,0,0,Egypt,EG,EGY,98423595
1/24/2020,24,1,2020,0,0,Egypt,EG,EGY,98423595
1/23/2020,23,1,2020,0,0,Egypt,EG,EGY,98423595
1/22/2020,22,1,2020,0,0,Egypt,EG,EGY,98423595
