state_name,is_state,year,gender,caste,convicts,under_trial,detenues,others
Karnataka,1,2005,Male,ST,802,653,9,0
Karnataka,1,2005,Male,OBC,273,387,13,3
Karnataka,1,2005,Male,Others,1978,5606,107,35
Karnataka,1,2006,Male,SC,712,1011,23,2
Karnataka,1,2006,Male,ST,767,647,7,1
Karnataka,1,2006,Male,OBC,267,367,4,3
Karnataka,1,2006,Male,Others,1921,6313,131,18
Karnataka,1,2007,Male,SC,708,1037,2,37
Karnataka,1,2007,Male,ST,761,659,2,12
Karnataka,1,2007,Male,OBC,289,391,1,3
Karnataka,1,2007,Male,Others,1902,6607,5,108
Karnataka,1,2008,Male,SC,803,1307,0,34
Karnataka,1,2008,Male,ST,773,703,0,12
Karnataka,1,2008,Male,OBC,293,391,0,3
Karnataka,1,2008,Male,Others,1911,6653,0,107
Karnataka,1,2009,Male,SC,768,1263,3,37
Karnataka,1,2009,Male,ST,773,689,2,15
Karnataka,1,2009,Male,OBC,291,391,0,6
Karnataka,1,2009,Male,Others,1735,6617,11,116
Karnataka,1,2010,Male,SC,772,1011,1,34
Karnataka,1,2010,Male,ST,721,689,1,13
Karnataka,1,2010,Male,OBC,294,391,0,5
Karnataka,1,2010,Male,Others,1971,6385,8,124
Karnataka,1,2011,Male,SC,723,863,0,21
Karnataka,1,2011,Male,ST,685,671,0,9
Karnataka,1,2011,Male,OBC,307,368,0,5
Karnataka,1,2011,Male,Others,2318,6058,6,109
Karnataka,1,2012,Male,SC,717,886,18,0
Karnataka,1,2012,Male,ST,616,631,7,0
Karnataka,1,2012,Male,OBC,313,301,8,0
Karnataka,1,2012,Male,Others,2267,6754,61,0
Kerala,1,2001,Male,SC,108,242,0,1
Kerala,1,2001,Male,ST,95,368,0,0
Kerala,1,2001,Male,OBC,650,1886,2,9
Kerala,1,2001,Male,Others,897,920,17,3
Kerala,1,2002,Male,SC,92,163,7,7
Kerala,1,2002,Male,ST,65,248,0,0
Kerala,1,2002,Male,OBC,732,1658,5,0
Kerala,1,2002,Male,Others,772,1252,0,0
Kerala,1,2003,Male,SC,258,274,0,0
Kerala,1,2003,Male,ST,171,388,0,0
Kerala,1,2003,Male,OBC,814,1907,8,6
Kerala,1,2003,Male,Others,882,1553,0,0
Kerala,1,2004,Male,SC,385,412,0,0
Kerala,1,2004,Male,ST,201,506,0,0
Kerala,1,2004,Male,OBC,994,2306,0,0
Kerala,1,2004,Male,Others,1116,1022,8,6
Kerala,1,2005,Male,SC,389,378,0,0
Kerala,1,2005,Male,ST,208,486,0,0
Kerala,1,2005,Male,OBC,997,2142,0,0
Kerala,1,2005,Male,Others,1135,912,13,2
Kerala,1,2006,Male,SC,389,561,0,0
Kerala,1,2006,Male,ST,402,338,0,0
Kerala,1,2006,Male,OBC,1211,1502,2,2
Kerala,1,2006,Male,Others,810,1093,3,2
Kerala,1,2007,Male,SC,323,558,5,2
Kerala,1,2007,Male,ST,210,248,3,1
Kerala,1,2007,Male,OBC,1144,1724,14,2
Kerala,1,2007,Male,Others,1181,1132,10,2
Kerala,1,2008,Male,SC,331,564,5,2
Kerala,1,2008,Male,ST,230,210,3,1
Kerala,1,2008,Male,OBC,983,1496,14,2
Kerala,1,2008,Male,Others,1152,1536,19,2
Kerala,1,2009,Male,SC,309,761,15,0
Kerala,1,2009,Male,ST,67,220,10,0
Kerala,1,2009,Male,OBC,1411,1733,30,3
Kerala,1,2009,Male,Others,980,1211,15,0
Kerala,1,2010,Male,SC,251,501,0,0
Kerala,1,2010,Male,ST,145,210,0,0
Kerala,1,2010,Male,OBC,1089,1848,0,0
Kerala,1,2010,Male,Others,1249,1178,6,3
Kerala,1,2011,Male,SC,223,341,2,1
Kerala,1,2011,Male,ST,135,230,1,0
Kerala,1,2011,Male,OBC,979,1723,2,2
Kerala,1,2011,Male,Others,1049,1366,3,0
Kerala,1,2012,Male,SC,275,345,2,2
Kerala,1,2012,Male,ST,138,235,3,0
Kerala,1,2012,Male,OBC,988,1888,2,2
Kerala,1,2012,Male,Others,1309,1552,2,0
Madhya Pradesh,1,2001,Male,SC,2278,3297,2,20
Madhya Pradesh,1,2001,Male,ST,1836,2683,1,5
Madhya Pradesh,1,2001,Male,OBC,4300,5262,3,0
Madhya Pradesh,1,2001,Male,Others,3519,5140,10,14
Madhya Pradesh,1,2002,Male,SC,2361,3065,5,15
Madhya Pradesh,1,2002,Male,ST,2697,2310,0,3
Madhya Pradesh,1,2002,Male,OBC,3220,5046,0,20
Madhya Pradesh,1,2002,Male,Others,3519,4755,11,20
Madhya Pradesh,1,2003,Male,SC,2148,2723,1,9
Madhya Pradesh,1,2003,Male,ST,2706,3023,0,4
Madhya Pradesh,1,2003,Male,OBC,2871,2850,6,7
Madhya Pradesh,1,2003,Male,Others,4510,4942,6,26
Madhya Pradesh,1,2004,Male,SC,2455,2411,1,20
Madhya Pradesh,1,2004,Male,ST,2748,2506,0,10
Madhya Pradesh,1,2004,Male,OBC,3384,4569,3,34
Madhya Pradesh,1,2004,Male,Others,4210,5830,1,20
Madhya Pradesh,1,2005,Male,SC,2511,3066,6,19
Madhya Pradesh,1,2005,Male,ST,3259,3371,1,7
Madhya Pradesh,1,2005,Male,OBC,4128,5068,4,30
Madhya Pradesh,1,2005,Male,Others,4196,4966,10,21
Madhya Pradesh,1,2006,Male,SC,2877,3545,2,22
Madhya Pradesh,1,2006,Male,ST,3345,3303,0,13
Madhya Pradesh,1,2006,Male,OBC,4398,4648,9,19
Madhya Pradesh,1,2006,Male,Others,4246,4763,10,21
Madhya Pradesh,1,2007,Male,SC,3325,3416,8,20
Madhya Pradesh,1,2007,Male,ST,3376,2252,1,17
Madhya Pradesh,1,2007,Male,OBC,5320,5436,8,17
Madhya Pradesh,1,2007,Male,Others,3919,4715,17,11
Madhya Pradesh,1,2008,Male,SC,2925,4115,23,19
Madhya Pradesh,1,2008,Male,ST,3212,2762,8,14
Madhya Pradesh,1,2008,Male,OBC,4878,5379,29,13
Madhya Pradesh,1,2008,Male,Others,4691,5646,43,16
Madhya Pradesh,1,2009,Male,SC,2911,4327,9,21
Madhya Pradesh,1,2009,Male,ST,3026,2653,3,12
Madhya Pradesh,1,2009,Male,OBC,4174,5287,14,15
Madhya Pradesh,1,2009,Male,Others,4856,4513,25,29
Madhya Pradesh,1,2010,Male,SC,3163,3602,25,57
Madhya Pradesh,1,2010,Male,ST,2781,2739,12,17
Madhya Pradesh,1,2010,Male,OBC,3812,4564,27,23
Madhya Pradesh,1,2010,Male,Others,4411,5043,22,25
Madhya Pradesh,1,2011,Male,SC,2947,3372,27,30
Madhya Pradesh,1,2011,Male,ST,2919,2679,23,22
Madhya Pradesh,1,2011,Male,OBC,4978,4815,37,26
Madhya Pradesh,1,2011,Male,Others,4658,5205,45,48
Madhya Pradesh,1,2012,Male,SC,3027,3553,24,20
Madhya Pradesh,1,2012,Male,ST,3227,3366,11,12
Madhya Pradesh,1,2012,Male,OBC,5229,5062,43,18
Madhya Pradesh,1,2012,Male,Others,4148,4952,60,26
Maharashtra,1,2001,Male,SC,1383,4025,113,1
Maharashtra,1,2001,Male,ST,1027,2573,58,0
Maharashtra,1,2001,Male,OBC,1680,2867,87,3
Maharashtra,1,2001,Male,Others,2343,5398,106,0
Maharashtra,1,2002,Male,SC,1346,2942,61,0
Maharashtra,1,2002,Male,ST,1169,2308,37,0
Maharashtra,1,2002,Male,OBC,1855,3120,53,0
Maharashtra,1,2002,Male,Others,2517,5499,148,0
Maharashtra,1,2003,Male,SC,1451,2517,35,3
Maharashtra,1,2003,Male,ST,1199,2331,23,5
Maharashtra,1,2003,Male,OBC,2657,3167,57,4
Maharashtra,1,2003,Male,Others,2518,6761,73,9
Maharashtra,1,2004,Male,SC,2309,2182,31,6
Maharashtra,1,2004,Male,ST,1571,2060,26,0
Maharashtra,1,2004,Male,OBC,2085,3527,30,18
Maharashtra,1,2004,Male,Others,2482,7243,83,13
Maharashtra,1,2005,Male,SC,1651,2321,52,5
Maharashtra,1,2005,Male,ST,1636,2467,34,2
Maharashtra,1,2005,Male,OBC,2845,4563,68,8
Maharashtra,1,2005,Male,Others,2634,5733,80,6
Maharashtra,1,2006,Male,SC,1742,3892,50,1
Maharashtra,1,2006,Male,ST,1440,3414,28,0
Maharashtra,1,2006,Male,OBC,2584,3674,72,0
Maharashtra,1,2006,Male,Others,2934,4474,123,0
Maharashtra,1,2007,Male,SC,1627,2806,14,0
Maharashtra,1,2007,Male,ST,1200,3650,13,0
Maharashtra,1,2007,Male,OBC,2583,4313,58,0
Maharashtra,1,2007,Male,Others,3282,4927,66,0
Maharashtra,1,2008,Male,SC,1955,2950,20,0
Maharashtra,1,2008,Male,ST,1191,3034,12,0
Maharashtra,1,2008,Male,OBC,2337,4410,32,0
Maharashtra,1,2008,Male,Others,3182,5224,47,0
Maharashtra,1,2009,Male,SC,1616,3114,17,0
Maharashtra,1,2009,Male,ST,1287,2473,18,0
Maharashtra,1,2009,Male,OBC,2595,4552,14,0
Maharashtra,1,2009,Male,Others,2595,5088,33,0
Maharashtra,1,2010,Male,SC,1600,2742,4,0
Maharashtra,1,2010,Male,ST,1205,1990,12,0
Maharashtra,1,2010,Male,OBC,2614,4669,28,0
Maharashtra,1,2010,Male,Others,2271,5818,31,0
Maharashtra,1,2011,Male,SC,1945,3315,14,0
Maharashtra,1,2011,Male,ST,1353,2791,7,0
Maharashtra,1,2011,Male,OBC,1307,3420,12,0
Maharashtra,1,2011,Male,Others,2886,5623,33,0
Maharashtra,1,2012,Male,SC,1622,3109,4,4
Maharashtra,1,2012,Male,ST,866,2519,11,2
Maharashtra,1,2012,Male,OBC,1474,4004,1,3
Maharashtra,1,2012,Male,Others,3607,5913,26,6
Manipur,1,2001,Male,SC,0,0,0,0
Manipur,1,2001,Male,ST,4,115,20,0
Manipur,1,2001,Male,OBC,12,155,2,0
Manipur,1,2001,Male,Others,6,61,63,0
Manipur,1,2002,Male,SC,0,1,0,0
Manipur,1,2002,Male,ST,5,111,20,0
Manipur,1,2002,Male,OBC,26,209,31,0
Manipur,1,2002,Male,Others,5,18,62,0
Manipur,1,2003,Male,SC,0,0,0,0
Manipur,1,2003,Male,ST,5,130,14,0
Manipur,1,2003,Male,OBC,0,0,0,0
Manipur,1,2003,Male,Others,27,213,116,0
Manipur,1,2004,Male,SC,0,10,0,0
Manipur,1,2004,Male,ST,7,99,6,0
Manipur,1,2004,Male,OBC,24,204,34,0
Manipur,1,2004,Male,Others,1,25,32,0
Manipur,1,2005,Male,SC,0,5,0,0
Manipur,1,2005,Male,ST,4,83,17,0
Manipur,1,2005,Male,OBC,25,260,47,0
Manipur,1,2005,Male,Others,2,28,32,0
Manipur,1,2006,Male,SC,0,8,1,0
Manipur,1,2006,Male,ST,6,67,9,0
Manipur,1,2006,Male,OBC,23,189,16,0
Manipur,1,2006,Male,Others,4,44,16,0
Manipur,1,2007,Male,SC,0,1,4,0
Manipur,1,2007,Male,ST,6,45,18,0
Manipur,1,2007,Male,OBC,31,185,65,0
Manipur,1,2007,Male,Others,19,15,45,0
Manipur,1,2008,Male,SC,0,5,2,0
Manipur,1,2008,Male,ST,5,52,10,0
Manipur,1,2008,Male,OBC,25,176,107,0
Manipur,1,2008,Male,Others,6,19,31,0
Manipur,1,2009,Male,SC,0,3,0,0
Manipur,1,2009,Male,ST,2,90,3,0
Manipur,1,2009,Male,OBC,28,218,124,0
Manipur,1,2009,Male,Others,4,12,0,0
Manipur,1,2010,Male,SC,0,4,1,0
Manipur,1,2010,Male,ST,6,83,4,0
Manipur,1,2010,Male,OBC,22,266,180,0
Manipur,1,2010,Male,Others,3,10,0,0
Manipur,1,2011,Male,SC,0,4,0,0
Manipur,1,2011,Male,ST,7,90,9,0
Manipur,1,2011,Male,OBC,23,326,140,0
Manipur,1,2011,Male,Others,1,8,0,0
Manipur,1,2012,Male,SC,0,3,0,0
Manipur,1,2012,Male,ST,7,140,21,0
Manipur,1,2012,Male,OBC,34,335,100,0
Manipur,1,2012,Male,Others,22,28,0,0
Meghalaya,1,2001,Male,SC,1,112,0,0
Meghalaya,1,2001,Male,ST,7,272,7,0
Meghalaya,1,2001,Male,OBC,0,16,0,0
Meghalaya,1,2001,Male,Others,6,97,0,0
Meghalaya,1,2002,Male,SC,11,176,0,0
Meghalaya,1,2002,Male,ST,9,279,6,0
Meghalaya,1,2002,Male,OBC,0,9,0,0
Meghalaya,1,2002,Male,Others,0,31,0,0
Meghalaya,1,2003,Male,SC,16,225,2,0
Meghalaya,1,2003,Male,ST,16,200,6,0
Meghalaya,1,2003,Male,OBC,0,15,0,0
Meghalaya,1,2003,Male,Others,7,60,0,0
Meghalaya,1,2004,Male,SC,13,169,2,0
Meghalaya,1,2004,Male,ST,28,233,20,0
Meghalaya,1,2004,Male,OBC,0,6,0,0
Meghalaya,1,2004,Male,Others,0,12,0,0
Meghalaya,1,2005,Male,SC,11,183,20,0
Meghalaya,1,2005,Male,ST,20,153,2,0
Meghalaya,1,2005,Male,OBC,6,116,0,0
Meghalaya,1,2005,Male,Others,5,26,0,0
Meghalaya,1,2006,Male,SC,18,104,1,0
Meghalaya,1,2006,Male,ST,33,294,23,0
Meghalaya,1,2006,Male,OBC,3,23,0,0
Meghalaya,1,2006,Male,Others,2,111,0,0
Meghalaya,1,2007,Male,SC,15,211,8,0
Meghalaya,1,2007,Male,ST,46,294,28,0
Meghalaya,1,2007,Male,OBC,3,34,0,0
Meghalaya,1,2007,Male,Others,6,14,0,0
Meghalaya,1,2008,Male,SC,32,165,4,0
Meghalaya,1,2008,Male,ST,46,267,43,0
Meghalaya,1,2008,Male,OBC,11,10,0,0
Meghalaya,1,2008,Male,Others,1,34,0,0
Meghalaya,1,2009,Male,SC,26,157,6,0
Meghalaya,1,2009,Male,ST,61,325,31,0
Meghalaya,1,2009,Male,OBC,2,7,1,0
Meghalaya,1,2009,Male,Others,8,24,0,0
Meghalaya,1,2010,Male,SC,21,180,0,0
Meghalaya,1,2010,Male,ST,40,246,40,0
Meghalaya,1,2010,Male,OBC,4,58,3,0
Meghalaya,1,2010,Male,Others,5,23,0,0
Meghalaya,1,2011,Male,SC,20,133,2,0
Meghalaya,1,2011,Male,ST,43,294,25,0
Meghalaya,1,2011,Male,OBC,2,21,0,0
Meghalaya,1,2011,Male,Others,0,18,0,0
Meghalaya,1,2012,Male,SC,15,129,7,0
Meghalaya,1,2012,Male,ST,46,433,14,0
Meghalaya,1,2012,Male,OBC,8,12,0,0
Meghalaya,1,2012,Male,Others,1,19,0,0
Mizoram,1,2001,Male,SC,7,51,0,0
Mizoram,1,2001,Male,ST,131,581,0,0
Mizoram,1,2001,Male,OBC,0,0,0,0
Mizoram,1,2001,Male,Others,5,0,0,0
Mizoram,1,2002,Male,SC,12,62,0,0
Mizoram,1,2002,Male,ST,244,454,0,0
Mizoram,1,2002,Male,OBC,0,0,0,0
Mizoram,1,2002,Male,Others,0,0,0,0
Mizoram,1,2003,Male,SC,17,39,0,0
Mizoram,1,2003,Male,ST,175,523,0,0
Mizoram,1,2003,Male,OBC,0,0,0,0
Mizoram,1,2003,Male,Others,2,5,0,0
Mizoram,1,2004,Male,SC,26,70,0,0
Mizoram,1,2004,Male,ST,182,586,0,0
Mizoram,1,2004,Male,OBC,0,0,0,0
Mizoram,1,2004,Male,Others,0,0,0,0
Mizoram,1,2005,Male,SC,13,37,0,0
Mizoram,1,2005,Male,ST,136,443,0,0
Mizoram,1,2005,Male,OBC,0,0,0,0
Mizoram,1,2005,Male,Others,2,3,0,0
Mizoram,1,2006,Male,SC,17,24,0,0
Mizoram,1,2006,Male,ST,179,429,0,0
Mizoram,1,2006,Male,OBC,0,0,0,0
Mizoram,1,2006,Male,Others,0,0,0,0
Mizoram,1,2007,Male,SC,3,18,0,0
Mizoram,1,2007,Male,ST,281,544,0,0
Mizoram,1,2007,Male,OBC,0,0,0,0
Mizoram,1,2007,Male,Others,0,0,0,0
Mizoram,1,2008,Male,SC,24,45,0,0
Mizoram,1,2008,Male,ST,290,369,0,0
Mizoram,1,2008,Male,OBC,0,0,0,0
Mizoram,1,2008,Male,Others,0,0,0,0
Mizoram,1,2009,Male,SC,15,13,0,0
Mizoram,1,2009,Male,ST,320,342,0,0
Mizoram,1,2009,Male,OBC,1,0,0,0
Mizoram,1,2009,Male,Others,6,12,0,0
Mizoram,1,2010,Male,SC,6,4,0,0
Mizoram,1,2010,Male,ST,424,462,0,0
Mizoram,1,2010,Male,OBC,0,0,0,0
Mizoram,1,2010,Male,Others,0,15,0,0
Mizoram,1,2011,Male,SC,1,7,0,0
Mizoram,1,2011,Male,ST,361,433,0,0
Mizoram,1,2011,Male,OBC,0,0,0,0
Mizoram,1,2011,Male,Others,0,7,0,0
Mizoram,1,2012,Male,SC,11,12,0,0
Mizoram,1,2012,Male,ST,298,461,0,0
Mizoram,1,2012,Male,OBC,0,2,0,0
Mizoram,1,2012,Male,Others,1,0,0,0
Nagaland,1,2001,Male,SC,14,60,0,0
Nagaland,1,2001,Male,ST,50,400,48,0
Nagaland,1,2001,Male,OBC,2,7,0,0
Nagaland,1,2001,Male,Others,0,60,4,0
Nagaland,1,2002,Male,SC,9,82,9,0
Nagaland,1,2002,Male,ST,20,451,48,0
Nagaland,1,2002,Male,OBC,0,0,0,0
Nagaland,1,2002,Male,Others,0,0,0,0
Nagaland,1,2003,Male,SC,17,51,8,0
Nagaland,1,2003,Male,ST,67,341,64,0
Nagaland,1,2003,Male,OBC,4,2,0,0
Nagaland,1,2003,Male,Others,0,0,0,0
Nagaland,1,2004,Male,SC,8,20,2,0
Nagaland,1,2004,Male,ST,151,344,33,0
Nagaland,1,2004,Male,OBC,0,0,0,0
Nagaland,1,2004,Male,Others,1,10,3,0
Nagaland,1,2005,Male,SC,0,0,0,0
Nagaland,1,2005,Male,ST,84,400,21,0
Nagaland,1,2005,Male,OBC,0,68,3,0
Nagaland,1,2005,Male,Others,29,0,0,0
Nagaland,1,2006,Male,SC,4,28,0,0
Nagaland,1,2006,Male,ST,117,410,20,0
Nagaland,1,2006,Male,OBC,6,60,1,0
Nagaland,1,2006,Male,Others,0,0,0,0
Nagaland,1,2007,Male,SC,16,56,0,0
Nagaland,1,2007,Male,ST,72,316,6,0
Nagaland,1,2007,Male,OBC,7,10,0,0
Nagaland,1,2007,Male,Others,0,0,0,0
Nagaland,1,2008,Male,SC,5,16,0,0
Nagaland,1,2008,Male,ST,81,274,57,0
Nagaland,1,2008,Male,OBC,62,94,6,0
Nagaland,1,2008,Male,Others,6,2,0,0
Nagaland,1,2009,Male,SC,37,55,0,0
Nagaland,1,2009,Male,ST,91,345,42,0
Nagaland,1,2009,Male,OBC,18,12,0,0
Nagaland,1,2009,Male,Others,6,0,0,0
Nagaland,1,2010,Male,SC,41,55,0,0
Nagaland,1,2010,Male,ST,97,230,33,0
Nagaland,1,2010,Male,OBC,16,19,0,0
Nagaland,1,2010,Male,Others,5,7,0,0
Nagaland,1,2011,Male,SC,7,27,0,0
Nagaland,1,2011,Male,ST,98,232,66,0
Nagaland,1,2011,Male,OBC,0,14,0,0
Nagaland,1,2011,Male,Others,18,18,6,0
Nagaland,1,2012,Male,SC,3,13,0,0
Nagaland,1,2012,Male,ST,96,206,12,0
Nagaland,1,2012,Male,OBC,10,4,0,0
Nagaland,1,2012,Male,Others,11,20,6,1
Orissa,1,2001,Male,SC,742,2835,6,2
Orissa,1,2001,Male,ST,981,2645,1,31
Orissa,1,2001,Male,OBC,392,2200,25,8
Orissa,1,2001,Male,Others,649,839,13,5
Orissa,1,2002,Male,SC,773,3168,0,17
Orissa,1,2002,Male,ST,885,3051,0,21
Orissa,1,2002,Male,OBC,498,1815,0,3
Orissa,1,2002,Male,Others,770,1290,0,5
Orissa,1,2003,Male,SC,815,3415,0,17
Orissa,1,2003,Male,ST,820,3102,0,12
Orissa,1,2003,Male,OBC,911,1635,0,6
Orissa,1,2003,Male,Others,680,1198,0,0
Orissa,1,2004,Male,SC,729,1884,1,2
Orissa,1,2004,Male,ST,1041,1537,0,1
Orissa,1,2004,Male,OBC,848,1993,5,9
Orissa,1,2004,Male,Others,997,3735,3,12
Orissa,1,2005,Male,SC,816,2315,2,2
Orissa,1,2005,Male,ST,958,1806,3,0
Orissa,1,2005,Male,OBC,945,2230,5,6
Orissa,1,2005,Male,Others,1389,3027,5,19
Orissa,1,2006,Male,SC,937,2463,0,3
Orissa,1,2006,Male,ST,1113,1932,0,8
Orissa,1,2006,Male,OBC,1241,2491,0,19
Orissa,1,2006,Male,Others,983,2975,0,1
Orissa,1,2007,Male,SC,935,2826,1,0
Orissa,1,2007,Male,ST,1098,2055,1,0
Orissa,1,2007,Male,OBC,1321,2568,0,0
Orissa,1,2007,Male,Others,888,3054,1,0
Orissa,1,2008,Male,SC,862,2112,0,0
Orissa,1,2008,Male,ST,1059,1822,2,0
Orissa,1,2008,Male,OBC,1643,4163,8,0
Orissa,1,2008,Male,Others,614,1563,2,0
Orissa,1,2009,Male,SC,823,2088,0,0
Orissa,1,2009,Male,ST,1012,1735,0,0
Orissa,1,2009,Male,OBC,1519,3773,0,0
Orissa,1,2009,Male,Others,561,1524,0,0
Orissa,1,2010,Male,SC,807,1796,0,0
Orissa,1,2010,Male,ST,996,1537,0,0
Orissa,1,2010,Male,OBC,1490,3552,0,0
Orissa,1,2010,Male,Others,544,1217,0,0
Orissa,1,2011,Male,SC,634,2118,0,0
Orissa,1,2011,Male,ST,845,2125,0,0
Orissa,1,2011,Male,OBC,1242,2430,0,0
Orissa,1,2011,Male,Others,868,2048,0,0
Orissa,1,2012,Male,SC,618,2084,0,0
Orissa,1,2012,Male,ST,829,2161,0,0
Orissa,1,2012,Male,OBC,1226,2154,0,0
Orissa,1,2012,Male,Others,852,2467,0,0
Punjab,1,2001,Male,SC,948,1680,4,45
Punjab,1,2001,Male,ST,856,1802,2,22
Punjab,1,2001,Male,OBC,695,1904,0,0
Punjab,1,2001,Male,Others,1025,2369,6,68
Punjab,1,2002,Male,SC,753,2766,0,0
Punjab,1,2002,Male,ST,529,1333,0,0
Punjab,1,2002,Male,OBC,995,1177,0,0
Punjab,1,2002,Male,Others,1448,2366,12,0
Punjab,1,2003,Male,SC,826,2750,2,31
Punjab,1,2003,Male,ST,612,1411,0,0
Punjab,1,2003,Male,OBC,863,1077,0,0
Punjab,1,2003,Male,Others,1852,3006,0,0
Punjab,1,2004,Male,SC,972,3330,23,15
Punjab,1,2004,Male,ST,784,1521,0,0
Punjab,1,2004,Male,OBC,945,1172,0,0
Punjab,1,2004,Male,Others,2050,3477,0,0
Punjab,1,2005,Male,SC,1025,3048,23,11
Punjab,1,2005,Male,ST,826,1456,0,0
Punjab,1,2005,Male,OBC,609,967,0,0
Punjab,1,2005,Male,Others,2375,3558,0,0
Punjab,1,2006,Male,SC,1078,3151,20,4
Punjab,1,2006,Male,ST,873,1489,0,0
Punjab,1,2006,Male,OBC,659,1010,0,0
Punjab,1,2006,Male,Others,2473,3582,0,0
Punjab,1,2007,Male,SC,993,3432,0,0
Punjab,1,2007,Male,ST,789,1776,16,0
Punjab,1,2007,Male,OBC,574,1291,0,0
Punjab,1,2007,Male,Others,2389,3861,0,16
Punjab,1,2008,Male,SC,1108,3359,0,0
Punjab,1,2008,Male,ST,956,1704,13,0
Punjab,1,2008,Male,OBC,639,1219,0,0
Punjab,1,2008,Male,Others,2504,3789,0,2
Punjab,1,2009,Male,SC,1427,3581,2,0
Punjab,1,2009,Male,ST,1265,1835,11,0
Punjab,1,2009,Male,OBC,839,1398,0,0
Punjab,1,2009,Male,Others,2555,3948,0,12
Punjab,1,2010,Male,SC,1452,3112,0,0
Punjab,1,2010,Male,ST,1345,1825,0,0
Punjab,1,2010,Male,OBC,864,1373,0,0
Punjab,1,2010,Male,Others,2632,4023,0,0
Punjab,1,2011,Male,SC,1991,3016,0,0
Punjab,1,2011,Male,ST,1657,1797,0,0
Punjab,1,2011,Male,OBC,956,1239,0,0
Punjab,1,2011,Male,Others,2468,3660,0,0
Punjab,1,2012,Male,SC,1926,4036,0,0
Punjab,1,2012,Male,ST,1245,2154,0,0
Punjab,1,2012,Male,OBC,1673,3173,7,5
Punjab,1,2012,Male,Others,2580,5145,0,0
Rajasthan,1,2001,Male,SC,832,1950,0,6
Rajasthan,1,2001,Male,ST,677,1357,1,1
Rajasthan,1,2001,Male,OBC,1241,2809,4,10
Rajasthan,1,2001,Male,Others,1330,2353,42,11
Rajasthan,1,2002,Male,SC,956,1471,0,11
Rajasthan,1,2002,Male,ST,724,1494,1,2
Rajasthan,1,2002,Male,OBC,1208,1721,0,16
Rajasthan,1,2002,Male,Others,1902,2429,37,21
Rajasthan,1,2003,Male,SC,1231,1321,0,6
Rajasthan,1,2003,Male,ST,1043,1250,0,7
Rajasthan,1,2003,Male,OBC,1674,1533,1,2
Rajasthan,1,2003,Male,Others,1913,2262,31,11
Rajasthan,1,2004,Male,SC,1225,1489,0,6
Rajasthan,1,2004,Male,ST,882,1309,0,1
Rajasthan,1,2004,Male,OBC,1738,2048,2,6
Rajasthan,1,2004,Male,Others,1814,2182,27,8
Rajasthan,1,2005,Male,SC,930,1434,0,6
Rajasthan,1,2005,Male,ST,1112,1403,0,7
Rajasthan,1,2005,Male,OBC,1350,1880,0,7
Rajasthan,1,2005,Male,Others,1999,2399,32,6
Rajasthan,1,2006,Male,SC,1143,1792,1,19
Rajasthan,1,2006,Male,ST,999,1474,0,9
Rajasthan,1,2006,Male,OBC,1380,2430,0,20
Rajasthan,1,2006,Male,Others,1884,2308,34,19
Rajasthan,1,2007,Male,SC,1316,1903,1,4
Rajasthan,1,2007,Male,ST,1120,1896,1,6
Rajasthan,1,2007,Male,OBC,1906,2619,0,16
Rajasthan,1,2007,Male,Others,1336,2005,24,0
Rajasthan,1,2008,Male,SC,1280,1924,1,7
Rajasthan,1,2008,Male,ST,1139,1668,2,5
Rajasthan,1,2008,Male,OBC,2195,2827,18,18
Rajasthan,1,2008,Male,Others,1449,2371,34,35
Rajasthan,1,2009,Male,SC,1060,2256,6,13
Rajasthan,1,2009,Male,ST,820,2276,5,9
Rajasthan,1,2009,Male,OBC,2520,3574,15,14
Rajasthan,1,2009,Male,Others,1907,2796,1,4
Rajasthan,1,2010,Male,SC,1164,2267,5,0
Rajasthan,1,2010,Male,ST,1043,2293,2,0
Rajasthan,1,2010,Male,OBC,1978,3251,4,2
Rajasthan,1,2010,Male,Others,1825,2732,19,2
Rajasthan,1,2011,Male,SC,996,2628,2,6
Rajasthan,1,2011,Male,ST,1350,2677,1,0
Rajasthan,1,2011,Male,OBC,1688,3317,5,0
Rajasthan,1,2011,Male,Others,1894,2858,32,0
Rajasthan,1,2012,Male,SC,1283,2974,1,19
Rajasthan,1,2012,Male,ST,981,2493,0,8
Rajasthan,1,2012,Male,OBC,2184,4563,0,7
Rajasthan,1,2012,Male,Others,1395,2685,0,63
Sikkim,1,2001,Male,SC,8,10,0,0
Sikkim,1,2001,Male,ST,6,14,0,0
Sikkim,1,2001,Male,OBC,50,81,0,0
Sikkim,1,2001,Male,Others,13,4,0,0
Sikkim,1,2002,Male,SC,17,8,0,0
Sikkim,1,2002,Male,ST,28,25,0,0
Sikkim,1,2002,Male,OBC,25,32,0,0
Sikkim,1,2002,Male,Others,11,24,0,0
Sikkim,1,2003,Male,SC,6,6,0,0
Sikkim,1,2003,Male,ST,10,10,0,0
Sikkim,1,2003,Male,OBC,36,54,0,0
Sikkim,1,2003,Male,Others,28,17,0,0
Sikkim,1,2004,Male,SC,2,7,0,0
Sikkim,1,2004,Male,ST,8,14,0,0
Sikkim,1,2004,Male,OBC,50,69,0,0
Sikkim,1,2004,Male,Others,1,9,0,0
Sikkim,1,2005,Male,SC,2,7,0,0
Sikkim,1,2005,Male,ST,11,16,0,0
