"STATION","NAME","DATE","PRCP","SNOW","SNWD"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-03-27","0.17","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-03-28","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-03-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-03-30","0.02","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-03-31","0.68","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-01","0.23","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-03","0.05","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-04","0.07","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-08","0.08","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-12","0.55","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-13","1.17","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-14","0.23","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-15","0.07","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-18","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-19","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-21","0.03","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-23","0.16","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-24","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-25","0.08","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-26","1.29","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-27","0.02","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-28","0.07","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-04-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-02","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-03","0.34","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-04","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-05","0.16","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-07","0.13","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-09","0.02","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-10","0.23","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-11","0.65","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-12","1.45","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-14","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-15","1.16","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-16","0.09","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-18","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-19","0.11","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-26","0.39","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-27","0.41","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-28","0.39","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-05-31","0.22","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-01","0.23","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-02","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-03","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-04","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-06","0.12","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-12","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-14","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-15","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-17","0.99","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-18","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-19","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-22","0.37","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-25","0.95","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-26","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-28","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-29","0.32","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-06-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-02","0.06","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-04","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-05","0.80","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-12","1.26","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-13","0.95","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-14","0.36","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-15","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-18","0.21","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-19","0.12","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-23","2.32","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-24","0.02","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-26","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-27","1.36","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-28","0.18","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-07-31","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-01","0.25","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-04","0.02","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-06","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-11","0.91","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-12","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-13","0.16","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-14","0.22","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-15","0.34","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-16","0.46","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-18","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-19","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-21","0.56","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-26","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-28","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-08-31","0.09","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-04","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-07","0.07","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-08","3.77","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-09","0.41","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-12","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-14","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-15","0.19","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-16","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-17","0.11","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-18","2.19","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-19","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-26","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-28","3.84","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-29","0.82","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-09-30","0.10","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-04","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-12","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-14","0.06","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-15","0.24","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-16","0.03","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-18","0.02","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-19","0.70","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-26","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-28","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-30","0.10","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-10-31","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-04","1.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-05","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-06","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-08","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-12","0.94","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-13","0.14","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-14","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-15","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-18","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-19","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-20","0.36","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-22","0.01","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-23","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-24","0.40","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-25","0.42","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-26","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-27","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-28","0.92","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-11-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-01","1.17","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-03","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-04","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-05","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-06","0.28","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-07","0.52","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-08","0.11","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-09","0.32","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-10","0.41","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-11","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-12","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-14","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-15","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-17","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-18","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-19","0.06","0.1","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-20","0.07","0.5","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-22","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-23","0.65","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-24","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-25","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-26","0.03","0.3","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-27","0.08","1.8","2.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-28","0.01","0.3","2.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-29","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-30","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2004-12-31","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-01","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-02","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-03","0.45","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-04","0.06","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-05","0.28","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-06","0.62","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-07","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-08","0.59","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-09","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-10","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-11","0.25","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-12","0.12","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-13","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-14","1.03","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-15","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-16","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-17","0.03","0.5","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-18","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-19","0.03","0.8","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-20","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-21","0.00","0.0","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-22","0.93","8.5","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2005-01-23","0.25","5.3","13.0"
