Report Type,Program,Activity,Latitude,Longitude,Activity Date,Submission Date,Start Time,End Time,Length hours,Length minutes,Journal Entry,Medical Consults,Nurse Practitioner Consults,Nursing/Paramedic Consults,Conversations about health education,Allied Health,Referrals (Formal and informal),Patient Conversations,Service provider conversations,Mental health,Suicide prevention/planning,Substance use,Medication education,Patients turned away,Telehealth consults that happened at Clinic,Patient Feedback Received ,Service Provider Feedback Received ,Complete debrief,Complete all progress notes,Enter all doctor and nurse practitioner appointments,Wipe down clinic area,Shift Safety
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/17/2020,3/18/2020,4:00 PM,7:30 PM,3:30,210,"Doctor needed at MNC - many new faces! MNC becoming very busy. It took an hour for an ambulance to turn up, to transport a patient to hospital!! Not fair on Service Provider or volunteers.",0,0,8,25,1,5,25,2,6,0,0,5,3,0,,,No,No,No,Yes,4
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/19/2020,3/20/2020,4:00 PM,6:40 PM,2:40,160,"Aggression from a patient with BPD, because she was after a script. Another patient who feels hopeless, is threatening suicide. Difficult shift.",2,0,5,6,1,3,12,2,4,1,0,1,2,0,,,Yes,Yes,No,No,3
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/24/2020,3/25/2020,4:00 PM,6:00 PM,2:00,120,We think that mental health issues for our patients are going to increase. Well done to MNC for still feeding the vulnerable.,1,0,2,14,0,2,14,2,14,0,0,1,0,0,,,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/26/2020,3/27/2020,4:00 PM,6:40 PM,2:40,160,Clinic busier that Tuesday - people struggling with their mental health due to social distancing.,0,0,5,12,0,3,12,4,4,1,1,3,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,3/31/2020,4/1/2020,4:00 PM,6:30 PM,2:30,150,First night trialing telehealth consults - Fantastic!! ,5,0,5,5,0,2,6,2,2,0,0,3,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/2/2020,4/3/2020,4:00 PM,6:30 PM,2:30,150,Replace thermometer covers taken for The Shack,4,0,3,4,0,1,7,2,7,0,1,5,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/7/2020,4/7/2020,4:00 PM,6:45 PM,2:45,165,Need thermometer covers and non stick dressings. Quiet evening. ,2,0,3,4,0,2,6,2,6,0,0,2,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/9/2020,4/9/2020,4:00 PM,6:30 PM,2:30,150,5 homeless people housed today!!,0,0,4,3,0,0,6,3,3,0,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/14/2020,4/14/2020,4:00 PM,6:30 PM,2:30,150,Great clinic.,1,0,4,8,0,5,14,2,6,0,1,1,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/16/2020,4/17/2020,4:00 PM,7:30 PM,3:30,210,"Busy clinic - thank goodness for the extra hands! Dr. Bella brilliant!
Need specimen containers.",6,0,7,8,0,5,12,3,8,0,1,5,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/21/2020,4/22/2020,4:00 PM,7:15 PM,3:15,195,"Busy night, need specimen jars. Angst among patients housed at The Hub.",2,0,8,10,0,4,16,4,10,0,0,5,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/23/2020,4/24/2020,4:00 PM,6:30 PM,2:30,150,,1,0,6,6,0,2,12,3,6,0,0,2,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/28/2020,4/28/2020,4:00 PM,6:45 PM,2:45,165,"Thermometers covers, spot plasters",18,0,18,39,0,2,53,10,33,3,2,39,3,0,,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,4/30/2020,5/1/2020,4:00 PM,6:30 PM,2:30,150,,9,0,2,11,0,2,15,2,3,0,0,2,0,0,3,2,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,5/5/2020,5/6/2020,3:00 PM,6:30 PM,3:30,210,,8,0,0,10,0,10,27,3,4,0,0,2,0,0,0,2,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,5/7/2020,5/8/2020,4:00 PM,6:00 PM,2:00,120,,0,0,9,12,0,0,20,3,3,0,0,11,0,0,,2,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,5/12/2020,5/13/2020,4:00 PM,7:00 PM,3:00,180,,17,0,10,23,0,10,37,3,11,0,3,10,0,0,,1,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,5/14/2020,5/15/2020,4:00 PM,6:00 PM,2:00,120,Quiet evening,7,0,3,22,0,1,22,2,8,0,0,6,0,0,,1,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,5/19/2020,5/25/2020,4:30 PM,7:01 PM,2:31,151,"Busy and steady clinic.
",12,0,14,25,0,10,36,6,15,2,8,10,0,1,Patient grateful they could access the flu vaxs with sunny street. A patient stated our service was very needed for those experiencing homelessness. ,MNC supervisor stated it was wonderful we were there for the community. ,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,5/21/2020,5/21/2020,4:29 PM,6:29 PM,2:00,120,"Quiet, steady clinic. Social distancing in place. Lots of comradery and trusted, genuine conversations. Dietician had a consult!!! First one!! ",8,0,9,25,1,4,25,5,20,1,10,13,2,2,"Patient stated that he and his partner were so happy that the nurses and doctors are here because normally in healthcare they felt so judged. The assumption that they were drug addicts,and didn't listen to them. They said it's so great to have our team listen to them and not judge them.  Also, great feedback for the nurse as the flu vaxs were really painless!",MNC night supervisor very grateful for our services and excitedly pushing people through for flu vaxs,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,5/26/2020,5/26/2020,4:30 PM,7:00 PM,2:30,150,"Really busy clinic, people wanted to engage, high levels of engagement, public health student Kim present, 2 elderly over 65 flu vaccinations, ",12,0,10,60,0,8,67,6,17,5,60,27,0,12,"One person donated $15, Female patient express gratitude the the Sunny Street team ",No,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,5/28/2020,5/28/2020,4:30 PM,6:25 PM,1:55,115,"Busy steady night!
Flu surveys completed 
No Telehealth ",0,0,9,12,2,6,22,2,7,0,1,6,0,0,Nul,Nil,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,6/2/2020,6/2/2020,4:00 PM,6:45 PM,2:45,165,"Lots of talk about drugs - ice being cut with chemicals, and hard to get because of COVID - liquid GBH (Fantasy)on the streets, less expensive. Ketamine being used to ""get girls"" - at least one of our patients using this!",0,0,8,43,0,10,43,3,43,0,10,43,2,0,1,3,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,6/4/2020,6/4/2020,4:00 PM,6:45 PM,2:45,165,"Busy clinic, booster fluvax given to Ruby. Very volatile patient at clinic tonight - high on meth and alcohol. Escorted off property. ",10,0,7,40,2,3,47,4,10,0,2,10,0,0,3,2,Yes,Yes,No,Yes,2
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,6/9/2020,6/9/2020,4:00 PM,7:30 PM,3:30,210,Busy clinic - lots of mental health issues!,2,0,10,56,0,5,56,3,30,0,3,6,1,3,"1 disappointed that SS is bypassing him, and seeing other patients before him, when he had put his name on the board.",One person asked that we clean names off board before we leave clinic.,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,6/11/2020,6/12/2020,4:00 PM,8:00 PM,4:00,240,"Very busy clinic - lots of mental health concerns. MNC needs more nurses to cope with influx of patients needing especially mental health care. Clinics running over time, which is not fair on volunteers or service provider worker - no doctor/nurse back up after 7pm.",4,0,8,13,3,4,33,2,12,1,0,12,1,4,0,"One person, Concern re mental health of nurses ",Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,6/16/2020,6/16/2020,4:20 PM,6:40 PM,2:20,140,See feedback. One patient taken on rehabilitation!! Yay!!! One patient finally has accommodation for 2 nights!! Busy night! Bloody rewarding. ,10,0,14,38,0,20,38,17,62,2,8,20,0,0,"One patient said he was suicidal 2 years ago and now has a job and home and is grateful to Sunny Street. 3very day he saw our faces, it got him through another week. 2.thank you for us caring. We're the only ones caring for him, not even his children or family. For the last 18 months, he knows someone cares. 3. Thank you for all our care - with tears. 4.thanks for not giving up on me. Its the best I've felt in a long time (2 days into rehabilitation). ",we will do anything we can to help you guys. ,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,6/18/2020,6/18/2020,4:30 PM,6:45 PM,2:15,135,"Busy, wonderful night.",3,0,11,21,3,12,33,11,30,1,5,11,0,3,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,6/23/2020,6/23/2020,4:00 PM,6:59 PM,2:59,179,,6,0,6,14,0,2,38,6,20,2,20,20,0,6,One person said she loves seeing our smiling face. One said she is so grateful for our continuous support,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,6/25/2020,7/7/2020,4:30 PM,7:29 PM,2:59,179,"2 drs on board helped! 
Have set up nurse and Dr tick list for patients to improve communication and flow.",8,0,16,36,3,11,36,4,30,1,20,24,0,4,Nil,Nil,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,6/30/2020,6/30/2020,4:00 PM,6:45 PM,2:45,165,,0,0,7,27,0,3,27,5,22,2,7,8,0,0,Patients stating happy to see our faces ,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,7/2/2020,7/2/2020,4:30 PM,6:30 PM,2:00,120,Very quiet evening,4,0,2,2,2,3,20,2,4,0,0,2,0,0,Very happy that we have a doctor tonight,Very happy that SS has a Dietician on board ,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,7/7/2020,7/7/2020,4:30 PM,6:00 PM,1:30,90,Very quiet evening ,0,0,3,3,0,5,9,2,3,0,0,3,0,0,One person very pleased that we sent him to hospital last Thursday,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,7/9/2020,7/9/2020,4:30 PM,7:10 PM,2:40,160,"Dr. Bec requests printer, script paper, pathology forms and radiology referral forms be available at clinic please.",3,0,3,15,4,6,15,4,15,1,2,6,0,0,0,0,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,7/14/2020,7/15/2020,4:00 PM,6:30 PM,2:30,150,,0,0,3,16,2,1,16,6,16,1,2,16,0,0,One person cried when she saw us and says she is always happy to see us ,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,7/16/2020,7/17/2020,4:30 PM,7:30 PM,3:00,180,Great busy evening but safety is an issue especially with giving out scripts and many pts were under the influence/ on drugs tonight,6,0,1,10,4,7,17,3,7,2,7,7,2,0,Pts happy to have dr. ,Happy to have SS here ,Yes,Yes,Yes,Yes,3
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,7/21/2020,7/21/2020,4:30 PM,6:45 PM,2:15,135,,2,0,5,28,2,2,28,7,21,0,25,5,0,2,. Two patients say that SS is the only ones that help them. One patient said that Nova is the only dr that has looked her in the eyes.,No,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,7/23/2020,7/23/2020,4:30 PM,6:50 PM,2:20,140,Quiet but steady evening ,0,0,5,5,0,3,10,2,5,0,1,5,0,0,0,One person - happy that Ss is helping on the 7th August ,No,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,7/28/2020,7/28/2020,4:00 PM,6:50 PM,2:50,170,"Busy shift. 
Grahamâ€™s box cutters are in a bag in the side pocket of our kit bag with his name on it. He can have them back next Tuesday if his mental health is improved: 
DJ is staying at Eldons House, Keith said she could stay. Iâ€™m concerned about Eldons mental well being. I have talked to Nova about this. 

Has anyone seen or heard from Skye? Itâ€™s been 4 weeks since I have seen her. ",3,0,6,22,2,2,22,6,10,2,8,4,0,3,One person says when she sees our faces it makes her feel calm. ,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,7/30/2020,8/1/2020,4:30 PM,7:10 PM,2:40,160,"Busy night, missed not having another nurse on.",0,0,6,14,4,4,14,5,14,1,0,4,0,3,One person says that SS is the only service that is helping her and we listen to her.,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,8/4/2020,8/5/2020,4:30 PM,6:35 PM,2:05,125,"
  ",1,0,2,2,0,1,6,2,2,1,0,0,0,1,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,8/6/2020,8/6/2020,4:30 PM,5:30 PM,1:00,60,"Food cancelled at MNC tonight as the community event is on tomorrow evening, and our clinic is moved to tomorrow, instead of tonight. No patients attended MNC tonight.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,One person - excited that SS can join the community event on the 07/08/20,No,No,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,8/11/2020,8/11/2020,4:00 PM,7:00 PM,3:00,180,,2,0,7,37,0,1,37,5,35,1,4,6,1,2,One person happy that we have his back :),,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,8/13/2020,8/13/2020,4:30 PM,7:05 PM,2:35,155,"Printer cable needs looking at ? wrong cable. Bec suggests that we have a sign up saying that Benzos, Opioids, etc not prescribed at the clinic, as Cassie was not impressed that she couldn't get her scripts tonight.",4,0,5,15,0,4,20,1,20,0,0,5,0,0,"One person - will only come and talk to SS nurses every Tues and Thurs, because we don't judge him",0,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,8/18/2020,8/18/2020,4:30 PM,6:30 PM,2:00,120,,1,0,0,18,0,4,27,15,10,0,4,4,0,1,"One person was very happy with Sunny Street, life savers with no judgement and he cannot thank us enough",0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,8/20/2020,8/20/2020,4:00 PM,7:10 PM,3:10,190,,5,0,4,10,3,5,24,3,9,0,0,7,1,0,One person- happy to see SS girls! One person happy that we always look out for him.,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,8/25/2020,8/25/2020,4:20 PM,6:45 PM,2:25,145,,5,0,4,9,0,4,20,4,9,1,1,9,0,0,Very happy that we have a doctor tonight ,0,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,8/27/2020,8/27/2020,4:30 PM,6:30 PM,2:00,120,"Sue is awesome,  great shift, excellent team ðŸ˜„ðŸ˜ðŸ˜†ðŸ¥°",1,0,7,23,3,7,23,3,23,0,0,6,0,0,0,0,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,9/1/2020,9/2/2020,4:30 PM,7:00 PM,2:30,150,Busy and great shift. :),3,0,7,7,0,4,23,3,4,0,0,5,0,3,"""I call you the Sunny's because you have been so helpful and kind"" ",,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,9/3/2020,9/3/2020,4:30 PM,7:00 PM,2:30,150,Awesome Di did her Buddy ShiftðŸ˜Š,1,0,9,10,0,7,20,3,10,0,0,4,0,1,0,0,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,9/8/2020,9/8/2020,4:00 PM,7:00 PM,3:00,180,,3,0,6,38,0,3,38,8,38,1,9,6,0,2,O,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,9/10/2020,9/10/2020,4:30 PM,6:19 PM,1:49,109,We got Ferraro rochers today and lots of doctors!! ,5,0,2,14,3,3,13,7,7,1,3,5,0,0,Happy that I can see you here twice a week and One person brought us chocolates!,0,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,9/15/2020,9/15/2020,4:00 PM,7:15 PM,3:15,195,Teula called the ambulance for Peter,6,0,6,10,4,2,37,6,12,3,12,10,0,6,One person said it's nice to know we always there to care,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,9/17/2020,9/17/2020,4:30 PM,7:00 PM,2:30,150,Karen Shultz did her Buddy Shift,0,0,7,34,0,9,34,6,12,0,0,6,0,2,0,,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,9/22/2020,9/22/2020,4:00 PM,7:30 PM,3:30,210,Felt unsafe when in room on my own and he was between exit point. More mindful of personal safety ,9,0,11,40,0,0,40,8,40,6,12,11,0,9,Many patients:  all just grateful ,Busy night,Yes,Yes,Yes,Yes,4
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,9/24/2020,9/24/2020,4:30 PM,7:00 PM,2:30,150,Awesome Detta worked her magic!!,4,0,4,30,4,2,30,6,7,0,2,5,0,0,It would be a very different story for me but for Sunny Street; they have made life better,0,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,9/29/2020,9/29/2020,4:00 PM,6:45 PM,2:45,165,Fraser Coast Team visit,9,0,3,27,0,2,54,17,12,2,23,7,0,0,"One person said he loves us, One person said he is always happy to see our smiling faces. ",,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,10/1/2020,10/1/2020,4:30 PM,6:30 PM,2:00,120,"We had wonderful shifts, lots of wonderful conversations. ",0,0,4,26,2,2,26,4,26,0,0,3,0,0,One person : Feedback is positive about care ,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,10/6/2020,10/6/2020,4:00 PM,7:00 PM,3:00,180,,1,0,6,33,0,0,33,8,18,2,7,6,1,1,Nil,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,10/8/2020,10/9/2020,4:15 PM,7:20 PM,3:05,185,"Really busy clinic, but good! All team members did an outstanding job with the patients - lots of mental health issues, and new people too.",2,0,7,15,2,7,41,6,41,4,2,7,2,0,One person - so thankful that SS was able to sort out her TAFE business so that she wasn't charged the money. Mick so thankful for our help and care. One patient so grateful for our support.,"One person wants SS input re community health issues, as he is on the board of SCCH",Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,10/13/2020,10/13/2020,4:00 PM,6:45 PM,2:45,165,,7,0,11,30,0,3,30,7,20,2,2,5,0,7,One person said he loves us girls,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,10/15/2020,10/19/2020,4:30 PM,6:30 PM,2:00,120,Medical students were FABULOUS,6,0,4,15,3,5,15,5,10,3,3,10,0,0,0,0,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,10/20/2020,10/20/2020,4:30 PM,6:44 PM,2:14,134,Great reasonably paced shift.,4,0,4,8,0,3,15,3,1,0,1,4,0,0,0,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,10/22/2020,10/27/2020,4:30 PM,6:30 PM,2:00,120,,0,0,8,14,6,0,14,5,20,0,2,1,0,0,0,0,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,10/27/2020,10/27/2020,4:30 PM,6:30 PM,2:00,120,"Great shift, slower due to the rain/bad weather, Devi enjoyed her first shift â˜ºï¸",0,0,5,5,0,2,55,8,1,1,1,1,0,0,One person very thankful for Sunny Street sevice,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,10/29/2020,10/30/2020,4:30 PM,7:00 PM,2:30,150,"Very busy evening, printer has gremlins inside it! ",5,0,5,17,8,2,36,0,18,0,1,5,1,0,SS is awesome,0,No,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,11/3/2020,11/3/2020,4:00 PM,7:30 PM,3:30,210,,5,0,11,42,0,4,42,8,35,6,12,5,0,5,Na,,Yes,Yes,Yes,Yes,4
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,11/5/2020,11/5/2020,4:00 PM,7:00 PM,3:00,180,,6,0,6,15,10,7,28,3,28,1,2,7,0,0,0,0,Yes,Yes,No,Yes,4
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,11/10/2020,11/10/2020,4:15 PM,6:30 PM,2:15,135,"All OK tonight, was quiet.  Thanks Sara for a great shift.",1,0,8,0,0,1,15,10,5,0,0,0,0,1,You all do a good job.,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,11/12/2020,11/12/2020,4:00 PM,6:30 PM,2:30,150,Great shift tonight! ,0,0,10,30,0,3,30,4,9,0,6,16,0,2,0,Happy with the notice we have implemented to stop opportunistic patients seeking prescription painkillers etc. and also happy with the new arrangement of clinic timing t ,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,11/17/2020,11/17/2020,4:00 PM,6:45 PM,2:45,165,,0,0,8,8,0,2,21,7,15,1,3,3,0,0,N/A,N/A,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,11/19/2020,11/20/2020,4:00 PM,6:30 PM,2:30,150,Busy but good shift. T from One Roof taken to hospital with chest pain.,0,0,9,11,4,0,20,3,11,0,0,2,0,0,"4 Patients disappointed that there was no telehealth, and why bother advertising Telehealth when no doctor is available. Skye says she has asked Nova 10 times to complete paperwork for her to get the Centrelink pension, with no avail. ",0,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,11/24/2020,12/16/2020,4:30 PM,6:30 PM,2:00,120,,6,0,8,14,1,6,4,2,10,1,7,7,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,11/26/2020,11/26/2020,4:00 PM,7:00 PM,3:00,180,Colleen from CQU joined us on shift.,5,0,5,10,0,4,25,5,6,2,3,4,1,0,One person glad that we are here,One person glad that student nurses may be joining SS,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,12/1/2020,12/1/2020,4:15 PM,6:40 PM,2:25,145,,2,0,4,7,0,1,17,6,8,2,3,2,0,0,One person grateful for our service. One person happy to see us ,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,12/3/2020,12/3/2020,4:00 PM,6:30 PM,2:30,150,,5,0,3,11,0,2,15,3,8,1,2,4,0,0,One person  not happy re dietician ,0,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,12/8/2020,12/10/2020,4:30 PM,6:15 PM,1:45,105,"Great shift, not overly busy :)",0,0,4,2,0,2,25,2,2,0,0,4,0,3,0,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,12/10/2020,12/10/2020,4:00 PM,6:30 PM,2:30,150,Steady evening ,0,0,5,26,3,3,26,6,26,1,1,3,0,0,0,0,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,12/15/2020,12/15/2020,4:00 PM,6:00 PM,2:00,120,,0,0,2,22,0,0,22,8,8,2,6,4,0,0,People saying they will miss us over the Christmas break,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,12/17/2020,12/23/2020,4:30 PM,6:30 PM,2:00,120,,5,0,0,5,0,0,9,2,3,0,0,2,0,0,0,0,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,12/22/2020,12/22/2020,4:15 PM,6:15 PM,2:00,120,Last Sunny Street Clinic at MNC for 2020 ,1,0,2,45,0,1,45,12,10,2,8,4,0,1,Everyone was very grateful for the care we have provide this year. ,MNC staff thanked us for all the care and kindness we have provided this year ,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,1/28/2021,1/28/2021,4:00 PM,6:30 PM,2:30,150,,0,0,7,11,0,1,15,2,11,1,0,2,0,0,Di said she was glad that we where back ,Weren't expecting us back until next week ,Yes,Yes,No,No,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,2/2/2021,2/2/2021,4:30 PM,6:30 PM,2:00,120,"Good shift, thanks Kim for coming along.",0,0,3,2,0,2,20,6,15,0,2,0,0,0,Kerrie-Anne thankful to have someone to talk to.,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,2/4/2021,2/4/2021,4:30 PM,6:30 PM,2:00,120,Awesome  great shit. ,4,0,11,21,0,3,23,7,21,2,2,6,0,0,Andrew happy been back. ,Michelle glad nova consulting out of clinic.,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Maroochy Neighbourhood Centre,-26.6569507,153.0987594,2/9/2021,2/9/2021,4:30 PM,6:30 PM,2:00,120,,0,0,3,0,0,1,18,5,2,0,1,2,0,0,Client thanked us for all we do.,,Yes,Yes,No,Yes,5
