Type,Sales per customer,Delivery Status,Category Name,Customer Segment,Customer State,Customer Zipcode,Department Name,Latitude,Longitude,Order Country,Order Customer Id,order date (DateOrders),Order Item Quantity,Sales,Order Item Total,Order Region,Order Status,Product Card Id,Product Name,Product Price,shipping date (DateOrders),Shipping Mode
DEBIT,48.5,Shipping on time,Women's Apparel,Corporate,NC,27511,Golf,35.76636124,-78.78697205,Turquía,11063,9/28/2016 23:59,1,50,48.5,West Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/2/2016 23:59,Standard Class
DEBIT,38.38999939,Late delivery,Shop By Sport,Corporate,VA,23455,Golf,36.91083145,-76.12958527,Afganistán,10510,1/4/2016 2:59,1,39.99000168,38.38999939,South Asia,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1/9/2016 2:59,Standard Class
DEBIT,48,Advance shipping,Women's Apparel,Corporate,TX,75150,Golf,32.80491638,-96.61859131,Turquía,12169,11/15/2016 8:30,1,50,48,West Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/18/2016 8:30,Standard Class
DEBIT,37.99000168,Shipping on time,Shop By Sport,Corporate,CA,93063,Golf,34.26791382,-118.6712112,Australia,9769,1/18/2016 4:43,1,39.99000168,37.99000168,Oceania,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1/22/2016 4:43,Standard Class
DEBIT,47.5,Advance shipping,Women's Apparel,Corporate,OH,44109,Golf,41.436409,-81.70665741,Nueva Zelanda,11828,3/26/2016 4:58,1,50,47.5,Oceania,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,3/29/2016 4:58,Standard Class
DEBIT,37.79000092,Late delivery,Shop By Sport,Corporate,NC,27610,Golf,35.79488754,-78.70513916,India,2919,11/9/2015 2:00,1,39.99000168,37.79000092,South Asia,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,11/15/2015 2:00,Standard Class
DEBIT,47.25,Shipping on time,Women's Apparel,Corporate,UT,84119,Golf,40.76031113,-111.8882217,Irán,9875,9/28/2016 15:13,1,50,47.25,South Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/2/2016 15:13,Standard Class
DEBIT,46.5,Late delivery,Women's Apparel,Corporate,MO,63136,Golf,38.66429138,-90.24147034,India,5222,11/25/2015 10:03,1,50,46.5,South Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/30/2015 10:03,Standard Class
DEBIT,46.5,Shipping on time,Women's Apparel,Corporate,NC,27330,Golf,35.58264542,-79.19521332,Malasia,7036,2/11/2016 12:02,1,50,46.5,Southeast Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,2/15/2016 12:02,Standard Class
DEBIT,46.5,Shipping on time,Women's Apparel,Corporate,IL,60804,Golf,41.86019898,-87.76747131,Irak,8264,8/27/2016 3:42,1,50,46.5,West Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/31/2016 3:42,Standard Class
DEBIT,45.5,Late delivery,Women's Apparel,Corporate,NY,14094,Golf,43.16891098,-78.69216156,China,2035,1/26/2016 0:51,1,50,45.5,Eastern Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,2/1/2016 0:51,Standard Class
DEBIT,36.38999939,Late delivery,Shop By Sport,Corporate,NY,10002,Golf,40.71546173,-73.99006653,Australia,4642,2/27/2016 17:16,1,39.99000168,36.38999939,Oceania,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3/3/2016 17:16,Standard Class
DEBIT,45.5,Shipping on time,Women's Apparel,Corporate,TX,78040,Golf,27.4903183,-99.41866303,Nueva Zelanda,7675,3/30/2016 10:55,1,50,45.5,Oceania,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,4/3/2016 10:55,Standard Class
DEBIT,45.5,Shipping on time,Women's Apparel,Corporate,TX,76133,Golf,32.66904068,-97.37830353,Australia,8279,1/11/2016 8:03,1,50,45.5,Oceania,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,1/15/2016 8:03,Standard Class
DEBIT,36.38999939,Late delivery,Girls' Apparel,Corporate,MI,48185,Golf,42.33019257,-83.39046478,Georgia,12054,10/6/2016 21:31,1,39.99000168,36.38999939,West Asia,COMPLETE,572,TYR Boys' Team Digi Jammer,39.99000168,10/11/2016 21:31,Standard Class
DEBIT,45.5,Advance shipping,Women's Apparel,Corporate,NY,10453,Golf,40.85337067,-73.90963745,Irak,5208,1/5/2017 19:07,1,50,45.5,West Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,1/7/2017 19:07,Standard Class
DEBIT,35.99000168,Late delivery,Shop By Sport,Corporate,CA,91911,Golf,32.65029907,-117.0454941,China,673,1/2/2016 4:02,1,39.99000168,35.99000168,Eastern Asia,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1/8/2016 4:02,Standard Class
DEBIT,44,Shipping on time,Women's Apparel,Corporate,MO,63116,Golf,38.56019592,-90.28090668,Tailandia,1131,2/11/2016 5:02,1,50,44,Southeast Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,2/15/2016 5:02,Standard Class
DEBIT,43.5,Late delivery,Women's Apparel,Corporate,GA,30281,Golf,33.5944252,-84.12329102,Japón,4758,11/23/2015 14:15,1,50,43.5,Eastern Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/28/2015 14:15,Standard Class
DEBIT,43.5,Late delivery,Women's Apparel,Corporate,FL,33068,Golf,26.21472931,-80.23004913,Australia,8622,2/18/2016 21:40,1,50,43.5,Oceania,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,2/24/2016 21:40,Standard Class
DEBIT,43.5,Late delivery,Women's Apparel,Corporate,NY,11220,Golf,40.6416893,-74.01692963,Australia,11217,2/25/2016 21:50,1,50,43.5,Oceania,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,3/2/2016 21:50,Standard Class
DEBIT,42,Advance shipping,Women's Apparel,Corporate,CA,92026,Golf,33.21853256,-117.1401825,Irán,9902,10/14/2016 7:08,1,50,42,South Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/16/2016 7:08,Standard Class
DEBIT,33.18999863,Advance shipping,Shop By Sport,Corporate,CA,92840,Golf,33.77386475,-118.0264511,Japón,4157,11/6/2015 6:02,1,39.99000168,33.18999863,Eastern Asia,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,11/8/2015 6:02,Standard Class
DEBIT,33.18999863,Advance shipping,Shop By Sport,Corporate,IL,60188,Golf,41.89032745,-88.10657501,China,222,3/2/2016 16:34,1,39.99000168,33.18999863,Eastern Asia,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3/4/2016 16:34,Standard Class
DEBIT,33.18999863,Late delivery,Shop By Sport,Corporate,NY,11237,Golf,40.70238113,-73.91977692,China,11973,2/26/2016 16:45,1,39.99000168,33.18999863,Eastern Asia,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3/2/2016 16:45,Standard Class
DEBIT,41.5,Advance shipping,Women's Apparel,Corporate,CA,95206,Golf,37.98533249,-121.2976837,China,351,3/12/2016 20:03,1,50,41.5,Eastern Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,3/14/2016 20:03,Standard Class
DEBIT,33.18999863,Shipping on time,Shop By Sport,Corporate,KS,67401,Golf,38.77223587,-97.61299133,Nueva Zelanda,10790,3/23/2016 12:30,1,39.99000168,33.18999863,Oceania,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3/27/2016 12:30,Standard Class
DEBIT,41.5,Advance shipping,Women's Apparel,Corporate,DC,20020,Golf,38.85520172,-76.84945679,Vietnam,12007,2/10/2016 10:49,1,50,41.5,Southeast Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,2/12/2016 10:49,Standard Class
DEBIT,32.79000092,Advance shipping,Shop By Sport,Corporate,CA,93030,Golf,34.19039154,-119.177803,Australia,1169,12/31/2015 19:27,1,39.99000168,32.79000092,Oceania,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1/3/2016 19:27,Standard Class
DEBIT,41,Late delivery,Women's Apparel,Corporate,NY,10469,Golf,40.87459183,-73.8528595,Australia,8556,2/4/2016 22:44,1,50,41,Oceania,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,2/9/2016 22:44,Standard Class
DEBIT,41,Advance shipping,Women's Apparel,Corporate,CA,90723,Golf,33.89869309,-118.1745605,Indonesia,1118,1/28/2016 7:30,1,50,41,Southeast Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,1/30/2016 7:30,Standard Class
DEBIT,41,Advance shipping,Women's Apparel,Corporate,MD,21218,Golf,39.32117081,-76.61475372,Irak,5185,11/9/2016 0:06,1,50,41,West Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/12/2016 0:06,Standard Class
DEBIT,40,Shipping on time,Women's Apparel,Corporate,MD,20874,Golf,39.15438461,-77.25584412,China,8714,1/4/2016 21:54,1,50,40,Eastern Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,1/8/2016 21:54,Standard Class
DEBIT,40,Late delivery,Women's Apparel,Corporate,FL,33012,Golf,25.86688042,-80.31456757,Bangladés,8678,1/20/2016 21:53,1,50,40,South Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,1/25/2016 21:53,Standard Class
DEBIT,31.98999977,Advance shipping,Shop By Sport,Corporate,MI,48205,Golf,42.42877197,-82.98252869,Turquía,5511,12/22/2016 3:22,1,39.99000168,31.98999977,West Asia,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,12/25/2016 3:22,Standard Class
DEBIT,37.5,Late delivery,Women's Apparel,Corporate,CA,91402,Golf,37.73804474,-120.9601974,India,8275,1/12/2016 12:47,1,50,37.5,South Asia,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,1/18/2016 12:47,Standard Class
DEBIT,21.98999977,Advance shipping,Trade-In,Corporate,IL,60634,Outdoors,41.939991,-87.78713989,China,7306,1/5/2016 9:28,1,21.98999977,21.98999977,Eastern Asia,COMPLETE,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,1/7/2016 9:28,Standard Class
DEBIT,532.5800171,Advance shipping,Garden,Corporate,NY,10977,Outdoors,41.21263504,-73.81626892,Australia,15539,11/16/2017 19:33,1,532.5800171,532.5800171,Oceania,COMPLETE,1355,Lawn mower,532.5800171,11/18/2017 19:33,Standard Class
DEBIT,47.50999832,Late delivery,Electronics,Corporate,GA,30044,Outdoors,33.94185257,-84.08663178,Australia,5282,12/12/2015 18:57,1,47.99000168,47.50999832,Oceania,COMPLETE,818,Titleist Pro V1x Golf Balls,47.99000168,12/17/2015 18:57,Standard Class
DEBIT,24.48999977,Late delivery,Accessories,Corporate,CA,95127,Outdoors,37.33936691,-121.9212952,China,10172,2/15/2016 23:36,1,24.98999977,24.48999977,Eastern Asia,COMPLETE,897,Team Golf New England Patriots Putter Grip,24.98999977,2/21/2016 23:36,Standard Class
DEBIT,521.9299927,Late delivery,Garden,Corporate,KS,67212,Outdoors,37.69120026,-97.42577362,Corea del Sur,15447,11/15/2017 11:19,1,532.5800171,521.9299927,Eastern Asia,COMPLETE,1355,Lawn mower,532.5800171,11/20/2017 11:19,Standard Class
DEBIT,24.48999977,Advance shipping,Accessories,Corporate,CA,90057,Outdoors,34.06108093,-118.2774735,Afganistán,6635,12/16/2015 14:45,1,24.98999977,24.48999977,South Asia,COMPLETE,885,Team Golf St. Louis Cardinals Putter Grip,24.98999977,12/18/2015 14:45,Standard Class
DEBIT,516.5999756,Advance shipping,Garden,Corporate,CA,91745,Outdoors,33.97114563,-117.9650879,Filipinas,15500,11/16/2017 5:53,1,532.5800171,516.5999756,Southeast Asia,COMPLETE,1355,Lawn mower,532.5800171,11/19/2017 5:53,Standard Class
DEBIT,516.5999756,Advance shipping,Garden,Corporate,CA,94509,Outdoors,38.00168991,-121.8279724,Myanmar (Birmania),15374,11/14/2017 9:44,1,532.5800171,516.5999756,Southeast Asia,COMPLETE,1355,Lawn mower,532.5800171,11/16/2017 9:44,Standard Class
DEBIT,505.9500122,Advance shipping,Garden,Corporate,NV,89110,Outdoors,36.18152618,-115.0874405,China,15660,11/18/2017 13:56,1,532.5800171,505.9500122,Eastern Asia,COMPLETE,1355,Lawn mower,532.5800171,11/21/2017 13:56,Standard Class
DEBIT,505.9500122,Late delivery,Garden,Corporate,OH,43228,Outdoors,39.83797073,-83.28674316,China,15498,11/16/2017 5:11,1,532.5800171,505.9500122,Eastern Asia,COMPLETE,1355,Lawn mower,532.5800171,11/22/2017 5:11,Standard Class
DEBIT,505.9500122,Shipping on time,Garden,Corporate,VA,22192,Outdoors,37.61552048,-77.32396698,China,15606,11/17/2017 19:01,1,532.5800171,505.9500122,Eastern Asia,COMPLETE,1355,Lawn mower,532.5800171,11/21/2017 19:01,Standard Class
DEBIT,505.9500122,Shipping on time,Garden,Corporate,CA,90002,Outdoors,34.13682938,-118.2667618,India,15426,11/15/2017 3:57,1,532.5800171,505.9500122,South Asia,COMPLETE,1355,Lawn mower,532.5800171,11/19/2017 3:57,Standard Class
DEBIT,503.2900085,Advance shipping,Garden,Corporate,NY,14120,Outdoors,43.02910233,-78.87342072,China,18659,1/1/2018 8:37,1,532.5800171,503.2900085,Eastern Asia,COMPLETE,1355,Lawn mower,532.5800171,1/3/2018 8:37,Standard Class
DEBIT,23.62000084,Late delivery,Accessories,Corporate,PA,19124,Outdoors,40.01562119,-75.08410645,Australia,10071,3/15/2016 3:45,1,24.98999977,23.62000084,Oceania,COMPLETE,885,Team Golf St. Louis Cardinals Putter Grip,24.98999977,3/21/2016 3:45,Standard Class
DEBIT,503.2900085,Late delivery,Garden,Corporate,CA,90004,Outdoors,34.09106064,-118.3208466,Australia,15497,11/16/2017 4:50,1,532.5800171,503.2900085,Oceania,COMPLETE,1355,Lawn mower,532.5800171,11/21/2017 4:50,Standard Class
DEBIT,503.2900085,Advance shipping,Garden,Corporate,NY,11520,Outdoors,40.65486527,-73.58707428,Indonesia,15569,11/17/2017 6:03,1,532.5800171,503.2900085,Southeast Asia,COMPLETE,1355,Lawn mower,532.5800171,11/19/2017 6:03,Standard Class
DEBIT,44.63000107,Late delivery,Electronics,Corporate,MI,49201,Outdoors,42.20007706,-84.43824005,China,5429,12/5/2015 10:02,1,47.99000168,44.63000107,Eastern Asia,COMPLETE,818,Titleist Pro V1x Golf Balls,47.99000168,12/10/2015 10:02,Standard Class
DEBIT,23.23999977,Shipping on time,Accessories,Corporate,CA,91762,Outdoors,34.06832504,-117.6557541,Irak,6422,9/17/2016 4:12,1,24.98999977,23.23999977,West Asia,COMPLETE,886,Team Golf San Francisco Giants Putter Grip,24.98999977,9/21/2016 4:12,Standard Class
DEBIT,484.6499939,Advance shipping,Garden,Corporate,KS,66062,Outdoors,38.89456177,-94.77796173,Australia,15675,11/18/2017 19:11,1,532.5800171,484.6499939,Oceania,COMPLETE,1355,Lawn mower,532.5800171,11/21/2017 19:11,Standard Class
DEBIT,479.3200073,Late delivery,Garden,Corporate,TX,75216,Outdoors,32.71627045,-96.76869202,Corea del Sur,15458,11/15/2017 15:10,1,532.5800171,479.3200073,Eastern Asia,COMPLETE,1355,Lawn mower,532.5800171,11/21/2017 15:10,Standard Class
DEBIT,468.6700134,Late delivery,Garden,Corporate,NY,11354,Outdoors,40.76358032,-73.83003998,Corea del Sur,15457,11/15/2017 14:49,1,532.5800171,468.6700134,Eastern Asia,COMPLETE,1355,Lawn mower,532.5800171,11/20/2017 14:49,Standard Class
DEBIT,468.6700134,Late delivery,Garden,Corporate,TX,78130,Outdoors,29.73966026,-98.10388947,China,15367,11/14/2017 7:17,1,532.5800171,468.6700134,Eastern Asia,COMPLETE,1355,Lawn mower,532.5800171,11/19/2017 7:17,Standard Class
DEBIT,28.14999962,Advance shipping,Electronics,Corporate,NY,10312,Outdoors,40.54027557,-74.16858673,Australia,10008,10/31/2015 10:15,1,31.98999977,28.14999962,Oceania,COMPLETE,828,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,11/3/2015 10:15,Standard Class
DEBIT,468.6700134,Advance shipping,Garden,Corporate,CA,94087,Outdoors,39.16856766,-121.0644913,Australia,15475,11/15/2017 21:07,1,532.5800171,468.6700134,Oceania,COMPLETE,1355,Lawn mower,532.5800171,11/18/2017 21:07,Standard Class
DEBIT,14.0699997,Shipping on time,Trade-In,Corporate,IL,60804,Outdoors,41.86019898,-87.76747131,Irak,8264,8/27/2016 3:42,1,15.98999977,14.0699997,West Asia,COMPLETE,926,Glove It Imperial Golf Towel,15.98999977,8/31/2016 3:42,Standard Class
DEBIT,21.73999977,Late delivery,Accessories,Corporate,OR,97405,Outdoors,44.0263443,-123.0935287,Australia,4200,10/29/2015 23:55,1,24.98999977,21.73999977,Oceania,COMPLETE,897,Team Golf New England Patriots Putter Grip,24.98999977,11/3/2015 23:55,Standard Class
DEBIT,44.18999863,Shipping on time,Electronics,Corporate,NC,27511,Outdoors,35.76636124,-78.78697205,Turquía,11063,9/28/2016 23:59,1,51.99000168,44.18999863,West Asia,COMPLETE,821,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,10/2/2016 23:59,Standard Class
DEBIT,447.3699951,Advance shipping,Garden,Corporate,CA,90220,Outdoors,33.89582443,-118.2425995,Corea del Sur,15490,11/16/2017 2:23,1,532.5800171,447.3699951,Eastern Asia,COMPLETE,1355,Lawn mower,532.5800171,11/19/2017 2:23,Standard Class
DEBIT,447.3699951,Advance shipping,Garden,Corporate,MN,55124,Outdoors,44.72552109,-93.20613098,Australia,15364,11/14/2017 6:14,1,532.5800171,447.3699951,Oceania,COMPLETE,1355,Lawn mower,532.5800171,11/16/2017 6:14,Standard Class
DEBIT,13.43000031,Advance shipping,Trade-In,Corporate,FL,33594,Outdoors,27.9327755,-82.22817993,India,3993,12/31/2015 21:12,1,15.98999977,13.43000031,South Asia,COMPLETE,926,Glove It Imperial Golf Towel,15.98999977,1/3/2016 21:12,Standard Class
DEBIT,40.31000137,Advance shipping,Electronics,Corporate,CA,90262,Outdoors,36.9442215,-121.7960129,Irak,3148,1/12/2017 17:52,1,47.99000168,40.31000137,West Asia,COMPLETE,822,Titleist Pro V1x High Numbers Golf Balls,47.99000168,1/15/2017 17:52,Standard Class
DEBIT,442.0400085,Advance shipping,Garden,Corporate,WA,98031,Outdoors,47.39371109,-122.2228317,Corea del Sur,15489,11/16/2017 2:02,1,532.5800171,442.0400085,Eastern Asia,COMPLETE,1355,Lawn mower,532.5800171,11/18/2017 2:02,Standard Class
DEBIT,20.73999977,Advance shipping,Accessories,Corporate,CA,92653,Outdoors,33.61217499,-117.7096787,Nueva Zelanda,9514,3/26/2016 15:29,1,24.98999977,20.73999977,Oceania,COMPLETE,897,Team Golf New England Patriots Putter Grip,24.98999977,3/29/2016 15:29,Standard Class
DEBIT,442.0400085,Advance shipping,Garden,Corporate,AZ,85282,Outdoors,33.40329361,-111.9140549,Tailandia,18669,1/1/2018 12:07,1,532.5800171,442.0400085,Southeast Asia,COMPLETE,1355,Lawn mower,532.5800171,1/3/2018 12:07,Standard Class
DEBIT,16.59000015,Advance shipping,Golf Balls,Corporate,MI,48213,Outdoors,42.3205452,-83.08823395,Irak,296,10/22/2016 9:56,1,19.98999977,16.59000015,West Asia,COMPLETE,810,Glove It Women's Mod Oval Golf Glove,19.98999977,10/25/2016 9:56,Standard Class
DEBIT,436.7200012,Late delivery,Garden,Corporate,CA,90034,Outdoors,34.02927399,-118.4060135,Sri Lanka,18722,1/2/2018 6:41,1,532.5800171,436.7200012,South Asia,COMPLETE,1355,Lawn mower,532.5800171,1/7/2018 6:41,Standard Class
DEBIT,19.98999977,Shipping on time,Accessories,Corporate,NY,14215,Outdoors,42.94129181,-78.80055237,Japón,7643,11/20/2015 22:50,1,24.98999977,19.98999977,Eastern Asia,COMPLETE,893,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,11/24/2015 22:50,Standard Class
DEBIT,15.98999977,Advance shipping,Golf Balls,Corporate,CA,93436,Outdoors,34.6125679,-120.4261932,Australia,6083,1/14/2016 2:16,1,19.98999977,15.98999977,Oceania,COMPLETE,804,Glove It Women's Imperial Golf Glove,19.98999977,1/17/2016 2:16,Standard Class
DEBIT,12.78999996,Advance shipping,Trade-In,Corporate,VA,23503,Outdoors,36.94371414,-76.25325012,Australia,8772,12/19/2015 18:25,1,15.98999977,12.78999996,Oceania,COMPLETE,924,Glove It Urban Brick Golf Towel,15.98999977,12/22/2015 18:25,Standard Class
DEBIT,399.980011,Late delivery,Fishing,Corporate,CA,92802,Fan Shop,33.81289673,-117.9363785,China,10666,10/28/2015 14:59,1,399.980011,399.980011,Eastern Asia,COMPLETE,1004,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,11/3/2015 14:59,Standard Class
DEBIT,399.980011,Late delivery,Fishing,Corporate,MA,2151,Fan Shop,42.46273804,-70.94213104,Australia,496,12/19/2015 3:42,1,399.980011,399.980011,Oceania,COMPLETE,1004,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,12/25/2015 3:42,Standard Class
DEBIT,299.980011,Late delivery,Camping & Hiking,Corporate,CA,91764,Fan Shop,34.07656479,-117.61409,Filipinas,4298,1/26/2016 4:00,1,299.980011,299.980011,Southeast Asia,COMPLETE,957,Diamondback Women's Serene Classic Comfort Bi,299.980011,1/31/2016 4:00,Standard Class
DEBIT,399.980011,Advance shipping,Fishing,Corporate,CA,92410,Fan Shop,34.11592865,-117.2950821,Filipinas,3396,1/5/2016 19:58,1,399.980011,399.980011,Southeast Asia,COMPLETE,1004,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,1/7/2016 19:58,Standard Class
DEBIT,399.980011,Advance shipping,Fishing,Corporate,IL,60609,Fan Shop,41.89551926,-87.71821594,Tailandia,7705,1/1/2016 2:28,1,399.980011,399.980011,Southeast Asia,COMPLETE,1004,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,1/4/2016 2:28,Standard Class
DEBIT,299.980011,Late delivery,Camping & Hiking,Corporate,CA,91790,Fan Shop,34.06787491,-117.9273758,Turquía,11797,11/25/2016 20:02,1,299.980011,299.980011,West Asia,COMPLETE,957,Diamondback Women's Serene Classic Comfort Bi,299.980011,12/1/2016 20:02,Standard Class
TRANSFER,83,Shipping on time,Women's Apparel,Corporate,GA,30907,Golf,33.52104187,-82.04935455,India,8996,3/2/2016 6:45,2,100,83,South Asia,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,3/6/2016 6:45,Standard Class
TRANSFER,63.97999954,Advance shipping,Shop By Sport,Corporate,OH,43081,Golf,40.11835098,-82.92810822,Australia,2383,11/8/2015 14:06,2,79.98000336,63.97999954,Oceania,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,11/10/2015 14:06,Standard Class
TRANSFER,37.97999954,Late delivery,Golf Balls,Corporate,TN,38018,Outdoors,35.16332626,-89.81238556,Australia,4120,11/16/2015 7:05,2,39.97999954,37.97999954,Oceania,PROCESSING,804,Glove It Women's Imperial Golf Glove,19.98999977,11/21/2015 7:05,Standard Class
TRANSFER,47.47999954,Late delivery,Accessories,Corporate,OH,44109,Outdoors,41.41943359,-81.68500519,Filipinas,11252,12/9/2015 12:08,2,49.97999954,47.47999954,Southeast Asia,PROCESSING,893,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,12/14/2015 12:08,Standard Class
TRANSFER,94.62000275,Shipping on time,Electronics,Corporate,NV,89030,Outdoors,36.19946671,-115.1088638,India,1394,12/10/2015 12:18,2,103.9800034,94.62000275,South Asia,PROCESSING,823,Titleist Pro V1x High Numbers Personalized Go,51.99000168,12/14/2015 12:18,Standard Class
TRANSFER,35.97999954,Late delivery,Golf Balls,Corporate,NY,12550,Outdoors,41.50205994,-74.01177216,Indonesia,5934,12/30/2015 16:29,2,39.97999954,35.97999954,Southeast Asia,PROCESSING,810,Glove It Women's Mod Oval Golf Glove,19.98999977,1/5/2016 16:29,Standard Class
TRANSFER,37.38000107,Advance shipping,Trade-In,Corporate,IL,60623,Outdoors,41.89579392,-87.68901062,Vietnam,3352,1/1/2016 3:52,2,43.97999954,37.38000107,Southeast Asia,PROCESSING,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,1/3/2016 3:52,Standard Class
TRANSFER,36.93999863,Late delivery,Trade-In,Corporate,CA,92504,Outdoors,33.96971512,-117.3822708,Turquía,11977,9/7/2016 8:04,2,43.97999954,36.93999863,West Asia,PROCESSING,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,9/12/2016 8:04,Standard Class
TRANSFER,39.97999954,Shipping on time,Accessories,Corporate,CO,80110,Outdoors,39.62960815,-104.9947433,Australia,1801,3/24/2016 7:46,2,49.97999954,39.97999954,Oceania,PROCESSING,906,Team Golf Tennessee Volunteers Putter Grip,24.98999977,3/28/2016 7:46,Standard Class
TRANSFER,25.57999992,Shipping on time,Trade-In,Corporate,HI,96822,Outdoors,21.30562019,-157.8386993,Australia,3567,3/4/2016 9:33,2,31.97999954,25.57999992,Oceania,PROCESSING,924,Glove It Urban Brick Golf Towel,15.98999977,3/8/2016 9:33,Standard Class
TRANSFER,57.59999847,Shipping canceled,Cardio Equipment,Corporate,IL,60506,Footwear,39.70932007,-104.8145828,Irán,5614,10/3/2016 20:38,2,60,57.59999847,South Asia,SUSPECTED_FRAUD,172,Nike Women's Tempo Shorts,30,10/5/2016 20:38,Standard Class
TRANSFER,175.9799957,Shipping canceled,Cardio Equipment,Corporate,NJ,8901,Footwear,40.48884964,-74.44367218,Australia,5819,2/24/2016 6:56,2,199.9799957,175.9799957,Oceania,SUSPECTED_FRAUD,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,2/29/2016 6:56,Standard Class
TRANSFER,100.7799988,Shipping canceled,Cleats,Corporate,OH,43230,Apparel,40.69503403,-82.10860443,China,6223,11/30/2015 9:31,2,119.9800034,100.7799988,Eastern Asia,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,12/6/2015 9:31,Standard Class
TRANSFER,95,Shipping canceled,Women's Apparel,Corporate,MI,48180,Golf,42.55255508,-83.0960846,Indonesia,9674,11/10/2015 14:27,2,100,95,Southeast Asia,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/15/2015 14:27,Standard Class
TRANSFER,67.98000336,Shipping canceled,Shop By Sport,Corporate,OH,45238,Golf,39.36315537,-84.3911438,Indonesia,11957,1/19/2016 19:15,2,79.98000336,67.98000336,Southeast Asia,SUSPECTED_FRAUD,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1/23/2016 19:15,Standard Class
TRANSFER,40.97999954,Shipping canceled,Accessories,Corporate,CA,93307,Outdoors,35.31053162,-119.0147934,China,2153,2/28/2016 3:26,2,49.97999954,40.97999954,Eastern Asia,SUSPECTED_FRAUD,893,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,3/3/2016 3:26,Standard Class
TRANSFER,109.1800003,Shipping canceled,Cleats,Corporate,CA,92129,Apparel,32.95711899,-117.106163,Estados Unidos,6736,6/17/2016 11:41,2,119.9800034,109.1800003,South of  USA ,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/20/2016 11:41,Standard Class
