Sales per customer,Delivery Status,Customer Zipcode,Order Country
299.9899902,Advance shipping,91352,India
224.9900055,Shipping on time,79907,Indonesia
224.9900055,Advance shipping,23455,Indonesia
299.9899902,Shipping on time,92833,Filipinas
224.9900055,Advance shipping,80918,Turquía
30.45999908,Advance shipping,75080,Australia
29.84000015,Late delivery,85282,Australia
28.28000069,Late delivery,8854,India
260.6499939,Advance shipping,38128,Corea del Sur
164.3800049,Advance shipping,89030,Australia
258.0400085,Late delivery,65203,India
39.34999847,Shipping on time,19139,India
11.06000042,Late delivery,89103,Australia
161.0899963,Late delivery,89103,Australia
38.95999908,Advance shipping,92646,Australia
255.4400024,Late delivery,84084,India
255.4400024,Shipping on time,23322,India
38.95999908,Advance shipping,60126,India
38.95999908,Late delivery,78586,Pakistán
38.95999908,Late delivery,27514,Indonesia
38.56000137,Advance shipping,90706,Indonesia
38.15999985,Late delivery,79907,Corea del Sur
250.2200012,Late delivery,58103,Australia
38.15999985,Advance shipping,29720,Australia
250.2200012,Shipping on time,97006,India
250.2200012,Late delivery,60085,Indonesia
38.15999985,Shipping on time,90006,Indonesia
156.1600037,Advance shipping,93550,Indonesia
156.1600037,Advance shipping,19702,Malasia
246.3099976,Shipping on time,65807,China
155.3399963,Late delivery,94583,Australia
37.56000137,Late delivery,77840,India
246.3099976,Late delivery,92833,Filipinas
152.8699951,Shipping on time,48219,China
36.97000122,Shipping on time,48203,Australia
36.16999817,Late delivery,2151,Australia
10.27000046,Late delivery,90004,Filipinas
149.5899963,Advance shipping,84119,Filipinas
237.1900024,Late delivery,32822,Indonesia
36.16999817,Late delivery,92020,Filipinas
226.7700043,Advance shipping,11219,Japón
226.7700043,Late delivery,19145,India
139.7200012,Advance shipping,93304,China
9.600000381,Late delivery,89015,Australia
218.9499969,Late delivery,87111,China
138.0800018,Late delivery,10460,Australia
138.0800018,Shipping on time,22192,Australia
218.9499969,Shipping on time,85040,Indonesia
33.38999939,Shipping on time,93117,Filipinas
33.38999939,Advance shipping,7105,Malasia
9.369999886,Shipping on time,89103,China
9.369999886,Late delivery,19702,Australia
136.4400024,Late delivery,90004,Tailandia
134.7899933,Late delivery,60426,China
32.59999847,Late delivery,95758,Japón
32.59999847,Late delivery,78666,China
134.7899933,Advance shipping,10128,Australia
32.59999847,Late delivery,10472,Australia
31.79999924,Late delivery,90703,India
31.79999924,Advance shipping,11236,India
31.79999924,Advance shipping,85282,Indonesia
123.2900009,Advance shipping,13760,India
195.4900055,Shipping on time,20906,India
29.80999947,Advance shipping,94539,Afganistán
29.80999947,Advance shipping,70065,Indonesia
29.80999947,Advance shipping,19104,Filipinas
82.70999908,Late delivery,2124,Australia
81.01999664,Advance shipping,91801,Australia
63.29999924,Advance shipping,75217,Indonesia
44.09000015,Late delivery,93727,Australia
49.18999863,Advance shipping,89110,Indonesia
99.98999786,Advance shipping,19145,Afganistán
27.70999908,Advance shipping,11216,Filipinas
97.98999786,Advance shipping,43230,Irak
30.70999908,Late delivery,29720,Turquía
94.48999786,Late delivery,10009,Australia
92.98999786,Shipping on time,77015,India
87.98999786,Advance shipping,20906,Australia
79.98999786,Advance shipping,20744,Australia
129.9900055,Shipping on time,90007,Australia
129.9900055,Advance shipping,11419,India
129.9900055,Late delivery,90804,Filipinas
128.6900024,Advance shipping,78040,Australia
353.5299988,Late delivery,90037,Filipinas
128.6900024,Shipping on time,91910,Indonesia
128.6900024,Late delivery,75067,Indonesia
127.3899994,Advance shipping,78040,Australia
127.3899994,Shipping on time,91910,Indonesia
127.3899994,Late delivery,11373,Indonesia
127.3899994,Late delivery,75067,Indonesia
126.0899963,Advance shipping,22192,Australia
124.7900009,Advance shipping,65203,Indonesia
123.4899979,Advance shipping,65203,Indonesia
120.8899994,Advance shipping,6902,Irán
118.2900009,Late delivery,23320,China
54.59000015,Advance shipping,90042,India
118.2900009,Late delivery,92692,India
118.2900009,Late delivery,94539,Tailandia
116.9899979,Shipping on time,32792,Australia
53.99000168,Advance shipping,19145,Afganistán
116.9899979,Advance shipping,93063,India
116.9899979,Late delivery,92692,India
194.2400055,Late delivery,95148,Indonesia
114.3899994,Late delivery,93727,Australia
114.3899994,Shipping on time,92509,Indonesia
113.0899963,Late delivery,92111,Corea del Sur
187.7599945,Shipping on time,90630,China
113.0899963,Late delivery,19131,India
52.18999863,Late delivery,94539,Tailandia
110.4899979,Late delivery,95822,China
110.4899979,Advance shipping,93905,Australia
110.4899979,Late delivery,92804,Myanmar (Birmania)
109.1900024,Late delivery,95822,China
177.1100006,Shipping on time,11237,Filipinas
106.5899963,Advance shipping,17055,China
49.18999863,Shipping on time,77015,India
106.5899963,Late delivery,94538,Irak
103.9899979,Advance shipping,23320,Australia
97.48999786,Shipping on time,11385,China
97.48999786,Shipping on time,90007,Australia
97.48999786,Late delivery,95020,Australia
97.48999786,Late delivery,33312,India
44.99000168,Shipping on time,60050,Vietnam
97.48999786,Late delivery,90804,Filipinas
97.48999786,Late delivery,94536,Filipinas
39.59000015,Advance shipping,20906,Australia
48,Advance shipping,96744,Australia
45.5,Advance shipping,33324,India
41.5,Shipping on time,90723,Vietnam
40,Advance shipping,78040,Australia
484.6499939,Advance shipping,95076,India
479.3200073,Late delivery,33313,Australia
22.48999977,Advance shipping,65203,Indonesia
447.3699951,Shipping on time,6457,Australia
40.31000137,Late delivery,60622,India
26.22999954,Late delivery,60622,India
399.4400024,Shipping on time,6040,Australia
299.980011,Shipping on time,60050,Vietnam
293.980011,Advance shipping,90706,China
391.980011,Late delivery,60506,India
391.980011,Late delivery,75067,Indonesia
387.980011,Advance shipping,11218,Australia
387.980011,Advance shipping,92071,Indonesia
287.980011,Advance shipping,11419,India
383.980011,Advance shipping,48858,Malasia
284.980011,Advance shipping,11419,India
284.980011,Late delivery,55106,Indonesia
379.980011,Advance shipping,89110,Indonesia
371.980011,Advance shipping,17055,China
278.980011,Late delivery,33312,India
371.980011,Shipping on time,60641,Indonesia
272.980011,Late delivery,95822,China
272.980011,Late delivery,96744,Australia
272.980011,Advance shipping,90011,Irán
272.980011,Shipping on time,60641,Indonesia
269.980011,Late delivery,85345,Turkmenistán
269.980011,Late delivery,96744,Australia
269.980011,Late delivery,10009,Australia
269.980011,Shipping on time,60641,Indonesia
263.980011,Late delivery,85345,Turkmenistán
351.980011,Late delivery,85281,Australia
351.980011,Late delivery,92345,Australia
260.980011,Late delivery,27502,Filipinas
260.980011,Shipping on time,78572,Arabia Saudí
254.9799957,Advance shipping,11218,Australia
335.980011,Late delivery,93727,Australia
251.9799957,Late delivery,60506,India
248.9799957,Shipping on time,78501,Irán
327.980011,Late delivery,95020,Australia
239.9799957,Late delivery,92392,Indonesia
224.9900055,Advance shipping,17055,China
224.9900055,Shipping on time,90024,Pakistán
39.34999847,Shipping on time,80010,India
39.34999847,Late delivery,48823,Indonesia
157.8000031,Late delivery,93304,Australia
144.6499939,Advance shipping,80906,Filipinas
143.0099945,Late delivery,14580,Australia
143.0099945,Late delivery,92703,Malasia
9.600000381,Advance shipping,90004,Australia
136.4400024,Shipping on time,7305,Australia
32.99000168,Late delivery,30281,Australia
131.5,Shipping on time,32308,Australia
21.73999977,Shipping on time,95112,Estados Unidos
98.98999786,Shipping on time,78223,Estados Unidos
97.98999786,Advance shipping,78586,Estados Unidos
96.98999786,Late delivery,11203,Estados Unidos
95.98999786,Shipping on time,10003,Estados Unidos
95.98999786,Late delivery,27330,Estados Unidos
95.98999786,Late delivery,60649,Estados Unidos
94.48999786,Late delivery,38018,Estados Unidos
90.98999786,Advance shipping,92504,Estados Unidos
40.93999863,Advance shipping,90247,Estados Unidos
89.98999786,Late delivery,97402,Estados Unidos
239.9600067,Advance shipping,78550,Portugal
239.9600067,Shipping on time,95350,Francia
224.9600067,Late delivery,30022,España
224.9600067,Advance shipping,63129,España
224.9600067,Late delivery,10031,Francia
250,Advance shipping,92009,Italia
250,Late delivery,93702,Italia
250,Late delivery,89121,Italia
245,Shipping on time,27858,Rusia
242.5,Advance shipping,93065,Alemania
242.5,Advance shipping,60148,Alemania
191.9499969,Late delivery,19134,Italia
236.25,Late delivery,19134,Italia
236.25,Shipping on time,85009,Francia
232.5,Late delivery,11210,Reino Unido
185.9499969,Shipping on time,90011,Alemania
232.5,Shipping on time,85009,Francia
232.5,Shipping on time,84010,Países Bajos
181.9499969,Late delivery,92553,Reino Unido
179.9600067,Shipping on time,27858,Rusia
175.9600067,Advance shipping,13760,España
220,Shipping on time,95350,Francia
167.9600067,Advance shipping,45601,Francia
165.9600067,Late delivery,94501,Irlanda
205,Late delivery,94087,Francia
159.9600067,Shipping on time,93306,Reino Unido
200,Late delivery,70570,Italia
187.5,Late delivery,6902,Francia
187.5,Advance shipping,45601,Francia
159.9499969,Advance shipping,92691,España
119.9499969,Late delivery,63033,Alemania
104.9599991,Late delivery,93702,Italia
103.7099991,Advance shipping,21218,Italia
59.95999908,Late delivery,12180,Ucrania
379.9500122,Late delivery,11385,México
377.9500122,Shipping on time,91762,Panamá
359.9599915,Late delivery,20009,Ecuador
351.9599915,Advance shipping,10031,México
335.9599915,Advance shipping,62301,México
331.9599915,Late delivery,89110,Brasil
224.9600067,Advance shipping,90011,Guatemala
131.2100067,Late delivery,33125,Chile
499.9500122,Late delivery,70117,México
499.9500122,Advance shipping,11226,Guatemala
499.9500122,Late delivery,17602,Perú
494.9500122,Late delivery,75061,República Dominicana
494.9500122,Advance shipping,65203,El Salvador
494.9500122,Shipping on time,63031,Nicaragua
489.9500122,Late delivery,11230,República Dominicana
489.9500122,Late delivery,92653,Honduras
489.9500122,Shipping on time,33176,México
489.9500122,Late delivery,47906,Nicaragua
489.9500122,Advance shipping,7093,México
489.9500122,Advance shipping,22192,El Salvador
484.9500122,Late delivery,92653,Honduras
484.9500122,Shipping on time,95127,Guatemala
484.9500122,Late delivery,95111,El Salvador
484.9500122,Advance shipping,47150,Brasil
479.9500122,Advance shipping,48098,República Dominicana
479.9500122,Late delivery,38128,México
479.9500122,Advance shipping,95076,Chile
479.9500122,Late delivery,19382,Colombia
474.9500122,Shipping on time,21401,Guatemala
474.9500122,Advance shipping,14850,Guatemala
474.9500122,Advance shipping,60616,Argentina
472.4500122,Shipping on time,25401,Cuba
472.4500122,Late delivery,95051,Honduras
165.3300018,Late delivery,32225,Honduras
464.9500122,Advance shipping,11746,República Dominicana
464.9500122,Advance shipping,97470,Cuba
464.9500122,Late delivery,11229,Panamá
454.9500122,Late delivery,91789,Nicaragua
454.9500122,Advance shipping,75006,Guatemala
145.5500031,Shipping on time,43229,El Salvador
449.9599915,Late delivery,32225,Honduras
449.9599915,Late delivery,75149,El Salvador
449.9599915,Shipping on time,8021,Brasil
439.9599915,Advance shipping,33015,Honduras
439.9599915,Late delivery,29223,Guatemala
123.1600037,Advance shipping,17013,Nicaragua
434.9599915,Late delivery,76201,Cuba
434.9599915,Late delivery,58501,El Salvador
434.9599915,Advance shipping,38128,Honduras
434.9599915,Advance shipping,32244,Brasil
434.9599915,Advance shipping,62040,Venezuela
424.9599915,Shipping on time,92346,Trinidad y Tobago
424.9599915,Advance shipping,78521,México
127.5,Late delivery,30281,Brasil
419.9599915,Advance shipping,70117,Cuba
419.9599915,Shipping on time,75240,México
419.9599915,Advance shipping,92346,Colombia
419.9599915,Advance shipping,2124,Venezuela
414.9599915,Advance shipping,30083,Cuba
186.7100067,Late delivery,85035,Guatemala
414.9599915,Shipping on time,89121,Colombia
186.7100067,Late delivery,92114,Argentina
116.1600037,Late delivery,14150,Colombia
145.2100067,Late delivery,72401,Brasil
409.9599915,Late delivery,94544,México
409.9599915,Advance shipping,10032,México
114.7600021,Advance shipping,91405,México
409.9599915,Advance shipping,77450,Brasil
399.9599915,Late delivery,45140,República Dominicana
120,Shipping on time,77093,República Dominicana
399.9599915,Advance shipping,92840,México
399.9599915,Late delivery,2860,El Salvador
139.9600067,Advance shipping,30906,Guatemala
399.9599915,Advance shipping,92592,Brasil
299.9500122,Advance shipping,60477,República Dominicana
299.9500122,Shipping on time,93033,México
299.9500122,Advance shipping,33064,Panamá
299.9500122,Advance shipping,47906,Guatemala
299.9500122,Late delivery,78596,Brasil
299.9500122,Late delivery,84118,Brasil
296.9500122,Shipping on time,85281,México
296.9500122,Late delivery,48126,El Salvador
296.9500122,Shipping on time,11419,México
296.9500122,Late delivery,78040,El Salvador
296.9500122,Late delivery,11434,Brasil
296.9500122,Late delivery,77015,Argentina
296.9500122,Advance shipping,53511,Argentina
293.9500122,Advance shipping,58103,Haití
293.9500122,Advance shipping,85746,Honduras
293.9500122,Shipping on time,21401,Guatemala
293.9500122,Advance shipping,17603,Guatemala
293.9500122,Advance shipping,75067,Honduras
293.9500122,Advance shipping,23464,México
293.9500122,Shipping on time,60647,Brasil
293.9500122,Late delivery,79924,Uruguay
290.9500122,Late delivery,92407,República Dominicana
290.9500122,Advance shipping,94109,República Dominicana
290.9500122,Shipping on time,19140,Brasil
287.9500122,Advance shipping,33065,República Dominicana
287.9500122,Advance shipping,92129,México
287.9500122,Late delivery,60453,Honduras
287.9500122,Advance shipping,2124,México
287.9500122,Late delivery,90003,Brasil
287.9500122,Shipping on time,60643,Brasil
287.9500122,Advance shipping,10031,Brasil
287.9500122,Advance shipping,22192,Chile
284.9500122,Advance shipping,92507,Panamá
284.9500122,Advance shipping,21222,México
284.9500122,Advance shipping,87124,Honduras
284.9500122,Advance shipping,89123,Guatemala
284.9500122,Advance shipping,77015,Guatemala
284.9500122,Late delivery,7960,Uruguay
283.4500122,Late delivery,85364,Nicaragua
283.4500122,Late delivery,92653,Honduras
283.4500122,Advance shipping,60123,Guatemala
283.4500122,Shipping on time,48224,México
283.4500122,Advance shipping,89123,Guatemala
283.4500122,Advance shipping,77840,Guatemala
283.4500122,Advance shipping,13440,Brasil
283.4500122,Advance shipping,43081,Brasil
283.4500122,Late delivery,29223,Argentina
278.9500122,Advance shipping,93003,Cuba
278.9500122,Shipping on time,85301,Panamá
278.9500122,Advance shipping,27502,México
278.9500122,Advance shipping,78250,El Salvador
278.9500122,Advance shipping,88201,Perú
272.9500122,Shipping on time,11375,Barbados
272.9500122,Advance shipping,89110,México
272.9500122,Late delivery,90043,Brasil
269.9599915,Advance shipping,30331,México
269.9599915,Advance shipping,10031,México
269.9599915,Shipping on time,92705,Brasil
263.9599915,Late delivery,15642,República Dominicana
263.9599915,Advance shipping,85254,Guatemala
263.9599915,Late delivery,93611,México
263.9599915,Shipping on time,33175,El Salvador
263.9599915,Advance shipping,80918,Colombia
260.9599915,Advance shipping,92026,Nicaragua
260.9599915,Advance shipping,46307,México
254.9600067,Shipping on time,93306,Brasil
254.9600067,Advance shipping,11201,Brasil
254.9600067,Advance shipping,77036,Argentina
251.9600067,Late delivery,90638,El Salvador
251.9600067,Advance shipping,93905,México
251.9600067,Shipping on time,43229,El Salvador
251.9600067,Advance shipping,79912,Brasil
248.9600067,Shipping on time,33021,República Dominicana
248.9600067,Late delivery,10452,Cuba
248.9600067,Shipping on time,19149,Guadalupe
248.9600067,Late delivery,47906,Nicaragua
248.9600067,Late delivery,73505,México
248.9600067,Late delivery,60477,Argentina
248.9600067,Advance shipping,40214,Perú
245.9600067,Late delivery,60004,Cuba
245.9600067,Advance shipping,93306,México
245.9600067,Shipping on time,94109,El Salvador
245.9600067,Late delivery,58501,El Salvador
245.9600067,Late delivery,27502,Brasil
239.9600067,Late delivery,33624,México
239.9600067,Late delivery,90813,Brasil
224.9600067,Late delivery,80906,México
224.9600067,Shipping on time,60625,Honduras
224.9600067,Late delivery,11210,México
224.9600067,Late delivery,94109,Brasil
250,Shipping on time,32822,República Dominicana
199.9499969,Advance shipping,92026,Panamá
199.9499969,Advance shipping,28314,El Salvador
199.9499969,Advance shipping,10463,Nicaragua
250,Late delivery,80631,Nicaragua
250,Shipping on time,33023,México
250,Advance shipping,23452,México
199.9499969,Late delivery,85282,Ecuador
199.9499969,Late delivery,70117,Venezuela
250,Shipping on time,60641,Argentina
250,Advance shipping,53704,Brasil
148.5,Advance shipping,85033,México
197.9499969,Advance shipping,45601,México
247.5,Late delivery,73505,México
247.5,Advance shipping,84120,Nicaragua
197.9499969,Shipping on time,6457,Brasil
247.5,Late delivery,22204,Argentina
195.9499969,Advance shipping,20009,México
245,Advance shipping,80631,El Salvador
245,Late delivery,6460,El Salvador
245,Late delivery,90027,Brasil
245,Shipping on time,83642,Perú
245,Shipping on time,60103,Brasil
245,Advance shipping,47150,Brasil
245,Advance shipping,37130,Brasil
245,Late delivery,22204,Argentina
339.5,Advance shipping,93003,Cuba
193.9499969,Late delivery,10467,México
242.5,Advance shipping,85009,El Salvador
242.5,Late delivery,95206,Honduras
242.5,Advance shipping,61265,Guatemala
242.5,Advance shipping,48238,México
193.9499969,Late delivery,60630,Brasil
193.9499969,Shipping on time,89502,Brasil
193.9499969,Advance shipping,37130,Brasil
193.9499969,Late delivery,79924,Uruguay
191.9499969,Late delivery,7055,Trinidad y Tobago
191.9499969,Late delivery,91306,Honduras
240,Shipping on time,94501,México
240,Advance shipping,47150,México
240,Shipping on time,14215,Honduras
240,Shipping on time,93308,Brasil
240,Late delivery,2151,Brasil
189.9499969,Shipping on time,90016,México
237.5,Advance shipping,91335,El Salvador
237.5,Advance shipping,11103,El Salvador
237.5,Advance shipping,2895,Guatemala
237.5,Late delivery,78046,Honduras
189.9499969,Advance shipping,95608,Brasil
189.9499969,Advance shipping,95116,Brasil
189.9499969,Advance shipping,2124,Venezuela
237.5,Late delivery,85282,Ecuador
237.5,Advance shipping,65807,Colombia
237.5,Late delivery,29720,Brasil
118.1299973,Late delivery,11230,República Dominicana
188.9499969,Late delivery,10016,México
188.9499969,Shipping on time,22003,Honduras
236.25,Late delivery,92653,Honduras
236.25,Late delivery,11235,El Salvador
236.25,Late delivery,43228,Honduras
236.25,Advance shipping,78521,México
236.25,Late delivery,78046,Honduras
188.9499969,Shipping on time,60103,Brasil
236.25,Advance shipping,98037,Argentina
232.5,Late delivery,11756,El Salvador
185.9499969,Late delivery,91745,Brasil
181.9499969,Late delivery,45140,República Dominicana
227.5,Advance shipping,30331,México
227.5,Shipping on time,7470,México
227.5,Late delivery,43701,El Salvador
227.5,Advance shipping,60025,Brasil
227.5,Late delivery,79924,Uruguay
225,Shipping on time,78501,República Dominicana
179.9600067,Advance shipping,33015,Honduras
135,Shipping on time,91335,Honduras
179.9600067,Advance shipping,70003,México
225,Late delivery,90016,México
135,Shipping on time,93306,Brasil
179.9600067,Late delivery,11374,Brasil
175.9600067,Late delivery,93033,Nicaragua
175.9600067,Advance shipping,33016,México
175.9600067,Advance shipping,29445,México
220,Shipping on time,20002,México
173.9600067,Shipping on time,33624,México
217.5,Shipping on time,20002,México
217.5,Advance shipping,30067,México
212.5,Late delivery,58501,El Salvador
167.9600067,Shipping on time,60506,República Dominicana
167.9600067,Late delivery,60618,Cuba
210,Late delivery,60618,Cuba
167.9600067,Late delivery,95008,Honduras
167.9600067,Late delivery,29223,Guatemala
167.9600067,Advance shipping,23464,El Salvador
210,Advance shipping,92691,Panamá
167.9600067,Late delivery,94109,Brasil
167.9600067,Late delivery,60188,Brasil
167.9600067,Advance shipping,63031,Bolivia
210,Late delivery,11434,Brasil
210,Advance shipping,13440,Brasil
207.5,Advance shipping,38127,República Dominicana
165.9600067,Shipping on time,93702,México
207.5,Late delivery,33624,México
207.5,Late delivery,44105,México
207.5,Late delivery,79109,México
163.9600067,Shipping on time,10314,México
163.9600067,Advance shipping,19382,México
123,Late delivery,79907,El Salvador
205,Advance shipping,80631,México
205,Shipping on time,60660,Honduras
205,Advance shipping,70570,El Salvador
205,Shipping on time,26003,México
205,Late delivery,48103,Brasil
205,Late delivery,11209,Colombia
159.9600067,Shipping on time,92703,El Salvador
200,Advance shipping,62301,México
200,Advance shipping,67212,El Salvador
200,Advance shipping,75211,El Salvador
120,Advance shipping,90813,Brasil
149.9600067,Advance shipping,85705,México
149.9600067,Advance shipping,47150,Brasil
239.9499969,Advance shipping,47906,Guatemala
449.9500122,Advance shipping,30331,México
156.75,Advance shipping,95008,República Dominicana
254.75,Advance shipping,80010,Jamaica
116.1999969,Advance shipping,79927,Argentina
74.34999847,Shipping on time,92346,Perú
113.6999969,Late delivery,93030,México
112.4599991,Advance shipping,14850,Guatemala
143.9600067,Shipping on time,46227,Honduras
140.7599945,Shipping on time,7470,México
106.2099991,Late delivery,33068,Brasil
382.4599915,Advance shipping,37130,Brasil
103.7099991,Advance shipping,27834,México
82.95999908,Advance shipping,10463,Nicaragua
102.4599991,Late delivery,92129,El Salvador
99.95999908,Advance shipping,19720,Honduras
191.9600067,Late delivery,78207,Guatemala
93.70999908,Advance shipping,85301,Guatemala
148.4499969,Advance shipping,60626,Paraguay
131.9600067,Late delivery,67212,Perú
283.4500122,Late delivery,90201,Cuba
494.9500122,Advance shipping,91306,México
494.9500122,Advance shipping,10306,México
494.9500122,Shipping on time,90250,Colombia
454.9500122,Shipping on time,14215,Honduras
424.9599915,Late delivery,30066,Nicaragua
409.9599915,Late delivery,92804,Chile
299.9500122,Late delivery,60504,México
293.9500122,Late delivery,19702,México
293.9500122,Advance shipping,97301,México
287.9500122,Advance shipping,48126,Cuba
287.9500122,Late delivery,91402,México
284.9500122,Late delivery,90201,Cuba
283.4500122,Advance shipping,7105,Cuba
283.4500122,Late delivery,94558,Nicaragua
272.9500122,Advance shipping,93905,Argentina
269.9599915,Advance shipping,6511,México
260.9599915,Advance shipping,95616,Honduras
254.9600067,Shipping on time,44136,Cuba
254.9600067,Advance shipping,19067,República Dominicana
251.9600067,Shipping on time,60402,Argentina
248.9600067,Shipping on time,48238,Nicaragua
239.9600067,Late delivery,92592,Brasil
224.9600067,Late delivery,93611,México
224.9600067,Advance shipping,53511,Guatemala
250,Late delivery,90262,Nicaragua
250,Advance shipping,65203,México
199.9499969,Late delivery,85225,Argentina
63.75,Advance shipping,17331,Marruecos
63,Advance shipping,53511,Israel
88,Advance shipping,92020,Turquía
100,Late delivery,92840,Turquía
61.5,Advance shipping,75231,Guinea
88,Shipping on time,98632,Turquía
74.25,Shipping on time,90745,Estados Unidos
72,Shipping on time,48205,Estados Unidos
21.25,Late delivery,2124,Estados Unidos
20.5,Late delivery,8701,Estados Unidos
82,Late delivery,77479,Estados Unidos
45.5,Advance shipping,60187,Estados Unidos
110,Late delivery,75231,Estados Unidos
23.62999916,Late delivery,91977,Estados Unidos
48,Late delivery,11208,Estados Unidos
22.75,Shipping on time,90037,Estados Unidos
44,Advance shipping,98023,Estados Unidos
91,Shipping on time,10031,Estados Unidos
41,Late delivery,60617,Estados Unidos
46.5,Late delivery,92802,India
80,Late delivery,21234,Filipinas
71.25,Late delivery,60123,India
123.75,Late delivery,19139,Australia
41.5,Late delivery,92109,China
18.75,Shipping on time,92704,Australia
22.5,Shipping on time,94109,Australia
98,Late delivery,93611,Australia
21.75,Late delivery,78046,Australia
21.25,Late delivery,92025,Australia
50,Advance shipping,7002,Indonesia
74.25,Late delivery,27610,India
93,Late delivery,77840,India
41,Late delivery,32303,Tailandia
71.25,Late delivery,10040,España
69.75,Late delivery,60435,Alemania
84,Late delivery,91950,Alemania
48.5,Advance shipping,92833,Italia
62.25,Late delivery,95207,Alemania
85,Advance shipping,90640,Italia
105,Shipping on time,78046,Francia
102.5,Late delivery,78227,Francia
24.5,Shipping on time,85281,Francia
123.75,Shipping on time,23320,México
99,Shipping on time,27834,Nicaragua
108.75,Advance shipping,90813,Brasil
37.5,Shipping on time,33624,México
24.25,Late delivery,21224,México
120,Late delivery,1201,Honduras
75,Shipping on time,97229,El Salvador
326.6900024,Advance shipping,92117,Francia
323.3900146,Advance shipping,92117,Francia
306.8900146,Shipping on time,84010,Países Bajos
280.4899902,Late delivery,92102,Reino Unido
277.1900024,Late delivery,33068,Francia
197.9600067,Advance shipping,45140,México
71.98000336,Late delivery,13440,Guatemala
67.48999786,Advance shipping,92129,México
179.9600067,Shipping on time,92057,Brasil
114.7200012,Shipping on time,19131,Cuba
113.3700027,Late delivery,49509,Nicaragua
172.7599945,Late delivery,12550,República Dominicana
110.6800003,Late delivery,33068,Panamá
87.98999786,Shipping on time,48858,Estados Unidos
86.98999786,Late delivery,60610,Canada
84.98999786,Late delivery,92410,Estados Unidos
83.98999786,Shipping on time,90018,Estados Unidos
23.51000023,Advance shipping,78666,Estados Unidos
81.98999786,Advance shipping,48238,Estados Unidos
24.60000038,Late delivery,10463,Estados Unidos
81.98999786,Late delivery,10463,Estados Unidos
59.99000168,Advance shipping,33614,Estados Unidos
129.9900055,Late delivery,90044,Estados Unidos
129.9900055,Late delivery,75052,Estados Unidos
129.9900055,Late delivery,92882,Estados Unidos
129.9900055,Late delivery,45014,Estados Unidos
129.9900055,Late delivery,88201,Estados Unidos
59.38999939,Late delivery,90066,Estados Unidos
128.6900024,Advance shipping,94538,Estados Unidos
128.6900024,Advance shipping,33614,Estados Unidos
128.6900024,Late delivery,67401,Estados Unidos
59.38999939,Late delivery,14221,Estados Unidos
128.6900024,Advance shipping,60647,Estados Unidos
128.6900024,Shipping on time,1902,Estados Unidos
128.6900024,Shipping on time,48858,Estados Unidos
59.38999939,Shipping on time,21215,Estados Unidos
128.6900024,Advance shipping,80906,Estados Unidos
58.79000092,Late delivery,92027,Estados Unidos
127.3899994,Advance shipping,21222,Estados Unidos
127.3899994,Shipping on time,10466,Estados Unidos
58.79000092,Late delivery,48192,Estados Unidos
127.3899994,Late delivery,92071,Estados Unidos
127.3899994,Advance shipping,85713,Estados Unidos
127.3899994,Shipping on time,48858,Estados Unidos
126.0899963,Late delivery,2135,Estados Unidos
126.0899963,Advance shipping,21222,Estados Unidos
126.0899963,Advance shipping,90247,Estados Unidos
58.18999863,Late delivery,93033,Estados Unidos
126.0899963,Advance shipping,63116,Estados Unidos
126.0899963,Late delivery,60067,Estados Unidos
126.0899963,Advance shipping,97701,Estados Unidos
124.7900009,Late delivery,32825,Estados Unidos
124.7900009,Advance shipping,17404,Estados Unidos
124.7900009,Advance shipping,63116,Estados Unidos
124.7900009,Shipping on time,94583,Estados Unidos
124.7900009,Late delivery,91406,Estados Unidos
124.7900009,Advance shipping,20744,Estados Unidos
123.4899979,Advance shipping,80501,Estados Unidos
123.4899979,Late delivery,21215,Estados Unidos
123.4899979,Shipping on time,11385,Estados Unidos
123.4899979,Shipping on time,90026,Estados Unidos
123.4899979,Advance shipping,60067,Estados Unidos
56.99000168,Shipping on time,10002,Estados Unidos
123.4899979,Late delivery,8854,Estados Unidos
123.4899979,Shipping on time,94583,Estados Unidos
122.8399963,Advance shipping,11216,Estados Unidos
56.68999863,Advance shipping,90247,Estados Unidos
122.8399963,Late delivery,11218,Estados Unidos
122.8399963,Late delivery,76106,Estados Unidos
122.8399963,Shipping on time,10029,Estados Unidos
122.8399963,Late delivery,29223,Estados Unidos
120.8899994,Advance shipping,85224,Estados Unidos
120.8899994,Late delivery,27410,Estados Unidos
120.8899994,Late delivery,76106,Estados Unidos
120.8899994,Late delivery,60649,Estados Unidos
120.8899994,Late delivery,48180,Estados Unidos
120.8899994,Shipping on time,10029,Estados Unidos
120.8899994,Advance shipping,77083,Estados Unidos
54.59000015,Late delivery,19131,Estados Unidos
54.59000015,Advance shipping,54935,Estados Unidos
118.2900009,Late delivery,90221,Estados Unidos
118.2900009,Late delivery,58501,Estados Unidos
118.2900009,Advance shipping,91770,Estados Unidos
118.2900009,Advance shipping,48238,Estados Unidos
118.2900009,Late delivery,27406,Estados Unidos
118.2900009,Late delivery,45011,Estados Unidos
118.2900009,Late delivery,96706,Estados Unidos
118.2900009,Late delivery,60649,Estados Unidos
118.2900009,Late delivery,1201,Estados Unidos
118.2900009,Advance shipping,77083,Estados Unidos
116.9899979,Late delivery,60506,Estados Unidos
116.9899979,Late delivery,58501,Estados Unidos
