name_location,website,boro,address_area,latitude,longitude,type,color,hov_txt
Commuter Composting at 1st Ave and 1st St.,,Manhattan,First Avenue between Houston and First Street (west side),40.7231069,-73.988458,compost,#ff00ff,compost<br>Name: Commuter Composting at 1st Ave and 1st St.<br>Address: First Avenue between Houston and First Street (west side)
Dorothy K. McGowan Memorial Garden,,Manhattan,513 West 158th Street,40.833952,-73.941736,compost,#ff00ff,compost<br>Name: Dorothy K. McGowan Memorial Garden<br>Address: 513 West 158th Street
El Sol Brilliante- Children's Garden,,Manhattan,544 East 12th St,40.728081,-73.979214,compost,#ff00ff,compost<br>Name: El Sol Brilliante- Children's Garden<br>Address: 544 East 12th St
Garden of Love,,Manhattan,302 West 116 Street,40.804574,-73.955533,compost,#ff00ff,compost<br>Name: Garden of Love<br>Address: 302 West 116 Street
Mobilization for Change Community Garden,,Manhattan,955 Columbus Ave,40.799721,-73.962101,compost,#ff00ff,compost<br>Name: Mobilization for Change Community Garden<br>Address: 955 Columbus Ave
Peach Tree Garden,,Manhattan,236 East 2nd Street,40.721531,-73.982075,compost,#ff00ff,compost<br>Name: Peach Tree Garden<br>Address: 236 East 2nd Street
The Herb Garden,,Manhattan,180 East 111th Street,40.794912,-73.943148,compost,#ff00ff,compost<br>Name: The Herb Garden<br>Address: 180 East 111th Street
William B. Washington Memorial Garden,,Manhattan,321 West 126th Street,40.811641,-73.950521,compost,#ff00ff,compost<br>Name: William B. Washington Memorial Garden<br>Address: 321 West 126th Street
Queens County Farm Museum,http://queensfarm.org/,Queens,73-50 Little Neck Parkway,40.748406,-73.721002,compost,#ff00ff,compost<br>Name: Queens County Farm Museum<br>Address: 73-50 Little Neck Parkway
Commuter Composting at Vernon Jackson 7,http://www.bigreuse.org/compost/drop-off-list/,Queens,"Vernon Blvd & 50th Ave, Long Island City, NY 11101",40.7427437,-73.9541298,compost,#ff00ff,"compost<br>Name: Commuter Composting at Vernon Jackson 7<br>Address: Vernon Blvd & 50th Ave, Long Island City, NY 11101"
Commuter Drop-Off,http://www.bigreuse.org/compost/drop-off-list/,Queens,"22-75 31st St, Astoria, NY 11102",40.774513,-73.912463,compost,#ff00ff,"compost<br>Name: Commuter Drop-Off<br>Address: 22-75 31st St, Astoria, NY 11102"
Commuter Drop-Off,http://www.bigreuse.org/compost/drop-off-list/,Queens,"28-60 31st St, Astoria, NY 11102",40.767066,-73.921406,compost,#ff00ff,"compost<br>Name: Commuter Drop-Off<br>Address: 28-60 31st St, Astoria, NY 11102"
Forest Hills Greenmarket,http://www.bigreuse.org/compost/drop-off-list/,Queens,"South side of Queens Blvd at 70th Avenue, Queens",40.7222304,-73.8467632,compost,#ff00ff,"compost<br>Name: Forest Hills Greenmarket<br>Address: South side of Queens Blvd at 70th Avenue, Queens"
Jackson Heights Greenmarket,http://www.bigreuse.org/compost/drop-off-list/,Queens,"34th Ave at 77th St,Queens,NY,11372",40.7532152,-73.8896812,compost,#ff00ff,"compost<br>Name: Jackson Heights Greenmarket<br>Address: 34th Ave at 77th St,Queens,NY,11372"
Queens Library at Broadway,http://www.bigreuse.org/compost/drop-off-list/,Queens,"40-20 Broadway, Long Island City, NY, 11103",40.7584821,-73.9186052,compost,#ff00ff,"compost<br>Name: Queens Library at Broadway<br>Address: 40-20 Broadway, Long Island City, NY, 11103"
Queens Library at Steinway,http://www.bigreuse.org/compost/drop-off-list/,Queens,"21-45 31st St, Astoria, NY 11105",40.7769984,-73.9096802,compost,#ff00ff,"compost<br>Name: Queens Library at Steinway<br>Address: 21-45 31st St, Astoria, NY 11105"
Socrates Sculpture Park,http://www.bigreuse.org/compost/drop-off-list/,Queens,"Broadway & Vernon Blvd, Queens, NY 11106",40.7675822,-73.9359557,compost,#ff00ff,"compost<br>Name: Socrates Sculpture Park<br>Address: Broadway & Vernon Blvd, Queens, NY 11106"
Sunnyside Greenmarket,http://www.bigreuse.org/compost/drop-off-list/,Queens,"Skillman Ave at 43rd St,Queens,NY,11104",40.7468806,-73.9208078,compost,#ff00ff,"compost<br>Name: Sunnyside Greenmarket<br>Address: Skillman Ave at 43rd St,Queens,NY,11104"
Edgemere Farm,http://www.edgemerefarm.org/,Queens,385 Beach 45th St,40.595401,-73.776541,compost,#ff00ff,compost<br>Name: Edgemere Farm<br>Address: 385 Beach 45th St
Flushing Greenmarket,http://www.grownyc.org/compost/locations,Queens,"Maple Playground, Maple Avenue and Kissena Boulevard, Flushing",40.7562501,-73.8258451,compost,#ff00ff,"compost<br>Name: Flushing Greenmarket<br>Address: Maple Playground, Maple Avenue and Kissena Boulevard, Flushing"
Compost drop off Corona Greenmarket,http://www.grownyc.org/greenmarket/queens/corona,Queens,"Corona Plaza, Roosevelt Ave at 103 Street, Queens",40.7497177,-73.8626075,compost,#ff00ff,"compost<br>Name: Compost drop off Corona Greenmarket<br>Address: Corona Plaza, Roosevelt Ave at 103 Street, Queens"
JH Scraps,http://www.jhbg.org/2012/12/23/jh-scraps-a-community-composting-project,Queens,35-20 69th Street,40.74983,-73.896438,compost,#ff00ff,compost<br>Name: JH Scraps<br>Address: 35-20 69th Street
Compost drop off 63rd Dr. M/R,https://queensbotanical.org,Queens,"96-14 Queens Blvd, Rego Park, NY 11374",40.7295998,-73.8616452,compost,#ff00ff,"compost<br>Name: Compost drop off 63rd Dr. M/R<br>Address: 96-14 Queens Blvd, Rego Park, NY 11374"
Compost drop off Grand Ave Newtown M/R,https://queensbotanical.org,Queens,"86-51 Broadway, Elmhurst, NY 11373",40.7373468,-73.877195,compost,#ff00ff,"compost<br>Name: Compost drop off Grand Ave Newtown M/R<br>Address: 86-51 Broadway, Elmhurst, NY 11373"
Queens Botanical Garden Drop-Off,https://queensbotanical.org,Queens,"42-80 Crommelin Avenue, Flushing, NY 11355, Parking Garden at QBG",40.75197,-73.830325,compost,#ff00ff,"compost<br>Name: Queens Botanical Garden Drop-Off<br>Address: 42-80 Crommelin Avenue, Flushing, NY 11355, Parking Garden at QBG"
Compost drop off Brooklyn Grange,https://www.brooklyngrangefarm.com,Queens,37-19 Northern Blvd Roof,40.752149,-73.925454,compost,#ff00ff,compost<br>Name: Compost drop off Brooklyn Grange<br>Address: 37-19 Northern Blvd Roof
Hellgate Farm,https://www.hellgatefarm.com/,Queens,14-33 30th Drive,40.768942,-73.929913,compost,#ff00ff,compost<br>Name: Hellgate Farm<br>Address: 14-33 30th Drive
Rockaway Waterfront Alliance R.I.S.E.,https://www.rwalliance.org,Queens,5803 Rockaway Beach Blvd.,40.591961,-73.788284,compost,#ff00ff,compost<br>Name: Rockaway Waterfront Alliance R.I.S.E.<br>Address: 5803 Rockaway Beach Blvd.
Commuter Composting at 21st Street F train,,Queens,NW Corner of 21st street at 41st Ave,40.754084,-73.94267,compost,#ff00ff,compost<br>Name: Commuter Composting at 21st Street F train<br>Address: NW Corner of 21st street at 41st Ave
Commuter Composting at Grand Street & Clinton Street ,,Queens,Briarwood E/F Subway Station Entrance (North side of Queens Boulevard),40.7096804,-73.8190304,compost,#ff00ff,compost<br>Name: Commuter Composting at Grand Street & Clinton Street <br>Address: Briarwood E/F Subway Station Entrance (North side of Queens Boulevard)
Commuter Composting at Kew Gardens E/F,,Queens,"Kew Gardens Road between 80 Road and 81 Avenue, Kew Gardens, 11415",40.7132717,-73.8299268,compost,#ff00ff,"compost<br>Name: Commuter Composting at Kew Gardens E/F<br>Address: Kew Gardens Road between 80 Road and 81 Avenue, Kew Gardens, 11415"
St. James Compost,,Queens,86-02 Broadway,40.738397,-73.877742,compost,#ff00ff,compost<br>Name: St. James Compost<br>Address: 86-02 Broadway
The Compost Collective,,Queens,73-24 Yellowstone Blvd.,40.717411,-73.857513,compost,#ff00ff,compost<br>Name: The Compost Collective<br>Address: 73-24 Yellowstone Blvd.
Snug Harbor Cultural Center & Botanical Garden,http://snug-harbor.org/compost/,Staten Island,Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden 1000 Richmond Terrace,40.641672,-74.101624,compost,#ff00ff,compost<br>Name: Snug Harbor Cultural Center & Botanical Garden<br>Address: Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden 1000 Richmond Terrace
St. George Greenmarket,http://www.grownyc.org/compost/locations,Staten Island,"St Marks Pl & Hyatt St Staten Island, NY 10301",40.6415864,-74.0779094,compost,#ff00ff,"compost<br>Name: St. George Greenmarket<br>Address: St Marks Pl & Hyatt St Staten Island, NY 10301"
Staten Island Mall Greenmarket,http://www.grownyc.org/compost/locations,Staten Island,"Staten Island Mall, Marsh Ave & Ring Rd, Staten Island, NY 10314",40.5834232,-74.1629698,compost,#ff00ff,"compost<br>Name: Staten Island Mall Greenmarket<br>Address: Staten Island Mall, Marsh Ave & Ring Rd, Staten Island, NY 10314"
Olivet Heavenly Harvest,https://www.facebook.com/pg/Olivet-Heavenly-Harvest-304779173301345/about/,Staten Island,97 Myrtle Avenue,40.630312,-74.115754,compost,#ff00ff,compost<br>Name: Olivet Heavenly Harvest<br>Address: 97 Myrtle Avenue
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Bronx,1294 SOUTHERN BLVD BRONX NY 10459,40.8306088,-73.891455,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 1294 SOUTHERN BLVD BRONX NY 10459
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Bronx,2359 JEROME AVE BRONX NY 10468,40.860358,-73.9030775,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 2359 JEROME AVE BRONX NY 10468
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Bronx,2582 3 AVE BRONX NY 10454,40.8114884,-73.9257636,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 2582 3 AVE BRONX NY 10454
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Bronx,4109 PARK AVE BRONX NY 10457,40.845553,-73.901079,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 4109 PARK AVE BRONX NY 10457
BEST BUY,http://www.bestbuy.com/recycle,Bronx,402 E FORDHAM RD BRONX NY 10458,40.8608912,-73.8913166,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 402 E FORDHAM RD BRONX NY 10458
BEST BUY,http://www.bestbuy.com/recycle,Bronx,610 EXTERIOR ST BRONX NY 10451,40.8219403,-73.9301166,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 610 EXTERIOR ST BRONX NY 10451
STAPLES,http://www.staples.com/recycle,Bronx,2040 WHITE PLAINS RD BRONX NY 10462,40.8518616,-73.8674386,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 2040 WHITE PLAINS RD BRONX NY 10462
STAPLES,http://www.staples.com/recycle,Bronx,330-340 BAYCHESTER AVE BRONX NY 10475,40.8677019,-73.8286649,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 330-340 BAYCHESTER AVE BRONX NY 10475
STAPLES,http://www.staples.com/recycle,Bronx,5680 BROADWAY BRONX NY 10463,40.8810804,-73.9023443,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 5680 BROADWAY BRONX NY 10463
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Bronx,361 E 149 ST BRONX NY 10455,40.816877,-73.918804,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 361 E 149 ST BRONX NY 10455
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Brooklyn,176 BEDFORD AVE BROOKLYN NY 11211,40.7180048,-73.9575848,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 176 BEDFORD AVE BROOKLYN NY 11211
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Brooklyn,22 QUINCY ST BROOKLYN NY 11238,40.6855509,-73.960619,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 22 QUINCY ST BROOKLYN NY 11238
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Brooklyn,3718 NOSTRAND AVE BROOKLYN NY 11235,40.592733,-73.940786,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 3718 NOSTRAND AVE BROOKLYN NY 11235
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Brooklyn,436 ATLANTIC AVE BROOKLYN NY 11217,40.6863101,-73.9838984,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 436 ATLANTIC AVE BROOKLYN NY 11217
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Brooklyn,6822 3 AVE BROOKLYN NY 11220,40.6362001,-74.0260663,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 6822 3 AVE BROOKLYN NY 11220
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Brooklyn,981 MANHATTAN AVE BROOKLYN NY 11222,40.7326092,-73.9549618,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 981 MANHATTAN AVE BROOKLYN NY 11222
BEST BUY,http://www.bestbuy.com/recycle,Brooklyn,369 GATEWAY DR BROOKLYN NY 11239,40.651344,-73.873167,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 369 GATEWAY DR BROOKLYN NY 11239
BEST BUY,http://www.bestbuy.com/recycle,Brooklyn,5102 AVE U BROOKLYN NY 11234,40.6098192,-73.9216133,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 5102 AVE U BROOKLYN NY 11234
BEST BUY,http://www.bestbuy.com/recycle,Brooklyn,625 ATLANTIC AVE BROOKLYN NY 11217,40.6838452,-73.9754325,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 625 ATLANTIC AVE BROOKLYN NY 11217
BEST BUY,http://www.bestbuy.com/recycle,Brooklyn,8923 BAY PKWY BROOKLYN NY 11214,40.5936458,-73.9989895,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 8923 BAY PKWY BROOKLYN NY 11214
STAPLES,http://www.staples.com/recycle,Brooklyn,1011 FLATBUSH AVE BROOKLYN NY 11226,40.6467058,-73.9578905,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 1011 FLATBUSH AVE BROOKLYN NY 11226
STAPLES,http://www.staples.com/recycle,Brooklyn,1760 UTICA AVE BROOKLYN NY 11234,40.6295254,-73.928339,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 1760 UTICA AVE BROOKLYN NY 11234
STAPLES,http://www.staples.com/recycle,Brooklyn,1880 CONEY ISLAND AVE BROOKLYN NY 11230,40.6118064,-73.9630824,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 1880 CONEY ISLAND AVE BROOKLYN NY 11230
STAPLES,http://www.staples.com/recycle,Brooklyn,1949 STILLWELL BROOKLYN NY 11223,40.5990083,-73.9852812,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 1949 STILLWELL BROOKLYN NY 11223
STAPLES,http://www.staples.com/recycle,Brooklyn,2892 OCEAN AVE BROOKLYN NY 11235,40.5908736,-73.9503307,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 2892 OCEAN AVE BROOKLYN NY 11235
STAPLES,http://www.staples.com/recycle,Brooklyn,348 4 AVE BROOKLYN NY 11215,40.6741737,-73.9868727,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 348 4 AVE BROOKLYN NY 11215
STAPLES,http://www.staples.com/recycle,Brooklyn,409 GATEWAY DRIVE BROOKLYN NY 11239,40.6539242,-73.8732584,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 409 GATEWAY DRIVE BROOKLYN NY 11239
STAPLES,http://www.staples.com/recycle,Brooklyn,535 MORGAN AVE BROOKLYN NY 11222,40.7226339,-73.9393371,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 535 MORGAN AVE BROOKLYN NY 11222
STAPLES,http://www.staples.com/recycle,Brooklyn,9319 5 AVE BROOKLYN NY 11209,40.6166088,-74.0300263,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 9319 5 AVE BROOKLYN NY 11209
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Brooklyn,1100 FULTON ST BROOKLYN NY 11238,40.681119,-73.956988,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 1100 FULTON ST BROOKLYN NY 11238
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Brooklyn,258 LIVINGSTON ST BROOKLYN NY 11201,40.6887457,-73.9842131,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 258 LIVINGSTON ST BROOKLYN NY 11201
LOWER EAST SIDE ECOLOGY CENTER,https://www.lesecologycenter.org/programs/ewaste/ewaste-faq/,Brooklyn,469 PRESIDENT ST BROOKLYN NY 11215,40.678631,-73.987452,electronics,#0000ff,electronics<br>Name: LOWER EAST SIDE ECOLOGY CENTER<br>Address: 469 PRESIDENT ST BROOKLYN NY 11215
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Manhattan,112 4 AVE NEW YORK NY 10003,40.7326047,-73.9903344,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 112 4 AVE NEW YORK NY 10003
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Manhattan,208 8 AVE NEW YORK NY 10011,40.743678,-73.999235,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 208 8 AVE NEW YORK NY 10011
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Manhattan,212 E 23 ST NEW YORK NY 10010,40.738365,-73.9824462,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 212 E 23 ST NEW YORK NY 10010
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Manhattan,26 E 125 ST NEW YORK NY 10035,40.8056313,-73.9413695,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 26 E 125 ST NEW YORK NY 10035
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Manhattan,268 W 96 ST NEW YORK NY 10025,40.794759,-73.972784,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 268 W 96 ST NEW YORK NY 10025
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Manhattan,536 W 46 ST NEW YORK NY 10036,40.762665,-73.995377,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 536 W 46 ST NEW YORK NY 10036
BEST BUY,http://www.bestbuy.com/recycle,Manhattan,1280 LEXINGTON AVE NEW YORK NY 10028,40.7798872,-73.9557037,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 1280 LEXINGTON AVE NEW YORK NY 10028
BEST BUY,http://www.bestbuy.com/recycle,Manhattan,1880 BROADWAY NEW YORK NY 10023,40.7700779,-73.981592,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 1880 BROADWAY NEW YORK NY 10023
BEST BUY,http://www.bestbuy.com/recycle,Manhattan,52 E 14 ST NEW YORK NY 10003,40.7344091,-73.9904346,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 52 E 14 ST NEW YORK NY 10003
BEST BUY,http://www.bestbuy.com/recycle,Manhattan,529 5 AVE NEW YORK NY 10017,40.7544351,-73.9796913,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 529 5 AVE NEW YORK NY 10017
BEST BUY,http://www.bestbuy.com/recycle,Manhattan,60 W 23 ST NEW YORK NY 10010,40.7423606,-73.9923849,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 60 W 23 ST NEW YORK NY 10010
BEST BUY,http://www.bestbuy.com/recycle,Manhattan,622 BROADWAY NEW YORK NY 10012,40.725747,-73.9959279,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 622 BROADWAY NEW YORK NY 10012
STAPLES,http://www.staples.com/recycle,Manhattan,105 W 125 ST NEW YORK NY 10027,40.8083328,-73.945866,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 105 W 125 ST NEW YORK NY 10027
STAPLES,http://www.staples.com/recycle,Manhattan,1065 6 AVE NEW YORK NY 10018,40.7539257,-73.9854091,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 1065 6 AVE NEW YORK NY 10018
STAPLES,http://www.staples.com/recycle,Manhattan,1293-1311 BROADWAY NEW YORK NY 10001,40.7495369,-73.988499,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 1293-1311 BROADWAY NEW YORK NY 10001
STAPLES,http://www.staples.com/recycle,Manhattan,16 E 34 ST NEW YORK NY 10016,40.7478754,-73.9837462,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 16 E 34 ST NEW YORK NY 10016
STAPLES,http://www.staples.com/recycle,Manhattan,2248 BROADWAY NEW YORK NY 10024,40.7848159,-73.9788032,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 2248 BROADWAY NEW YORK NY 10024
STAPLES,http://www.staples.com/recycle,Manhattan,390 6 AVE NEW YORK NY 10011,40.7331767,-73.9995147,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 390 6 AVE NEW YORK NY 10011
STAPLES,http://www.staples.com/recycle,Manhattan,425 PARK AVE NEW YORK NY 10022,40.7604408,-73.9710375,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 425 PARK AVE NEW YORK NY 10022
STAPLES,http://www.staples.com/recycle,Manhattan,4320 BROADWAY NEW YORK NY 10033,40.852244,-73.934254,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 4320 BROADWAY NEW YORK NY 10033
STAPLES,http://www.staples.com/recycle,Manhattan,442 5 AVE NEW YORK NY 10018,40.7519146,-73.9825561,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 442 5 AVE NEW YORK NY 10018
STAPLES,http://www.staples.com/recycle,Manhattan,500 8 AVE NEW YORK NY 10018,40.7530426,-73.9924445,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 500 8 AVE NEW YORK NY 10018
STAPLES,http://www.staples.com/recycle,Manhattan,574 2 AVE NEW YORK NY 10016,40.7430749,-73.9765721,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 574 2 AVE NEW YORK NY 10016
STAPLES,http://www.staples.com/recycle,Manhattan,5-9 UNION SQUARE W NEW YORK NY 10003,40.7354498,-73.9915753,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 5-9 UNION SQUARE W NEW YORK NY 10003
STAPLES,http://www.staples.com/recycle,Manhattan,641 6 AVE NEW YORK NY 10011,40.7407266,-73.9948313,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 641 6 AVE NEW YORK NY 10011
STAPLES,http://www.staples.com/recycle,Manhattan,675 3 AVE NEW YORK NY 10017,40.7509006,-73.973911,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 675 3 AVE NEW YORK NY 10017
STAPLES,http://www.staples.com/recycle,Manhattan,769 BROADWAY NEW YORK NY 10003,40.7311383,-73.9923455,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 769 BROADWAY NEW YORK NY 10003
STAPLES,http://www.staples.com/recycle,Manhattan,776 8 AVE NEW YORK NY 10036,40.7604799,-73.98709,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 776 8 AVE NEW YORK NY 10036
GOODWILL GREENWICH VILLAGE BOUTIQUE,https://www.goodwillnynj.org/donate-goods,Manhattan,44 W 8 ST NEW YORK NY 10011,40.732951,-73.998643,electronics,#0000ff,electronics<br>Name: GOODWILL GREENWICH VILLAGE BOUTIQUE<br>Address: 44 W 8 ST NEW YORK NY 10011
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Manhattan,103 W 25 ST NEW YORK NY 10001,40.7444737,-73.9921732,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 103 W 25 ST NEW YORK NY 10001
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Manhattan,157 W 72 ST NEW YORK NY 10023,40.778473,-73.980571,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 157 W 72 ST NEW YORK NY 10023
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Manhattan,1704 2 AVE NEW YORK NY 10128,40.7793,-73.950294,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 1704 2 AVE NEW YORK NY 10128
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Manhattan,217 W 79 ST NEW YORK NY 10024,40.783755,-73.979007,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 217 W 79 ST NEW YORK NY 10024
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Manhattan,2196 5 AVE NEW YORK NY 10037,40.812497,-73.938164,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 2196 5 AVE NEW YORK NY 10037
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Manhattan,220 E 23 ST NEW YORK NY 10010,40.7382752,-73.9822849,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 220 E 23 ST NEW YORK NY 10010
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Manhattan,2231 3 AVE NEW YORK NY 10035,40.801328,-73.937068,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 2231 3 AVE NEW YORK NY 10035
GOODWILL THRIFT SHOP,https://www.goodwillnynj.org/donate-goods,Manhattan,512 181 ST NEW YORK NY 10033,40.848289,-73.931997,electronics,#0000ff,electronics<br>Name: GOODWILL THRIFT SHOP<br>Address: 512 181 ST NEW YORK NY 10033
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Queens,14815 ARCHER AVE JAMAICA NY 11435,40.70127,-73.805563,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 14815 ARCHER AVE JAMAICA NY 11435
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Queens,3402 STEINWAY ST LONG ISLAND CITY NY 11101,40.7566145,-73.9212251,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 3402 STEINWAY ST LONG ISLAND CITY NY 11101
SALVATION ARMY THRIFT STORE,http://satruck.org/donate-goods,Queens,3911 61 ST WOODSIDE NY 11377,40.746743,-73.9026954,electronics,#0000ff,electronics<br>Name: SALVATION ARMY THRIFT STORE<br>Address: 3911 61 ST WOODSIDE NY 11377
BEST BUY,http://www.bestbuy.com/recycle,Queens,13107 40 RD FLUSHING NY 11354,40.7575281,-73.8356912,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 13107 40 RD FLUSHING NY 11354
BEST BUY,http://www.bestbuy.com/recycle,Queens,5001 NORTHERN BLVD LONG ISLAND CITY NY 11101,40.7534523,-73.9121271,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 5001 NORTHERN BLVD LONG ISLAND CITY NY 11101
BEST BUY,http://www.bestbuy.com/recycle,Queens,8801 QUEENS BLVD ELMHURST NY 11373,40.7353074,-73.8747611,electronics,#0000ff,electronics<br>Name: BEST BUY<br>Address: 8801 QUEENS BLVD ELMHURST NY 11373
STAPLES,http://www.staples.com/recycle,Queens,10234 ATLANTIC AVE OZONE PARK NY 11416,40.6897907,-73.841335,electronics,#0000ff,electronics<br>Name: STAPLES<br>Address: 10234 ATLANTIC AVE OZONE PARK NY 11416
