Program,Year,Period,State,ANSI,Affected by,Pct of Colonies Impacted,state_code
SURVEY,2017,JUL THRU SEP,Indiana,18,Pesticides,3.9,IN
SURVEY,2017,JUL THRU SEP,Indiana,18,Pests_excl_Varroa,5.9,IN
SURVEY,2017,JUL THRU SEP,Indiana,18,Unknown,2,IN
SURVEY,2017,JUL THRU SEP,Indiana,18,Varroa_mites,13.9,IN
SURVEY,2017,OCT THRU DEC,Indiana,18,Disease,1.7,IN
SURVEY,2017,OCT THRU DEC,Indiana,18,Other,3.9,IN
SURVEY,2017,OCT THRU DEC,Indiana,18,Pesticides,0.7,IN
SURVEY,2017,OCT THRU DEC,Indiana,18,Pests_excl_Varroa,5.6,IN
SURVEY,2017,OCT THRU DEC,Indiana,18,Unknown,8,IN
SURVEY,2017,OCT THRU DEC,Indiana,18,Varroa_mites,23.5,IN
SURVEY,2016,JAN THRU MAR,Indiana,18,Disease,0.9,IN
SURVEY,2016,JAN THRU MAR,Indiana,18,Other,7.2,IN
SURVEY,2016,JAN THRU MAR,Indiana,18,Pesticides,0.3,IN
SURVEY,2016,JAN THRU MAR,Indiana,18,Pests_excl_Varroa,3.7,IN
SURVEY,2016,JAN THRU MAR,Indiana,18,Unknown,5.5,IN
SURVEY,2016,JAN THRU MAR,Indiana,18,Varroa_mites,17.4,IN
SURVEY,2016,APR THRU JUN,Indiana,18,Disease,0,IN
SURVEY,2016,APR THRU JUN,Indiana,18,Other,2.8,IN
SURVEY,2016,APR THRU JUN,Indiana,18,Pesticides,2.1,IN
SURVEY,2016,APR THRU JUN,Indiana,18,Pests_excl_Varroa,2.9,IN
SURVEY,2016,APR THRU JUN,Indiana,18,Unknown,4.3,IN
SURVEY,2016,APR THRU JUN,Indiana,18,Varroa_mites,12.5,IN
SURVEY,2016,JUL THRU SEP,Indiana,18,Disease,1.2,IN
SURVEY,2016,JUL THRU SEP,Indiana,18,Other,2.5,IN
SURVEY,2016,JUL THRU SEP,Indiana,18,Pesticides,0.6,IN
SURVEY,2016,JUL THRU SEP,Indiana,18,Pests_excl_Varroa,12.4,IN
SURVEY,2016,JUL THRU SEP,Indiana,18,Unknown,1.2,IN
SURVEY,2016,JUL THRU SEP,Indiana,18,Varroa_mites,50.4,IN
SURVEY,2016,OCT THRU DEC,Indiana,18,Disease,0.2,IN
SURVEY,2016,OCT THRU DEC,Indiana,18,Other,1,IN
SURVEY,2016,OCT THRU DEC,Indiana,18,Pesticides,1.4,IN
SURVEY,2016,OCT THRU DEC,Indiana,18,Pests_excl_Varroa,9.6,IN
SURVEY,2016,OCT THRU DEC,Indiana,18,Unknown,3.8,IN
SURVEY,2016,OCT THRU DEC,Indiana,18,Varroa_mites,28.2,IN
SURVEY,2015,JAN THRU MAR,Indiana,18,Disease,0.2,IN
SURVEY,2015,JAN THRU MAR,Indiana,18,Other,22.3,IN
SURVEY,2015,JAN THRU MAR,Indiana,18,Pesticides,0.3,IN
SURVEY,2015,JAN THRU MAR,Indiana,18,Pests_excl_Varroa,0.3,IN
SURVEY,2015,JAN THRU MAR,Indiana,18,Unknown,11.7,IN
SURVEY,2015,JAN THRU MAR,Indiana,18,Varroa_mites,20.7,IN
SURVEY,2015,APR THRU JUN,Indiana,18,Disease,7,IN
SURVEY,2015,APR THRU JUN,Indiana,18,Other,4.4,IN
SURVEY,2015,APR THRU JUN,Indiana,18,Pesticides,0.5,IN
SURVEY,2015,APR THRU JUN,Indiana,18,Pests_excl_Varroa,1.8,IN
SURVEY,2015,APR THRU JUN,Indiana,18,Unknown,2,IN
SURVEY,2015,APR THRU JUN,Indiana,18,Varroa_mites,15.4,IN
SURVEY,2015,JUL THRU SEP,Indiana,18,Disease,4.8,IN
SURVEY,2015,JUL THRU SEP,Indiana,18,Other,1,IN
SURVEY,2015,JUL THRU SEP,Indiana,18,Pesticides,8.2,IN
SURVEY,2015,JUL THRU SEP,Indiana,18,Pests_excl_Varroa,10.3,IN
SURVEY,2015,JUL THRU SEP,Indiana,18,Unknown,6.2,IN
SURVEY,2015,JUL THRU SEP,Indiana,18,Varroa_mites,13.7,IN
SURVEY,2015,OCT THRU DEC,Indiana,18,Disease,6.3,IN
SURVEY,2015,OCT THRU DEC,Indiana,18,Other,0.6,IN
SURVEY,2015,OCT THRU DEC,Indiana,18,Pesticides,0.1,IN
SURVEY,2015,OCT THRU DEC,Indiana,18,Pests_excl_Varroa,0.5,IN
SURVEY,2015,OCT THRU DEC,Indiana,18,Unknown,3.7,IN
SURVEY,2015,OCT THRU DEC,Indiana,18,Varroa_mites,15.1,IN
SURVEY,2019,JAN THRU MAR,Iowa,19,Disease,0.6,IA
SURVEY,2019,JAN THRU MAR,Iowa,19,Other,7.7,IA
SURVEY,2019,JAN THRU MAR,Iowa,19,Pesticides,0.3,IA
SURVEY,2019,JAN THRU MAR,Iowa,19,Pests_excl_Varroa,1.7,IA
SURVEY,2019,JAN THRU MAR,Iowa,19,Unknown,3.5,IA
SURVEY,2019,JAN THRU MAR,Iowa,19,Varroa_mites,34.8,IA
SURVEY,2018,JAN THRU MAR,Iowa,19,Disease,0.3,IA
SURVEY,2018,JAN THRU MAR,Iowa,19,Other,0.6,IA
SURVEY,2018,JAN THRU MAR,Iowa,19,Pesticides,0.6,IA
SURVEY,2018,JAN THRU MAR,Iowa,19,Pests_excl_Varroa,1.1,IA
SURVEY,2018,JAN THRU MAR,Iowa,19,Unknown,1.4,IA
SURVEY,2018,JAN THRU MAR,Iowa,19,Varroa_mites,5.3,IA
SURVEY,2018,APR THRU JUN,Iowa,19,Disease,0.9,IA
SURVEY,2018,APR THRU JUN,Iowa,19,Other,8.4,IA
SURVEY,2018,APR THRU JUN,Iowa,19,Pesticides,7.9,IA
SURVEY,2018,APR THRU JUN,Iowa,19,Pests_excl_Varroa,9.3,IA
SURVEY,2018,APR THRU JUN,Iowa,19,Unknown,0.3,IA
SURVEY,2018,APR THRU JUN,Iowa,19,Varroa_mites,12.7,IA
SURVEY,2018,JUL THRU SEP,Iowa,19,Disease,8.5,IA
SURVEY,2018,JUL THRU SEP,Iowa,19,Other,1.9,IA
SURVEY,2018,JUL THRU SEP,Iowa,19,Pesticides,0.4,IA
SURVEY,2018,JUL THRU SEP,Iowa,19,Pests_excl_Varroa,9.8,IA
SURVEY,2018,JUL THRU SEP,Iowa,19,Unknown,0.4,IA
SURVEY,2018,JUL THRU SEP,Iowa,19,Varroa_mites,29.9,IA
SURVEY,2018,OCT THRU DEC,Iowa,19,Disease,8.9,IA
SURVEY,2018,OCT THRU DEC,Iowa,19,Other,29.4,IA
SURVEY,2018,OCT THRU DEC,Iowa,19,Pesticides,31.6,IA
SURVEY,2018,OCT THRU DEC,Iowa,19,Pests_excl_Varroa,27.2,IA
SURVEY,2018,OCT THRU DEC,Iowa,19,Unknown,5.6,IA
SURVEY,2018,OCT THRU DEC,Iowa,19,Varroa_mites,55.1,IA
SURVEY,2017,JAN THRU MAR,Iowa,19,Disease,8.4,IA
SURVEY,2017,JAN THRU MAR,Iowa,19,Other,11.9,IA
SURVEY,2017,JAN THRU MAR,Iowa,19,Pesticides,12,IA
SURVEY,2017,JAN THRU MAR,Iowa,19,Pests_excl_Varroa,8.3,IA
SURVEY,2017,JAN THRU MAR,Iowa,19,Unknown,11.7,IA
SURVEY,2017,JAN THRU MAR,Iowa,19,Varroa_mites,33.6,IA
SURVEY,2017,APR THRU JUN,Iowa,19,Disease,7.5,IA
SURVEY,2017,APR THRU JUN,Iowa,19,Other,8.1,IA
SURVEY,2017,APR THRU JUN,Iowa,19,Pesticides,26.6,IA
SURVEY,2017,APR THRU JUN,Iowa,19,Pests_excl_Varroa,27.6,IA
SURVEY,2017,APR THRU JUN,Iowa,19,Unknown,0.9,IA
SURVEY,2017,APR THRU JUN,Iowa,19,Varroa_mites,39.3,IA
SURVEY,2017,JUL THRU SEP,Iowa,19,Disease,2.4,IA
SURVEY,2017,JUL THRU SEP,Iowa,19,Other,4,IA
SURVEY,2017,JUL THRU SEP,Iowa,19,Pesticides,3.9,IA
SURVEY,2017,JUL THRU SEP,Iowa,19,Pests_excl_Varroa,7.2,IA
SURVEY,2017,JUL THRU SEP,Iowa,19,Unknown,2.2,IA
SURVEY,2017,JUL THRU SEP,Iowa,19,Varroa_mites,17.2,IA
SURVEY,2017,OCT THRU DEC,Iowa,19,Disease,12.3,IA
SURVEY,2017,OCT THRU DEC,Iowa,19,Other,17.9,IA
SURVEY,2017,OCT THRU DEC,Iowa,19,Pesticides,32.6,IA
SURVEY,2017,OCT THRU DEC,Iowa,19,Pests_excl_Varroa,25.5,IA
SURVEY,2017,OCT THRU DEC,Iowa,19,Unknown,5.5,IA
SURVEY,2017,OCT THRU DEC,Iowa,19,Varroa_mites,61,IA
SURVEY,2016,JAN THRU MAR,Iowa,19,Disease,13.8,IA
SURVEY,2016,JAN THRU MAR,Iowa,19,Other,24,IA
SURVEY,2016,JAN THRU MAR,Iowa,19,Pesticides,2.7,IA
SURVEY,2016,JAN THRU MAR,Iowa,19,Pests_excl_Varroa,14.4,IA
SURVEY,2016,JAN THRU MAR,Iowa,19,Unknown,4.8,IA
SURVEY,2016,JAN THRU MAR,Iowa,19,Varroa_mites,52.8,IA
SURVEY,2016,APR THRU JUN,Iowa,19,Disease,18.7,IA
SURVEY,2016,APR THRU JUN,Iowa,19,Other,6,IA
SURVEY,2016,APR THRU JUN,Iowa,19,Pesticides,0.6,IA
SURVEY,2016,APR THRU JUN,Iowa,19,Pests_excl_Varroa,17.8,IA
SURVEY,2016,APR THRU JUN,Iowa,19,Unknown,5.7,IA
SURVEY,2016,APR THRU JUN,Iowa,19,Varroa_mites,23.5,IA
SURVEY,2016,JUL THRU SEP,Iowa,19,Disease,0.8,IA
SURVEY,2016,JUL THRU SEP,Iowa,19,Other,2.4,IA
SURVEY,2016,JUL THRU SEP,Iowa,19,Pesticides,16.7,IA
SURVEY,2016,JUL THRU SEP,Iowa,19,Pests_excl_Varroa,3.4,IA
SURVEY,2016,JUL THRU SEP,Iowa,19,Unknown,5.6,IA
SURVEY,2016,JUL THRU SEP,Iowa,19,Varroa_mites,32.6,IA
SURVEY,2016,OCT THRU DEC,Iowa,19,Disease,8.9,IA
SURVEY,2016,OCT THRU DEC,Iowa,19,Other,11.4,IA
SURVEY,2016,OCT THRU DEC,Iowa,19,Pesticides,9,IA
SURVEY,2016,OCT THRU DEC,Iowa,19,Pests_excl_Varroa,9.8,IA
SURVEY,2016,OCT THRU DEC,Iowa,19,Unknown,6.3,IA
SURVEY,2016,OCT THRU DEC,Iowa,19,Varroa_mites,18.7,IA
SURVEY,2015,JAN THRU MAR,Iowa,19,Disease,4.6,IA
SURVEY,2015,JAN THRU MAR,Iowa,19,Other,18,IA
SURVEY,2015,JAN THRU MAR,Iowa,19,Pesticides,3.4,IA
SURVEY,2015,JAN THRU MAR,Iowa,19,Pests_excl_Varroa,0.7,IA
SURVEY,2015,JAN THRU MAR,Iowa,19,Unknown,3.4,IA
SURVEY,2015,JAN THRU MAR,Iowa,19,Varroa_mites,26,IA
SURVEY,2015,APR THRU JUN,Iowa,19,Disease,2.9,IA
SURVEY,2015,APR THRU JUN,Iowa,19,Other,2.7,IA
SURVEY,2015,APR THRU JUN,Iowa,19,Pesticides,7.8,IA
SURVEY,2015,APR THRU JUN,Iowa,19,Pests_excl_Varroa,5.1,IA
SURVEY,2015,APR THRU JUN,Iowa,19,Unknown,1.9,IA
SURVEY,2015,APR THRU JUN,Iowa,19,Varroa_mites,21.5,IA
SURVEY,2015,JUL THRU SEP,Iowa,19,Disease,0.1,IA
SURVEY,2015,JUL THRU SEP,Iowa,19,Other,5.6,IA
SURVEY,2015,JUL THRU SEP,Iowa,19,Pesticides,4.7,IA
SURVEY,2015,JUL THRU SEP,Iowa,19,Pests_excl_Varroa,5.8,IA
SURVEY,2015,JUL THRU SEP,Iowa,19,Unknown,3.4,IA
SURVEY,2015,JUL THRU SEP,Iowa,19,Varroa_mites,17.4,IA
SURVEY,2015,OCT THRU DEC,Iowa,19,Disease,0.6,IA
SURVEY,2015,OCT THRU DEC,Iowa,19,Other,24.8,IA
SURVEY,2015,OCT THRU DEC,Iowa,19,Pesticides,6.4,IA
SURVEY,2015,OCT THRU DEC,Iowa,19,Pests_excl_Varroa,0.9,IA
SURVEY,2015,OCT THRU DEC,Iowa,19,Unknown,1.4,IA
SURVEY,2015,OCT THRU DEC,Iowa,19,Varroa_mites,53.4,IA
SURVEY,2019,JAN THRU MAR,Kansas,20,Disease,2.5,KS
SURVEY,2019,JAN THRU MAR,Kansas,20,Other,21.6,KS
SURVEY,2019,JAN THRU MAR,Kansas,20,Pesticides,12.2,KS
SURVEY,2019,JAN THRU MAR,Kansas,20,Pests_excl_Varroa,7.8,KS
SURVEY,2019,JAN THRU MAR,Kansas,20,Unknown,4,KS
SURVEY,2019,JAN THRU MAR,Kansas,20,Varroa_mites,92,KS
SURVEY,2018,JAN THRU MAR,Kansas,20,Disease,1,KS
SURVEY,2018,JAN THRU MAR,Kansas,20,Other,27.9,KS
SURVEY,2018,JAN THRU MAR,Kansas,20,Pesticides,4.3,KS
SURVEY,2018,JAN THRU MAR,Kansas,20,Pests_excl_Varroa,20.3,KS
SURVEY,2018,JAN THRU MAR,Kansas,20,Unknown,9.1,KS
SURVEY,2018,JAN THRU MAR,Kansas,20,Varroa_mites,63,KS
SURVEY,2018,APR THRU JUN,Kansas,20,Disease,1.3,KS
SURVEY,2018,APR THRU JUN,Kansas,20,Other,2.1,KS
SURVEY,2018,APR THRU JUN,Kansas,20,Pesticides,24.9,KS
SURVEY,2018,APR THRU JUN,Kansas,20,Pests_excl_Varroa,31.6,KS
SURVEY,2018,APR THRU JUN,Kansas,20,Unknown,1.6,KS
SURVEY,2018,APR THRU JUN,Kansas,20,Varroa_mites,42.8,KS
SURVEY,2018,JUL THRU SEP,Kansas,20,Disease,6.6,KS
SURVEY,2018,JUL THRU SEP,Kansas,20,Other,23.7,KS
SURVEY,2018,JUL THRU SEP,Kansas,20,Pesticides,8,KS
SURVEY,2018,JUL THRU SEP,Kansas,20,Pests_excl_Varroa,51.1,KS
SURVEY,2018,JUL THRU SEP,Kansas,20,Unknown,7.9,KS
SURVEY,2018,JUL THRU SEP,Kansas,20,Varroa_mites,76.8,KS
SURVEY,2018,OCT THRU DEC,Kansas,20,Disease,26,KS
SURVEY,2018,OCT THRU DEC,Kansas,20,Other,1.6,KS
SURVEY,2018,OCT THRU DEC,Kansas,20,Pesticides,43.7,KS
SURVEY,2018,OCT THRU DEC,Kansas,20,Pests_excl_Varroa,31.3,KS
SURVEY,2018,OCT THRU DEC,Kansas,20,Unknown,26.4,KS
SURVEY,2018,OCT THRU DEC,Kansas,20,Varroa_mites,62,KS
SURVEY,2017,JAN THRU MAR,Kansas,20,Disease,0,KS
SURVEY,2017,JAN THRU MAR,Kansas,20,Other,16.4,KS
SURVEY,2017,JAN THRU MAR,Kansas,20,Pesticides,3.6,KS
SURVEY,2017,JAN THRU MAR,Kansas,20,Pests_excl_Varroa,3,KS
SURVEY,2017,JAN THRU MAR,Kansas,20,Unknown,14.3,KS
SURVEY,2017,JAN THRU MAR,Kansas,20,Varroa_mites,47.2,KS
SURVEY,2017,APR THRU JUN,Kansas,20,Disease,0.7,KS
SURVEY,2017,APR THRU JUN,Kansas,20,Other,1.7,KS
SURVEY,2017,APR THRU JUN,Kansas,20,Pesticides,22.6,KS
SURVEY,2017,APR THRU JUN,Kansas,20,Pests_excl_Varroa,8.5,KS
SURVEY,2017,APR THRU JUN,Kansas,20,Unknown,6.4,KS
SURVEY,2017,APR THRU JUN,Kansas,20,Varroa_mites,17.3,KS
SURVEY,2017,JUL THRU SEP,Kansas,20,Disease,14.8,KS
SURVEY,2017,JUL THRU SEP,Kansas,20,Other,1.1,KS
SURVEY,2017,JUL THRU SEP,Kansas,20,Pesticides,20.3,KS
SURVEY,2017,JUL THRU SEP,Kansas,20,Pests_excl_Varroa,52.6,KS
SURVEY,2017,JUL THRU SEP,Kansas,20,Unknown,7.4,KS
SURVEY,2017,JUL THRU SEP,Kansas,20,Varroa_mites,65.4,KS
SURVEY,2017,OCT THRU DEC,Kansas,20,Disease,3.3,KS
SURVEY,2017,OCT THRU DEC,Kansas,20,Other,0.6,KS
SURVEY,2017,OCT THRU DEC,Kansas,20,Pesticides,8.6,KS
SURVEY,2017,OCT THRU DEC,Kansas,20,Pests_excl_Varroa,7.7,KS
SURVEY,2017,OCT THRU DEC,Kansas,20,Unknown,10.2,KS
SURVEY,2017,OCT THRU DEC,Kansas,20,Varroa_mites,17.9,KS
SURVEY,2016,JAN THRU MAR,Kansas,20,Disease,0.1,KS
SURVEY,2016,JAN THRU MAR,Kansas,20,Other,2.4,KS
SURVEY,2016,JAN THRU MAR,Kansas,20,Pesticides,1.1,KS
SURVEY,2016,JAN THRU MAR,Kansas,20,Pests_excl_Varroa,10,KS
SURVEY,2016,JAN THRU MAR,Kansas,20,Unknown,5.4,KS
SURVEY,2016,JAN THRU MAR,Kansas,20,Varroa_mites,30.3,KS
SURVEY,2016,APR THRU JUN,Kansas,20,Disease,2.8,KS
SURVEY,2016,APR THRU JUN,Kansas,20,Other,3.7,KS
SURVEY,2016,APR THRU JUN,Kansas,20,Pesticides,8.3,KS
SURVEY,2016,APR THRU JUN,Kansas,20,Pests_excl_Varroa,11.6,KS
SURVEY,2016,APR THRU JUN,Kansas,20,Unknown,1.8,KS
SURVEY,2016,APR THRU JUN,Kansas,20,Varroa_mites,47.3,KS
SURVEY,2016,JUL THRU SEP,Kansas,20,Disease,14.1,KS
SURVEY,2016,JUL THRU SEP,Kansas,20,Other,4.5,KS
SURVEY,2016,JUL THRU SEP,Kansas,20,Pesticides,29.1,KS
SURVEY,2016,JUL THRU SEP,Kansas,20,Pests_excl_Varroa,25.5,KS
SURVEY,2016,JUL THRU SEP,Kansas,20,Unknown,2.6,KS
SURVEY,2016,JUL THRU SEP,Kansas,20,Varroa_mites,42.8,KS
SURVEY,2016,OCT THRU DEC,Kansas,20,Disease,0.3,KS
SURVEY,2016,OCT THRU DEC,Kansas,20,Other,5.1,KS
SURVEY,2016,OCT THRU DEC,Kansas,20,Pesticides,3.1,KS
SURVEY,2016,OCT THRU DEC,Kansas,20,Pests_excl_Varroa,8.3,KS
SURVEY,2016,OCT THRU DEC,Kansas,20,Unknown,1.4,KS
SURVEY,2016,OCT THRU DEC,Kansas,20,Varroa_mites,29.2,KS
SURVEY,2015,JAN THRU MAR,Kansas,20,Disease,1.1,KS
SURVEY,2015,JAN THRU MAR,Kansas,20,Other,9.5,KS
SURVEY,2015,JAN THRU MAR,Kansas,20,Pesticides,14.2,KS
SURVEY,2015,JAN THRU MAR,Kansas,20,Pests_excl_Varroa,1.3,KS
SURVEY,2015,JAN THRU MAR,Kansas,20,Unknown,3.4,KS
SURVEY,2015,JAN THRU MAR,Kansas,20,Varroa_mites,32.7,KS
SURVEY,2015,APR THRU JUN,Kansas,20,Disease,0.9,KS
SURVEY,2015,APR THRU JUN,Kansas,20,Other,3.5,KS
SURVEY,2015,APR THRU JUN,Kansas,20,Pesticides,0.1,KS
SURVEY,2015,APR THRU JUN,Kansas,20,Pests_excl_Varroa,2.4,KS
SURVEY,2015,APR THRU JUN,Kansas,20,Unknown,4.9,KS
SURVEY,2015,APR THRU JUN,Kansas,20,Varroa_mites,14.4,KS
SURVEY,2015,JUL THRU SEP,Kansas,20,Disease,0.2,KS
SURVEY,2015,JUL THRU SEP,Kansas,20,Other,14.8,KS
SURVEY,2015,JUL THRU SEP,Kansas,20,Pesticides,14.1,KS
SURVEY,2015,JUL THRU SEP,Kansas,20,Pests_excl_Varroa,16.2,KS
SURVEY,2015,JUL THRU SEP,Kansas,20,Unknown,1.7,KS
SURVEY,2015,JUL THRU SEP,Kansas,20,Varroa_mites,22.5,KS
SURVEY,2015,OCT THRU DEC,Kansas,20,Disease,0.2,KS
SURVEY,2015,OCT THRU DEC,Kansas,20,Other,33.9,KS
SURVEY,2015,OCT THRU DEC,Kansas,20,Pesticides,25.1,KS
SURVEY,2015,OCT THRU DEC,Kansas,20,Pests_excl_Varroa,24.8,KS
SURVEY,2015,OCT THRU DEC,Kansas,20,Unknown,19,KS
SURVEY,2015,OCT THRU DEC,Kansas,20,Varroa_mites,44.5,KS
SURVEY,2019,JAN THRU MAR,Kentucky,21,Disease,0.1,KY
SURVEY,2019,JAN THRU MAR,Kentucky,21,Other,10.7,KY
SURVEY,2019,JAN THRU MAR,Kentucky,21,Pesticides,5.3,KY
SURVEY,2019,JAN THRU MAR,Kentucky,21,Pests_excl_Varroa,12.9,KY
SURVEY,2019,JAN THRU MAR,Kentucky,21,Unknown,4.6,KY
SURVEY,2019,JAN THRU MAR,Kentucky,21,Varroa_mites,21.6,KY
SURVEY,2018,JAN THRU MAR,Kentucky,21,Disease,0.9,KY
SURVEY,2018,JAN THRU MAR,Kentucky,21,Other,8,KY
SURVEY,2018,JAN THRU MAR,Kentucky,21,Pesticides,11,KY
SURVEY,2018,JAN THRU MAR,Kentucky,21,Pests_excl_Varroa,29.6,KY
SURVEY,2018,JAN THRU MAR,Kentucky,21,Unknown,5.9,KY
SURVEY,2018,JAN THRU MAR,Kentucky,21,Varroa_mites,43,KY
SURVEY,2018,APR THRU JUN,Kentucky,21,Disease,0.6,KY
SURVEY,2018,APR THRU JUN,Kentucky,21,Other,4.1,KY
SURVEY,2018,APR THRU JUN,Kentucky,21,Pesticides,1,KY
SURVEY,2018,APR THRU JUN,Kentucky,21,Pests_excl_Varroa,20.2,KY
SURVEY,2018,APR THRU JUN,Kentucky,21,Unknown,5.9,KY
SURVEY,2018,APR THRU JUN,Kentucky,21,Varroa_mites,40.9,KY
SURVEY,2018,JUL THRU SEP,Kentucky,21,Disease,1.6,KY
SURVEY,2018,JUL THRU SEP,Kentucky,21,Other,4.5,KY
SURVEY,2018,JUL THRU SEP,Kentucky,21,Pesticides,1.5,KY
SURVEY,2018,JUL THRU SEP,Kentucky,21,Pests_excl_Varroa,26.5,KY
SURVEY,2018,JUL THRU SEP,Kentucky,21,Unknown,7.6,KY
SURVEY,2018,JUL THRU SEP,Kentucky,21,Varroa_mites,47.1,KY
SURVEY,2018,OCT THRU DEC,Kentucky,21,Disease,1.2,KY
SURVEY,2018,OCT THRU DEC,Kentucky,21,Other,5.5,KY
SURVEY,2018,OCT THRU DEC,Kentucky,21,Pesticides,6.8,KY
SURVEY,2018,OCT THRU DEC,Kentucky,21,Pests_excl_Varroa,41.9,KY
SURVEY,2018,OCT THRU DEC,Kentucky,21,Unknown,4.3,KY
SURVEY,2018,OCT THRU DEC,Kentucky,21,Varroa_mites,57.1,KY
SURVEY,2017,JAN THRU MAR,Kentucky,21,Disease,0.4,KY
SURVEY,2017,JAN THRU MAR,Kentucky,21,Other,16,KY
SURVEY,2017,JAN THRU MAR,Kentucky,21,Pesticides,3.8,KY
SURVEY,2017,JAN THRU MAR,Kentucky,21,Pests_excl_Varroa,11.5,KY
SURVEY,2017,JAN THRU MAR,Kentucky,21,Unknown,7.5,KY
SURVEY,2017,JAN THRU MAR,Kentucky,21,Varroa_mites,31.9,KY
SURVEY,2017,APR THRU JUN,Kentucky,21,Disease,1,KY
SURVEY,2017,APR THRU JUN,Kentucky,21,Other,4.3,KY
SURVEY,2017,APR THRU JUN,Kentucky,21,Pesticides,4.5,KY
SURVEY,2017,APR THRU JUN,Kentucky,21,Pests_excl_Varroa,11.6,KY
SURVEY,2017,APR THRU JUN,Kentucky,21,Unknown,4.9,KY
SURVEY,2017,APR THRU JUN,Kentucky,21,Varroa_mites,25.7,KY
SURVEY,2017,JUL THRU SEP,Kentucky,21,Disease,4.6,KY
SURVEY,2017,JUL THRU SEP,Kentucky,21,Other,10.3,KY
SURVEY,2017,JUL THRU SEP,Kentucky,21,Pesticides,0.6,KY
SURVEY,2017,JUL THRU SEP,Kentucky,21,Pests_excl_Varroa,39.2,KY
SURVEY,2017,JUL THRU SEP,Kentucky,21,Unknown,6.2,KY
SURVEY,2017,JUL THRU SEP,Kentucky,21,Varroa_mites,46.4,KY
SURVEY,2017,OCT THRU DEC,Kentucky,21,Disease,0.5,KY
SURVEY,2017,OCT THRU DEC,Kentucky,21,Other,5.6,KY
SURVEY,2017,OCT THRU DEC,Kentucky,21,Pesticides,6.5,KY
SURVEY,2017,OCT THRU DEC,Kentucky,21,Pests_excl_Varroa,24.4,KY
SURVEY,2017,OCT THRU DEC,Kentucky,21,Unknown,19.1,KY
SURVEY,2017,OCT THRU DEC,Kentucky,21,Varroa_mites,54.3,KY
SURVEY,2016,JAN THRU MAR,Kentucky,21,Disease,0.7,KY
SURVEY,2016,JAN THRU MAR,Kentucky,21,Other,12.5,KY
SURVEY,2016,JAN THRU MAR,Kentucky,21,Pesticides,6.3,KY
SURVEY,2016,JAN THRU MAR,Kentucky,21,Pests_excl_Varroa,9,KY
SURVEY,2016,JAN THRU MAR,Kentucky,21,Unknown,8.4,KY
SURVEY,2016,JAN THRU MAR,Kentucky,21,Varroa_mites,23.6,KY
SURVEY,2016,APR THRU JUN,Kentucky,21,Disease,1.7,KY
SURVEY,2016,APR THRU JUN,Kentucky,21,Other,16,KY
SURVEY,2016,APR THRU JUN,Kentucky,21,Pesticides,28.4,KY
SURVEY,2016,APR THRU JUN,Kentucky,21,Pests_excl_Varroa,36.1,KY
SURVEY,2016,APR THRU JUN,Kentucky,21,Unknown,3.8,KY
SURVEY,2016,APR THRU JUN,Kentucky,21,Varroa_mites,38.9,KY
SURVEY,2016,JUL THRU SEP,Kentucky,21,Disease,0.9,KY
SURVEY,2016,JUL THRU SEP,Kentucky,21,Other,7.4,KY
SURVEY,2016,JUL THRU SEP,Kentucky,21,Pesticides,11.5,KY
SURVEY,2016,JUL THRU SEP,Kentucky,21,Pests_excl_Varroa,25.7,KY
SURVEY,2016,JUL THRU SEP,Kentucky,21,Unknown,4.5,KY
SURVEY,2016,JUL THRU SEP,Kentucky,21,Varroa_mites,42.3,KY
SURVEY,2016,OCT THRU DEC,Kentucky,21,Disease,3.3,KY
SURVEY,2016,OCT THRU DEC,Kentucky,21,Other,10.3,KY
SURVEY,2016,OCT THRU DEC,Kentucky,21,Pesticides,3,KY
SURVEY,2016,OCT THRU DEC,Kentucky,21,Pests_excl_Varroa,22.3,KY
SURVEY,2016,OCT THRU DEC,Kentucky,21,Unknown,5.7,KY
SURVEY,2016,OCT THRU DEC,Kentucky,21,Varroa_mites,48.2,KY
SURVEY,2015,JAN THRU MAR,Kentucky,21,Disease,2.5,KY
SURVEY,2015,JAN THRU MAR,Kentucky,21,Other,22.7,KY
SURVEY,2015,JAN THRU MAR,Kentucky,21,Pesticides,2.5,KY
SURVEY,2015,JAN THRU MAR,Kentucky,21,Pests_excl_Varroa,10.7,KY
SURVEY,2015,JAN THRU MAR,Kentucky,21,Unknown,12.9,KY
SURVEY,2015,JAN THRU MAR,Kentucky,21,Varroa_mites,10.8,KY
SURVEY,2015,APR THRU JUN,Kentucky,21,Disease,5.3,KY
SURVEY,2015,APR THRU JUN,Kentucky,21,Other,9.5,KY
SURVEY,2015,APR THRU JUN,Kentucky,21,Pesticides,1.8,KY
SURVEY,2015,APR THRU JUN,Kentucky,21,Pests_excl_Varroa,18.2,KY
SURVEY,2015,APR THRU JUN,Kentucky,21,Unknown,2.9,KY
SURVEY,2015,APR THRU JUN,Kentucky,21,Varroa_mites,21.7,KY
SURVEY,2015,JUL THRU SEP,Kentucky,21,Disease,1.2,KY
SURVEY,2015,JUL THRU SEP,Kentucky,21,Other,9,KY
SURVEY,2015,JUL THRU SEP,Kentucky,21,Pesticides,6.5,KY
SURVEY,2015,JUL THRU SEP,Kentucky,21,Pests_excl_Varroa,11.3,KY
