Hotelid,userid,reviewtext,Date,NoOfReaders,HelpfulToNoOfreaders,Value_rating,Rooms_rating,Location_rating,Cleanliness_rating,Checkin_rating,Service_rating,Businessservice_rating,AverageOverallRatingOfHotel,AveragePricing
hotel_106,hotel_4888,"Such a great place! I love this hotel! The staff was amazing, we had never been to Seattle before and were probably terribly annoying with our endless questions and need for directions, but the staff was extremely patient and every person we talked to was just great! I can't say enough good things about the Best Western Pioneer Square, we chose it for the location, but the room was spotless and we had such a great time, we will definitely be back!",6-Oct-06,8,8,6,6,5,6,6,6,6,4,$173 
hotel_106,hotel_2073,"Game On We were booked to stay here for two nights from the 31st of august , we arrived at about 7PM only to be told that thay had no parking. We were given directions to some public parking but they did not tell us that there was a match on in the stadium. we could not find anywhere to park so we drove to the best western executive inn by the space needle to see if they had any rooms..We were very impressed with the service. they phoned back to the pioneer square to see if we could transfer our booking, which they did at no extra charge.{well done Best Western}.so remember to book a parking space when booking your room if you are driving.",21-Sep-06,10,6,1,1,1,1,1,1,1,4,$173 
hotel_106,hotel_4780,"Nice hotel but..... Very nice hotel, well remodelled and tasteful accommodations. Staff was helpful, polite and unobtrusive. The major problem is the number and outright in your face quality of the derelicts that inhabit every street corner, bench, and doorway of the Pioneer Square area. To be forced to watch so that you dont step in someones urine trail, to have to turn your back so as to not have to watch a derelict urinate in broad daylight on the biulding on a main street, to have to PUSH one of them away from me when he kept circling back closer and closer to me, is TOO MUCH.I will never stay in downtown Seattle again. Well over a hundred dollars and you are a prisoner in your hotel. The derelicts have taken over Pioneer Square. They own their benches, doorways, and covered areas. They own Pioneer Square.Wake up Seattle and take your city back.Guess I will be staying at the airport nextime. Lots of good restaurants and shops that are loosing customers due to the prevalence of these derelicts.",20-Sep-06,12,10,4,4,2,5,4,5,5,4,$173 
hotel_106,hotel_4863,"Nice hotel for the Pioneer Square Area We stayed here in late August. This hotel is a decent stay for a decent price for this time of year. The service is awesome. They would clean our room in the morning and again in the late afternoon with candy on the pillow. It is in such a historic area and right across the street from Pier, underground tour and waterfront walk. The area is in a positive transistion for such an older area of town. Lots to see and do and easy to catch the bus to other areas of town. Hotel is totally redone and refurbished with great service. If you don't care about having a room with a view, much cheaper rates. It is however in the older area of town and the panhandlers are everywhere. Panhandlers are quite polite, but aggresive.",4-Sep-06,4,4,1,1,1,1,1,1,1,4,$173 
hotel_106,hotel_1132,Great hotel in an historic area.       Hotel from up the block.,3-Sep-06,6,6,5,5,5,6,6,5,5,4,$173 
hotel_106,hotel_8508,Great Location       Safeco Field,29-Aug-06,6,6,5,5,6,5,6,5,6,4,$173 
hotel_106,hotel_1180,"One night to catch Clipper This hotel is a century hotel located in the Pioneer District. I feel they have great rooms for the location/price but if you have a family beware they are DOUBLE beds not QUEEN beds. Parking is really only 1 block, if that. For a few nights in the historical district it is worth it. YES, most of the homeless seem to be in this area due to the missions. We need to send a response to the city about this. Otherwise, don't fault the hotel...they are great!!! The city needs to respond and do something w/ the homeless. The ENTIRE city has a probelm and I travel internationally a lot. Our USA has some serious issues. They beg and are hostile about it. Only Seattle showed me this!! UGH",30-Jun-06,4,3,5,5,1,5,1,5,1,4,$173 
hotel_106,hotel_1612,"Just fine. This hotel is located in Pioneer Square, though just a quick walk to the water front/Pike's Market. However, the immediate location is a bit rough around the edges and there is a very apparent homeless population. Once you've walked several blocks away towards the market, it gets noticeably better. The hotel is very nice -- our room was spacious and nicely decorated. There was a very toxic cleaning agent odor that required us to open the windows and leave them open. Otherwise, it was a nice big room with a good sized bathroom. Breakfast was great. It is served in an adjoining breakfast room/cafe to the hotel and includes cereal, pastries, bagels and then some. Above and beyond most continental included breakfasts. The parking is about 1 1/2 blocks away and costs $18 a day. It's relatively convenient, though when we returned back to the lot around 9 or 10 PM after attending a wedding, it was sketchy. There were a few shady characters lingering around the garage (it's locked and requires access, but once your key card opens the door, anyone can cruise in after you.) All in all, it's a convenient decent place for a reasonable price. If you're looking for luxury, this isn't it, but it's more than adequate.",21-Mar-06,13,12,1,1,1,1,1,1,1,4,$173 
hotel_106,hotel_6236,"Charming hotel --brace for Seattle parking, but good to go! Having read this site's reviews, I braced for additional parking fees and stayed here anyway. Glad I did. Seattle, like SFO  NYC, has joined ranks of big city parking headaches so if you drive be prepared to hand over parking rates. Staff very gracious in allowing us to check-in early (12Noon) and were upfront about the $18/day parking deal up the street. We saw plenty of parking tickets under windshield wipers downtown  around Pike's so take it into consideration. Very centrally located; can walk to Pike's, restaurants on First, Pioneer Square boutiques  artisian storefronts, downtown shopping. Service was pretty darned friendly to say nothing of professional. As long as you know what you're in for with downtown Seattle parking (you pay, you pay, you pay) you'll be good to go. Clean, full of character, and breakfast was BW standard fare --not bad. I'd recommend it if you want a little old world charm to round out your stay.",14-Mar-06,7,7,5,5,1,5,1,5,1,4,$173 
hotel_106,hotel_8334,"Almost Perfect, But... We wanted to love the Best Western at Pioneer Square, and for the most part we did. Excellent location, very nicely appointed rooms, and great continental breakfast. Kudos to Best Western for this fine hotel.Our biggest beef from our stay there was a front-desk person who was quite rude and unbecoming for a hospitality professional. His conduct was inappropriate and distasteful - when we walked in, he was slouching over the desk, and looked at my father and I as if we were unwelcome. He was then surly to us over a number of subjects. This got things off to a rotten start. However, we found the rest of the staff to be quite helpful and friendly, so in the end, we were happy that we stayed here.",2-Jan-06,16,15,4,6,1,5,1,3,1,4,$173 
hotel_106,hotel_8628,"Great hotel  I had planned a two-night stay for early October in the Best Western Pioneer Square Hotel after a train ride from LA to Seattle. After my first night (and seeing how much there was to do within walking distance), I added a third night.This is not your typical Best Western. It is in a beautiful c.1913 building. The hotel is modern inside with wireless internet access, while retaining the charm with huge doors, beautiful woodwork, and high ceilings. It was absolutely spotless, and the staff was very friendly and helpful. Having read many reviews, I know to expect no free parking (not an issue as I didn't have a rental); and that the rooms could have been on the smallish side. Mine was certainly adequate, with a larger-than-average bathroom. My window was on an airshaft, but as I chose the lowest priced room, I expected that too. As I use a hotel room to sleep in, not view scenery from, I had no issue with it. I did hear someone complaining one morning about highway noise as their room was on that side, so I was glad to have my quiet brick wall!They offer a continental breakfast that is above average. There is a separate room off of the lobby with numerous tables, complimentary newspapers, and a staff of two to keep things clean  filled. Seattle is a very PC city, and yes, there are a lot of homeless found on the streets. But not one bothered me, and I had no concerns about walking to restaurants at night, alone. The streets are filled with people until quite late, as it is a very vibrant area. But it is not rowdy by any means. I would recommend this hotel to any of my family or friends. You are a block from the waterfront  ferries; Pike Place Market and the Monorail station are within easy walking distance. Taxis in Seattle are very reasonably priced and easy to find, and there is free city bus transport. Within a few blocks of the hotel, you have every kind of restaurant you could desire, many antique and art shops. If I ever return to Seattle, I know I will stay at the Pioneer Square Hotel.S.MurphyNH",10-Oct-05,21,17,1,1,1,1,1,1,1,4,$173 
hotel_106,hotel_3387,"What a Great Hotel! Don't understand the complaints on this website about this hotel. We stayed here for two nights in late August and loved everything about it. First, the location was great. It was within walking distance of both the waterfront and Pike Place Market, and we could easily take the monorail to the Space Needle. (There are hills in Seattle, so if you have someone with you who has trouble walking, you may want to consider taking a bus or taxi.) Both the lobby and the room were nicely decorated, and the staff was very helpful. Being on Pioneer Square meant that we could go next door or right across the street to get a drink and/or something to eat. Of course, we didn't walk through the square at night because of the street people who hung out there, but that's just common sense. We were never bothered by anyone, and because this hotel is so well located we were able to easily enjoy this great city. If you're worried about street noise, call the hotel directly and ask for an interior room. We had an interior king and it was very quiet. We plan to return to Seattle, and when we do, we'll stay at the Best Western Pioneer Square Hotel again.",6-Sep-05,22,17,6,5,1,6,1,6,1,4,$173 
hotel_106,hotel_7448,"The customer is NOT always right at the Pioneer Square It was a Sunday night in April, and we were in town for a concert, and after the evening crew gave a great effort, physically showing us a few of the different rooms (which were some of the smallest I've ever seen, with views of backend brick walls), they led us to believe when we asked about parking that we could either park on the street at no charge that night, or park in the garage a block up the road. When we were thinking about getting a parking pass to save hassle for later, they simply said, talk to the night shift when you get back and they will set you up. After coming back that night, a young man was working who claimed he was new, and got his manager when we asked about the parking. When we asked for the parking pass, he wanted $15 and we refused telling him we were led to believe by the conversation with the evening shift that it was free. The manager told us that that wasn't his policy as he pulled out his hotel policy book and that we either had to pay the $15 or park on the street which started on the meter at 7 am. This was great news coming at 1 am and exhausted. We felt cheated.  In an obvious bluff attempt he then proceeded to tell us that he would check the video tape (as he told us everything was recorded throughout the day) and if we weren't told about the charge he would give us our pass at no charge. When I accepted the offer staring him in the face, he then proceeded to go back on his offer and again refused to offer the pass running in circles, You mean they didn't give you the pass yet? Excuse me??? What? If I had the pass already, I would have been in a parking lot parking my car, and not in the middle of an argument about paying it. We had only been there checked in hours earlier and told the manager that we wanted our money back and would go find another hotel in that case. He refused. He would NOT refund us our money and we were forced to stay there that night. It was late, we were tired and he was running in circles with his lame arguments, we decided to wake up at 7 am, pay the meter for a couple more hours, and leave. I wasn't giving this place another dollar. The next day we found another hotel near the space needle and were treated with the utmost respect and in subsequent visits will never stay at that dive again. The only good thing, and the reason I gave a 2 and not a 1 was the one bellhop that showed us the small rooms and helped us with the door that would never swipe and really helped us out. The place is a nice location, but based on this experience, the lack of management skills, and others that I read that had the same parking problem, there are other hotels, and I would pass on the Pioneer Square Best Western.",20-Jul-05,31,17,3,3,1,3,1,3,1,4,$173 
hotel_106,hotel_7120,"Location is Everything! If you are looking for the perfect location to stay at in Seattle, consider the Best Western Hotel in Pioneer Square. Also called the Pioneer Square Hotel, it's located just off of the square in downtown Seattle. It's only a block away from the waterfront and within easy walking distance of both Safeco field (for baseball fans), the new Seahawks Football Stadium and Pike Place Market.As far as downtown hotels go, the Best Western is a bargain compared to most hotels of this caliber. The rooms inside the hotel were of a decent size (not huge - but not tiny either) and clean. The staff was very friendly and helpful, and along with the location, they were the highlight of the hotel.The only negative things I can think of is the fact that you do have to pay for your parking and that the complemetary continental breakfast was lacking in terms of selection and quality.Having said that - a clean hotel room at a good price in the heart of Seattle is a heck of a bargain. I'll be back again!",18-Apr-05,31,22,1,1,1,1,1,1,1,4,$173 
hotel_106,hotel_7946,"Fabulous!! I'll Stay Here from Now On!   showReview(1687053, 'full');",2-Mar-04,17,14,1,1,1,1,1,1,1,4,$173 
hotel_106,hotel_8821,"Pioneer Square....simply charming   showReview(1344251, 'full');",17-Sep-03,15,13,1,1,1,1,1,1,1,4,$173 
hotel_107,hotel_1451,"Deceptive Staff Deceptive front desk staff, claiming you cannot park on the street between 10pm and 4am ... in order to try and get you to pay the $15 parking fee with them. This is completely not true. Parking is free in Seattle on the street between 6pm and 8am.They even put deceptive signage on the outside of the building facing the street, saying no parking between 10pm and 4am... but this is wrong. It is a public street, and falls under the same Seattle bylaws. Locals seem to know this and park there anyway to go to a nearby late-night club. Anyway, save your money and park on the street (plenty of free space in this area), or stay at the Travel Lodge next door which offers free parking.As for room...the organic fresh odor neutralizer stuff they use is nauseously overpowering. Any attempts by them to be eco-friendly were lost on us, as we had to blast the heat with the window wide open in order to try and aerate the room. Other than that, only minor complaints. It sucks that the room key is one big advertisement for some pizza company, and that there is advertising and overbearing signage in the room, but I guess this is to be expected for a major chain.",4-Jan-09,0,0,3,3,3,4,2,3,5,3.5,$172 
hotel_107,hotel_7951,"Couldn't wait to leave. I stayed there in September. The bed was hard as a rock. It was like sleeping on planks of wood. The only saving grace is that my room had a lovely view of the Space Needle. I pre-booked and paid for two nights, but was so fed-up and disappointed that I left a day early. They wouldn't give me my money back for the unused second night. They said that I would have to do that when I returned back to Australia.I was also disappointed and extremely surprised that they didn't have Room Service.",15-Oct-08,0,0,3,3,4,4,3,4,4,3.5,$172 
hotel_107,hotel_7824,"Never Stay Again Tired looking hotel and room. Dirty towel in bathroom when we checked in. Room did not smell fresh. Dirty dish left on the floor in the hall across from our room, for the 3 days we were there. Male desk clerk not friendly. We asked if there was any family restaurants near the hotel and he rudely said, a pizza place down the street and the hotel restaurant. The next day we found a McDonalds on the next street and many more restaurants 2 streets over. 100% non smoking hotel but people in rooms near our room smoking marijuanna and the stink was everywhere. I have chronic asthma and 3 small children and this was not acceptable by any standards. We paid, with hotel/parking, about $550.00 canadian dollars for 2 nights. Way overpriced for what we got. We will never stay there again and we travel internationally on a regular basis so are very aware of good hotels that are out there.",18-Aug-08,1,1,2,3,4,2,3,2,1,3.5,$172 
hotel_107,hotel_6229,"Not impressed unfriendly staff When I checked in, I asked for a higher floor (well the 3rd floor was the highest), but the lady at the front desk told me that she could only provide me this particular room on the second floor. (I used my AAA rate) so I guess you are restricted only on certain block of rooms. That's fine but when I got in the room, the place was smelling so badly of food perhaps from the previous guest. So the windows were wide open obviously to get rid of the smell. Needless to say, it was freezing and damp since it was still raining (it was in early June). I checked back downstairs and complained. She still hesitated to move me to another room. Extremely unfriendly staff. Breakfast was OK, and I heard a guest comment that he had been staying there for years butthat the hotel had really gone downhill in terms of standards. The hallways could use a bit of an uplift and should be cleaned I will not recommend this hotel at all.The only good thing is that they use environmental friendly products in their bathrooms.",7-Aug-08,0,0,3,2,4,3,2,3,3,3.5,$172 
hotel_107,hotel_1928,"Great hotel by Space Needle Spacious, clean room, close to Space Needle and walking distance to waterfront restaurants. Good service, breakfast, secure parking. Pleasantly surprised and affordable for the area.",20-Jun-08,0,0,5,6,6,6,5,5,5,3.5,$172 
hotel_107,hotel_2316,"Pleasantly Surprised We were pleasantly surprised. The closeness of the monorail was great and we had an excellent view of the space needle. The rooms were large, clean and the staff were very helpful. Would definitely recommend this hotel to someone looking for nice accommodations with a good rate.",13-Jun-08,0,0,5,5,5,5,5,5,1,3.5,$172 
hotel_107,hotel_7022,"No frills, not bad This hotel is nothing special but it is not bad either. The location is ideal in terms of getting to the monorail to take you downtown or the space needle. The rooms are clean with a great big fridge to store your beers etc in.The lobby is inviting with free coffee.It is in a bit of a weird area, right next to a major road.As I say nothing special but good if you are looking for a no frills decent hotel.Paul",13-Jun-08,0,0,5,4,5,5,6,1,1,3.5,$172 
hotel_107,hotel_1414,"Slept well in Seattle Located near space needle, Seattle center and monorail. Room was adequate and service pleasant and courteous. Good b'fast available early. Good for tourists. Reasonable value for a city hotel.",13-Jun-08,0,0,4,4,5,4,5,5,5,3.5,$172 
hotel_107,hotel_4842,"what a view! I was pleasantly surprised by this Best Western, which I tend to think of as a fairly budget chain. This Best Western is really an exception--fantastic view of the Space Needle from my window, spacious and exceedingly clean rooms, warm and responsive desk staff. Plus the committment to Greensuites is impressive.It's a few blocks away from Belltown so there isn't much happening in the immediate vicinity except for construction. Seems kind of deserted at night so I don't know if I'd walk around there alone at night, but hey, it's Seattle and people drive.",2-Jun-08,0,0,5,5,6,6,5,5,5,3.5,$172 
hotel_107,hotel_7722,"Surprisingly decent I almost didnt book based on a couple of the reviews but I decided to chance it and I am glad I did. The hotel is a bit dated on the exterior and the neighborhood is undergoing a bit of much needed regentrification. I never felt unsafe but I can see why those unfamilar with the urban setting may be. While there were some street people about they arent aggressive and there are enough regular folk walking around that I wouldnt hesitate to put my 72 year old mother in the neighborhood.  The location is excellent! Read that again, Excellent. there are hundreds of restaurants all within about a 10-15 minute walk. I absolutely LOVE walking around in a vibrant downtoan urban setting and this area makes me want to trade in my suburban ranch for a loft. I tried the Spitfire on 4th and Bell and the Frontier room on 1st and Blanchard. Spitfire is southwest spicy sandwiches and salads and Frontier is excellent BBQ, not KC but very good smoked meats, ribs and sandwiches. The Space needle is around the corner, get an even numbered room for a view, otheriwise the view is just cityscape. The room was clean and while a bit bland served it purpose well. The bed was comfy and there was a fridge and micro. The bathroom is on the smallish side but the water pressure was great. The room is completely 'green' with low impact features which I would expect in Seattle.  The staff was very friendly, that famous northwest hospitality very evident. I would skip the restaurant in the lobby as it seems to be very basic hotel fare and since there are literally hundreds of great options so very close.  The hotel charges $15 a night for parking and while that is a huge pet peeve of mine I was aware of it going in and it only annoyed me to the point of mentioning it here. Really, tack on $20 to the price of the room and get rid of the charge, its silly.  With hotel prices rising rapidly in the past couple of years, this place gives a great experience at a reasonable rate. The place I stayed last year went from $140/night to $275, so at $130, this place is a steal and if you are expecting the W this aint it. If you want a clean, convenient, friendly, reasonable place to stay, you wouldnt do much better.",15-May-08,1,1,6,4,6,5,6,5,5,3.5,$172 
hotel_107,hotel_8310,"Nice hotel Rooms were nice and clean. Diner in restaurant was ok. Overall good hotel. Location is good, near space needle and not to far from downtown (near monorail)There's a club in the neighbourhood as already mentioned before, and we also had some noise of it during one night.",14-May-08,1,1,4,5,3,5,4,5,5,3.5,$172 
hotel_107,hotel_9825,"Be aware!!! Worst hotel ever. i booked this hotel because of the good reviews on this site, but this was a bad mistake. i cannot understand how this hotel got such good reviews. i,ve been in may hotels all around the world, but this was really one of the worst. they could not find my reservation. altought the rooms are clean, the hotel is 80ies style and obviously was not renovated since then. the windows in my room were so leaky that you could hear people talking and the traffic the whole night long. another sideeffect: it got terribly cold at night. the heater - from the 80ies as well - could not really solve the problem. never again.",10-May-08,0,0,3,3,3,5,3,3,4,3.5,$172 
hotel_107,hotel_2584,"Unexpected Excellence We stayed at this hotel for the Seeds of Compassion Event in April 2008. We needed a central location for Seattle Center/UW/Qwest Field. Parking was $15 per night, reasonable for Seattle standards and as a Crown Club Member, our parking was front door center... we also got to leave our car for the day we checked out. First impression always is the front desk, we were met with friendly smiles and excellent service from start to finish. I spend about 40 nights a year in hotels and this was the best customer service i've experienced in years. Upon checkout we received perfect directions to the location we were headed on foot. The location was perfectly convenient, the room was nice sized, clean, and enjoyable. Free high speed internet was a plus. We enjoyed our view of the Space Needle and the Seattle center carousel. Especially convenient was the location going back and forth to Seattle Center, getting downtown, Pike's Place, etc. Hands down our new place to stay in Seattle.",3-May-08,0,0,6,5,6,5,6,6,5,3.5,$172 
hotel_107,hotel_9910,"No respect for teenagers My Son arrived only to find that they would not rent a room to him. Just because he did not hold a credit card, even though he had permission to use his parents, and we called to verify. We were told this could only be arranged during office hours. It was now late, office hours were over, I would have thought that the manager could make the decision. But he told me NO. They had nowhere else to go. The manager suggested a grungy hotel down the road. They had cash, and our credit card and we even talked to the manager, but he told us he could not make any exceptions, as this would be discrimination. I think that it is discrimination to the teenagers, as they would not rent to them with our approval, written or verbal. I can make purchases online, but somehow I could not even place my credit card as security for the price of the room and other expenses. Some policies are too strict and some exceptions should always be allowed. I spoke to Best Western head office and they told me that all Best Westerns were individually owned and operated, therefore the policy was only with this one hotel. So why couldn't the rule be bent a little? It wasn't alot to ask for. Let the decent kids have a good place to stay, no you treat them like scum and you wonder why our kids are the way they are today. WOW !!!!!!!! So if you decide to stay here, beware of policies.",15-Apr-08,2,0,1,1,1,1,1,1,1,3.5,$172 
hotel_107,hotel_7731,"Not bad, but not great.       View from the window",7-Apr-08,1,1,4,5,5,5,5,5,3,3.5,$172 
hotel_107,hotel_6236,"Best kept secret (3rd time staying; still a charm!) It may not be a 5-star, but you can't beat it. Third time we've stayed and they've increased in our esteem again! This BW caters to the business crowd, but we've always stayed for leisure (usually on a weekend). For the rate, it's perfect. Clean, green, and if you request  it's available: a drop-dead view of the Space Needle practically across the street. (Ask again at check-in to make sure.) A mere walk to Belltown (about 5 short blocks) where too many choices of restaurants, wine (and spirits) bars, younger folks clubs (live music, pubs, etc), jazz clubs --if weather permits, a nice hoof over to even Pike's! You don't get the usual BW complimentary continental breakfast buffet, but b/c rates are lower we splurge on breakfast via room service. Parking's free in lower locked parking, which has cameras so we felt cool leaving our many shopping finds from this great shopping city discretely tucked away in back of our SUV. Check them out, for the money they're not long for best kept secret status too much longer. Kudos to the staff and management of this property; well done!",3-Apr-08,0,0,6,5,6,6,6,6,5,3.5,$172 
hotel_107,hotel_2694,"Perfect location!! While it's true that it is not the perfect place, believe me when I say that it is actually a diamond in the rough. My boyfriend and I came to visit Seattle for the first time this year, we stayed for 4 days/3nights and since I knew we were going to be out of the hotel the majority of our days with sightseeing I decided to book a room here. Best decision I ever made!!My pros:- Everything is within walking distance (Space Needle is practically in your backyard, Belltown with all the restaurants, bars, and clubs is just a few blocks down the street and the Pike Place market is about a 10 minute walk away or you can hop on a bus to go deeper downtown, etc)- Rooms are clean.- Heater worked really well- They have room service, and their staff of servers are pretty considerate and nice- FREE wireless internet service and it's fast!- Room service called us to ask if we needed new towels or anything else.- My boyfriend bought fish at Pike's Market, which was delivered to this hotel. They were nice enough to store it in their restaurant freezer for us free of charge!Some cons:- You have to pay for parking- The hallways kind of scared me upon getting off the elevator because it seemed pretty dingy (they need to do some steam cleaning or something - I would not want to walk around on bare feet!)- The construction zone next to the hotel might worry people but seriously, we didn't hear any of that noise through the walls or anything in the morning.- The people at the front desk can be a little nicer but that really wasn't a big deal to us.Overall, we enjoyed our stay at this hotel because of its location. You can pretty much see almost everything there is to see in Seattle (or at least the best places if not everything) if you stay here and you wouldn't even need a car!",17-Mar-08,1,1,5,6,6,5,5,5,6,3.5,$172 
hotel_107,hotel_1206,"Great location, price, and view This hotel was great for a quick place to go and see sights.Directly across the street from Space needle, downtown tram,Science center, and the downtown mall.Amenities:Has nice indoor pool for the kids, secure underground parking garage, and great restaurant.Rooms are great size for either couples, or families.Recommend this hotel for anyone who is visiting and would like tostay downtown near sights.",22-Feb-08,1,1,5,5,6,5,6,6,6,3.5,$172 
hotel_107,hotel_2968,Stay        Space Needle from parking lot,18-Feb-08,0,0,6,4,6,6,6,6,1,3.5,$172 
hotel_107,hotel_7386,"Decent Services, Dreadful Smell I was happy with the fact that their wireless was free, they had good cable channels (Comedy Central), and the room was quite spacious (although I did have a handicapped room so I don't know if they're all that way). I appreciated the refrigerator that functioned as a normal refrigerator, not an overpriced minibar, so I could keep my leftover dinner in there for lunch without worrying about getting stuck with a charge for opening the minibar.In general, the appointments were better than you'd get in a top hotel -- in a top hotel in Seattle you'd have a much smaller room, wireless would cost $20/night, and you still wouldn't get Comedy Central. Parking was expensive -- $15/night -- but you can park on the street for free with no problem. I had one major qualm with this motel, and that was that my non-smoking room was by no means truly smoke-free. You can't take a room that has been smoked in for 30 years, spray it with some sort of chemical that's supposed to neutralize the air, plop a no smoking sign down on the dresser, and call it a non-smoking room. After 5 minutes in the room, it was clear that it had been smoked in for years, and within an hour, my throat was raw and my eyes were burning from the residual smoke and chemicals. And I'm not all that sensitive to smoke, having grown up with a parent who was a smoker. The smoking issue is too bad -- because otherwise this motel is a good value for the price.",13-Feb-08,1,1,5,3,3,4,4,4,6,3.5,$172 
hotel_107,hotel_5353,"Would definitely stay again! We loved this hotel! Room was spacious and clean with a super comfortable bed. Extremely friendly and helpful staff. Monorail is only a block away (right beside the Space Needle). A round trip ticket is only $4 and besides just being plain cool, it takes you directly to the downtown shopping district, so if you want you can leave your car at the hotel for the day. Fantastic Mexican restaurant, Azteca, about a 5-minute drive away. Excellent breakfast at the 5 Point Cafe just a couple blocks away... best pancakes I've ever eaten! We had a striking view of the Space Needle right outside our window, which was pretty neat. If you're in Seattle to tour, they also have a huge selection of tourist brochures for various activities in their lobby, which is very handy. All in all, we had an excellent experience here, and will definitely be staying here again on our next visit to Seattle!",15-Jan-08,1,1,6,6,6,6,6,1,1,3.5,$172 
hotel_107,hotel_8762,"Good value Located very close to Space Needle, this hotel is a good value. Our room with two queen beds was very clean, although carpet was somewhatworn. Beds and pillows were good, but linens on the bed were lower quality than I like. Good shower and towels. Small view of downtown.A little far out of the downtown area to walk, and free downtown shuttle bus didn't begin until 9 a.m. We had a very quiet night -no noises inside hotel or outside.",22-Sep-07,0,0,5,5,5,5,4,1,1,3.5,$172 
hotel_107,hotel_8090,"Ok...just Well it looks nice  modern from the outside. The front desk staff weren't particularly friendly. The corridors were dark and smelt of steam cleaned carpet (which maybe was a good thing!).The hotel is right under the Space Needle which was thrilling when we first pulled up, and only a few mins walk away. Unfortunately we had a room at the rear, so our view was of buildings and a parking lot. Even # rooms had the Space Needle view.There was no hotel laundry which was suprising for a larger hotel.Hotel restaurant made mistakes with our menu  ordering - new guy I think - and numerous items were left off our tray with the room service breakfast. After a phone call, they were promptly delivered though.",2-Sep-07,0,0,3,4,6,5,3,4,5,3.5,$172 
hotel_107,hotel_2071,"Good Seattle Value I was pleasantly surprised by the BW Exec. Inn. No it isn't fancy. However, the rooms are clean, good-sized and the hotel staff is excellent. It is also a self-contained hotel with restaurant and bar, small business center and hot-tub and workout room. You really don't need more. It reminded me of 4-star hotels that I have stayed in in Europe. It's all there, if not up to the most modern standards.The rooms are a bit dated. They remind me of hotels in the 80s with the floral print spread and the honey oak furniture. Comfortable bed and those funky shampoo dispensers stuck to the shower wall. (They call it environmentally friendly)The halls were dark and low-ceilinged. They could use a good carpet cleaning and lightening up. They have started charging for parking, which is a real bummer. Free parking would make it THE deal downtown. Location is great for some things, particularly the Seattle Center area. There is, however, a disco across the street (a little loud on Saturday night) and power sub-station at one end of the building.Overall, not the Ritz, but perfectly acceptable.",31-Aug-07,0,0,6,5,5,5,6,5,5,3.5,$172 
hotel_107,hotel_5423,"Great hotel, great price We truly enjoyed this hotel. It was clean and the staff was very helpful. The location was great. It is a bit of a walk to Pike's Place but it is very close to the Space Needle. I would stay here again for sure!",7-Aug-07,0,0,1,1,1,1,1,1,1,3.5,$172 
hotel_107,hotel_1294,"Nice place We stayed here for one night after our cruise so we could see Seattle. We arrived at 9am, so naturally our room wasn't ready, but they stored our luggage while we left to tour the city. Upon returning we went to the room and it was a nice, large room(after being in a small stateroom for a week it seemed huge!) with 2 queen beds. It also had a microwave and fridge. This would be a good place to stay before a cruise because I noticed they had shuttles to the piers in the morning. We ate in the restaurant and it was very good and the people were very friendly. I highly recommend this hotel!",19-Jun-07,1,1,5,5,5,5,5,5,1,3.5,$172 
hotel_107,hotel_7320,"Stay Here, It's worth every penny Our family checked in for two nights after a terrible stay in another hotel. Checking in was quick and easy, the staff was very nice and professional. We called the morning of our check in to see if we could check in early, we wanted get out of our crappy hotel from the night before as soon as possible and they said no problem. The lobby was very comfortable and they offer coffee in the morning and fruit and cookies during the day.The room was clean and it felt clean, if you know what I mean. The bathroom was clean and had plenty of towels. We didn't have a view of the space needle, we were on the other side and had a view of the hills, which was still plesant. They had a coffee maker with real coffee, a blow dryer, ironing board and cable TV. Local calls were free, which is very helpful when making reservations or just getting directions. I read in another review that the shuttle was a bust. But we had no problem with the shuttle, Actually it was a life saver. After walking all over seattle we really needed a ride. We called the shuttle and she was down and ready to go before we even got downstairs. The driver was great, we forgot something in our other hotel and she drove us over to pick it up. She nice and knowledgable of the area. We used the shuttle to drop us off at pike st. and called to be picked up at pioneer sq and she was there quick even durring rush hour. I highly recommend trying the shuttle.I did use the hottub and both times I went down it was empty and very peaceful. They also offer internet access on two computers in a somewhat private room, which was great to look up attraction pricing and hours. The location wasn't so bad overall. It was perfect for the space needle and all the attractions around it, it was only one parking lot away. It was a little farther away from the city center, but still a pleasant walking distance away. We had no issue on safety, we walked to a resturant in the Queen Anne neighborhood and back around 11pm and there were still familys, teenagers, and tourist of all kinds still out having fun. I walked back with my small child around 10pm from downtown and felt completely secure as well.Overall..we had a great vacation and our stay here was an added bonus.",12-May-07,7,7,6,6,5,6,6,6,6,3.5,$172 
hotel_107,hotel_6235,Sleepless in Seattle       Unmarked Nightclub,3-Apr-07,3,2,4,4,2,5,3,4,4,3.5,$172 
hotel_107,hotel_6701,"Good Stay Average hotel in a good location. The outstide of the hotel looks rundown, but the inside is nice. Literally across the street from the monorail terminal, Space Needle, and EMP. When booked, was under the impression that parking was free, it's actually $5/day...not bad, but thought it was free. They boast a free shuttle to downtown, but it doesn't begin running for the day until 12 noon. The spa was also something that we looked forward to, but it was broken for our entire stay. Overall, good deal.",6-Jan-07,7,7,5,4,5,5,4,4,4,3.5,$172 
