Season,Season type,Referee,Games,Total fouls,Shooting,Personal,Loose ball,Personal take,Offensive charge,Offensive,Kicked ball,Technical,Defensive goaltending,Shooting block,Defensive 3 seconds,Delay of game,Personal block,Flagrant 1,Away from play,Double technical,Clear path,Double personal,Inbound foul,Delay technical,Lane violation,Jump ball violation,Flagrant 2,Hanging technical,Unsportsmanlike technical,Taunting technical,Excess timeout technical,Double lane,Too many players technical
2017-18,Regular Season,James Williams,61,868,366,281,53,24,30,15,15,19,16,11,14,9,5,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Jason Goldenberg,39,596,268,199,33,13,20,12,10,7,7,8,5,3,5,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0
2017-18,Regular Season,Jason Phillips,32,429,207,147,22,6,10,6,7,6,11,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,John Goble,61,879,367,307,54,16,24,27,11,25,7,9,5,6,7,2,5,3,0,1,2,0,0,0,0,0,1,0,0,0,0
2017-18,Regular Season,Jonathan Sterling,41,484,224,131,31,12,19,18,9,7,4,5,5,3,11,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Josh Tiven,60,822,399,263,39,15,17,15,15,15,9,13,6,3,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Justin Van Duyne,40,591,274,190,36,20,14,8,7,6,3,10,14,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Kane Fitzgerald,60,900,372,315,52,11,26,29,12,21,7,11,10,11,12,3,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1
2017-18,Regular Season,Karl Lane,63,900,397,335,33,18,28,26,12,8,5,8,9,5,8,0,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0
2017-18,Regular Season,Ken Mauer,60,859,404,278,43,25,26,11,12,12,10,10,0,2,16,4,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0
2017-18,Regular Season,Kevin Cutler,62,759,350,269,36,17,19,9,15,6,3,13,2,4,9,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017-18,Regular Season,Kevin Scott,60,766,315,283,54,19,17,13,17,10,8,6,1,5,10,0,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0
2017-18,Regular Season,Lauren Holtkamp-Sterling,55,731,348,255,23,17,23,21,10,7,7,6,3,1,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Leon Wood,58,710,274,276,54,18,23,11,22,2,10,1,3,6,5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-18,Regular Season,Leroy Richardson,58,795,383,251,26,20,18,21,19,10,13,10,4,4,11,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2017-18,Regular Season,Marat Kogut,61,850,394,269,39,20,31,25,15,10,11,7,5,5,10,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Marc Davis,60,857,392,289,36,13,18,12,19,28,10,7,9,9,5,2,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Mark Ayotte,60,760,335,289,25,26,14,9,15,8,7,9,2,1,14,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Mark Lindsay,61,722,311,267,28,17,19,10,22,6,8,5,15,3,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Matt Boland,61,825,295,317,67,25,35,6,15,14,9,10,3,6,18,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Matt Myers,3,28,19,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Michael Smith,60,935,396,338,34,16,36,26,14,19,4,7,15,7,11,2,4,2,1,0,3,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Mike Callahan,58,739,344,246,32,26,15,9,18,5,8,3,10,5,4,6,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Mitchell Ervin,47,696,338,211,42,24,15,16,9,8,3,9,6,2,7,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2017-18,Regular Season,Monty McCutchen,19,272,95,115,16,5,12,3,3,5,2,2,7,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Nick Buchert,62,987,445,315,53,26,26,26,22,15,12,6,9,7,9,1,4,4,0,0,3,1,0,2,1,0,0,0,0,0,0
2017-18,Regular Season,Pat Fraher,61,692,351,215,30,13,12,18,11,12,3,5,8,6,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Phenizee Ransom,7,68,27,25,6,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Randy Richardson,6,68,37,16,6,1,1,1,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Ray Acosta,34,418,209,131,18,10,10,11,4,9,6,4,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Rodney Mott,57,766,308,273,63,16,21,20,15,12,14,5,6,1,3,1,1,3,0,1,1,0,0,0,2,0,0,0,0,0,0
2017-18,Regular Season,Ron Garretson,59,724,313,252,40,25,28,6,15,9,9,7,8,3,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2017-18,Regular Season,Scott Foster,61,961,407,312,70,19,25,32,23,13,13,14,7,4,12,3,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0
2017-18,Regular Season,Scott Twardoski,60,780,382,244,40,18,26,9,9,9,7,9,12,3,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-18,Regular Season,Scott Wall,61,817,394,233,42,26,26,17,13,7,11,21,2,3,13,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Sean Corbin,50,786,302,306,40,21,18,18,10,13,5,12,14,6,8,1,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Sean Wright,58,948,400,329,72,20,31,17,13,9,10,10,2,6,15,1,5,2,3,0,2,0,1,0,0,0,0,0,0,0,0
2017-18,Regular Season,Tom Washington,59,828,374,282,33,21,26,25,20,9,5,12,3,4,10,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
2017-18,Regular Season,Tony Brothers,59,881,385,289,35,17,25,13,31,28,7,19,5,7,9,3,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Tony Brown,60,929,358,330,63,11,29,35,18,12,13,12,11,9,18,3,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2017-18,Regular Season,Tre Maddox,56,758,322,247,57,22,18,31,7,15,6,10,4,6,9,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Tyler Ford,59,895,378,304,64,21,29,17,15,22,5,15,6,10,5,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Vladimir Voyard-Tadal,8,108,53,37,6,3,2,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Regular Season,Zach Zarba,60,846,370,276,59,29,25,12,11,15,8,9,3,7,8,2,0,6,3,0,2,0,0,0,0,0,0,1,0,0,0
2018-19,Playoffs,Ben Taylor,3,41,23,13,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Brent Barnaky,1,10,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Brian Forte,3,37,23,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Courtney Kirkland,5,70,33,18,7,7,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Curtis Blair,1,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,David Guthrie,12,175,77,63,11,9,5,0,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Derrick Collins,3,42,23,15,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Ed Malloy,10,155,66,56,10,7,4,1,2,3,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Eric Lewis,11,182,60,66,22,8,7,1,10,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Gediminas Petraitis,1,18,9,4,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,James Capers Jr.,14,206,83,81,18,5,5,2,3,2,1,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Jason Phillips,11,150,73,58,3,2,1,3,3,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,John Goble,12,191,82,73,10,6,10,2,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Josh Tiven,8,114,60,32,12,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Kane Fitzgerald,9,135,59,46,5,3,7,1,2,4,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Karl Lane,2,27,12,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Ken Mauer,10,172,83,61,4,3,10,0,4,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Kevin Cutler,2,22,10,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Kevin Scott,7,86,35,36,4,5,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Marc Davis,14,190,89,62,13,9,6,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-19,Playoffs,Mark Lindsay,3,40,14,14,3,3,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Michael Smith,3,48,22,15,2,3,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Mike Callahan,15,207,104,58,11,17,9,0,2,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Nick Buchert,3,61,24,26,6,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Pat Fraher,9,101,48,30,6,7,3,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-19,Playoffs,Rodney Mott,7,95,41,37,6,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Scott Foster,11,199,80,56,17,8,8,5,4,7,5,0,1,1,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0
2018-19,Playoffs,Scott Twardoski,1,20,6,11,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Scott Wall,2,44,23,14,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Sean Wright,9,134,60,52,12,6,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Tom Washington,7,93,42,36,3,4,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Tony Brothers,13,200,75,88,10,6,6,5,6,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Tony Brown,6,98,51,32,7,1,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Tre Maddox,2,20,13,3,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Tyler Ford,4,64,29,21,6,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Playoffs,Zach Zarba,12,186,79,68,15,5,2,0,3,7,2,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Aaron Smith,59,784,378,255,47,33,14,4,19,16,5,0,0,7,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Ashley Moyer-Gleich,31,336,180,97,22,10,8,4,4,7,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Ben Taylor,63,919,418,324,57,28,22,10,15,14,11,0,8,4,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Brandon Adair,44,503,266,167,19,17,11,3,9,5,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Brent Barnaky,61,808,393,271,36,28,27,8,16,8,3,0,3,6,0,0,4,0,2,2,0,0,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Brett Nansel,44,651,336,207,28,29,16,11,5,7,4,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Brian Forte,64,884,405,297,44,21,31,7,15,30,7,0,8,12,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,C.J. Washington,41,615,278,207,43,17,15,3,14,13,6,0,11,4,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Courtney Kirkland,61,860,379,264,73,24,39,11,21,4,14,0,11,12,0,1,2,1,1,0,0,0,0,1,0,2,0,0,0,0,0
2018-19,Regular Season,Curtis Blair,62,826,426,269,39,20,19,6,11,7,6,0,3,10,0,1,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,David Guthrie,61,888,372,312,41,27,24,7,25,30,11,0,8,17,0,1,7,0,2,2,0,1,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Dedric Taylor,64,871,416,279,52,33,19,6,24,13,9,0,9,6,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Derek Richardson,50,611,275,215,28,30,17,3,8,9,6,0,8,5,0,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0
2018-19,Regular Season,Derrick Collins,60,747,367,252,31,33,22,5,9,5,4,0,9,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Ed Malloy,65,853,422,296,29,23,19,3,13,17,14,0,1,3,0,3,1,4,1,2,0,0,0,0,1,1,0,0,0,0,0
2018-19,Regular Season,Eric Dalen,60,825,448,229,37,31,21,4,13,9,11,0,5,8,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Eric Lewis,63,1015,393,404,74,27,36,4,13,31,5,0,15,5,0,2,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0
2018-19,Regular Season,Evan Scott,10,108,58,30,7,2,2,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Gediminas Petraitis,64,861,395,308,46,18,28,8,17,16,4,0,7,9,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
2018-19,Regular Season,Haywoode Workman,47,689,347,207,46,19,12,7,18,9,8,0,10,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,J.B. DeRosa,55,708,332,256,40,20,19,2,14,10,5,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,J.T. Orr,61,853,417,250,60,23,28,8,15,18,9,0,8,9,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Jacyn Goble,49,786,359,288,27,20,20,10,13,27,7,0,1,5,0,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,James Capers Jr.,60,904,382,328,62,33,24,5,18,23,9,0,3,10,0,2,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0
2018-19,Regular Season,James Williams,63,909,390,295,63,28,24,11,20,26,11,0,22,12,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Jason Goldenberg,49,710,306,269,50,16,20,13,9,6,8,0,8,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Jason Phillips,63,886,395,327,34,20,21,7,20,20,11,0,6,13,0,3,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0
2018-19,Regular Season,John Butler,9,76,40,24,4,0,3,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,John Goble,63,928,350,389,45,20,24,14,20,20,14,0,6,16,0,1,4,2,1,0,0,1,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Jonathan Sterling,46,618,239,236,34,25,16,7,11,15,10,0,8,8,0,1,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Josh Tiven,64,922,451,294,55,25,14,8,17,30,7,0,9,4,0,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0
2018-19,Regular Season,Justin Van Duyne,49,673,288,242,46,18,16,7,18,9,1,0,12,7,0,2,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Kane Fitzgerald,64,988,413,332,80,20,30,8,15,33,20,0,7,14,0,3,3,3,1,2,0,2,0,0,1,0,1,0,0,0,0
2018-19,Regular Season,Karl Lane,64,999,406,394,59,34,34,13,11,13,9,0,9,8,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Ken Mauer,59,860,426,284,37,30,21,8,14,8,7,0,7,11,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Kevin Cutler,56,677,299,246,30,36,22,0,8,11,5,0,4,7,0,1,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Kevin Scott,60,869,392,294,59,28,24,5,21,13,11,0,2,6,0,4,5,1,2,0,0,1,0,0,1,0,0,0,0,0,0
2018-19,Regular Season,Leon Wood,53,769,342,263,64,20,22,11,16,0,6,0,10,7,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Leroy Richardson,52,701,341,235,36,21,12,1,22,8,6,0,6,9,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Marat Kogut,64,893,382,343,39,27,32,8,14,24,8,0,3,4,0,0,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0
2018-19,Regular Season,Marc Davis,63,891,434,302,32,24,11,3,20,15,16,0,9,11,0,2,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2018-19,Regular Season,Mark Ayotte,64,933,388,372,55,23,25,3,21,12,7,0,12,7,0,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0
2018-19,Regular Season,Mark Lindsay,63,848,363,323,26,35,20,5,17,5,6,0,34,6,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Matt Boland,59,892,400,278,79,21,35,3,21,15,14,0,9,7,0,3,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Matt Myers,33,446,198,181,25,7,12,3,5,3,6,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Michael Smith,56,911,419,331,46,22,24,17,10,4,10,0,15,3,0,0,3,2,1,0,0,1,0,1,0,2,0,0,0,0,0
2018-19,Regular Season,Mike Callahan,59,801,410,246,44,25,14,5,17,10,11,0,4,4,0,3,0,3,1,0,0,0,1,2,0,0,1,0,0,0,0
2018-19,Regular Season,Mitchell Ervin,58,872,376,324,54,30,20,5,16,8,9,0,6,8,0,4,8,0,2,0,0,0,0,0,1,1,0,0,0,0,0
2018-19,Regular Season,Mousa Dagher,33,440,216,152,19,21,11,4,5,2,5,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Natalie Sago,31,370,194,94,21,19,10,4,9,13,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Nate Green,9,93,41,33,7,4,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Nick Buchert,64,910,405,328,73,19,15,8,12,19,4,0,10,9,0,1,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0
2018-19,Regular Season,Pat Fraher,65,888,442,289,47,26,23,12,14,9,2,0,10,8,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Phenizee Ransom,32,376,154,153,26,17,7,2,7,2,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Ray Acosta,58,835,440,261,40,19,22,7,15,20,3,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0
2018-19,Regular Season,Rodney Mott,64,947,355,365,76,28,29,13,22,17,11,0,16,4,0,3,2,0,3,0,0,0,0,0,1,2,0,0,0,0,0
2018-19,Regular Season,Ron Garretson,60,729,336,237,46,35,19,0,11,13,11,0,15,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Scott Foster,64,981,435,324,56,29,29,23,20,23,16,0,3,8,0,4,2,3,3,0,0,1,0,0,0,1,0,0,0,0,1
2018-19,Regular Season,Scott Twardoski,64,849,419,286,49,28,12,6,17,13,6,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Scott Wall,56,814,400,259,47,19,28,12,24,6,11,0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Sean Corbin,21,325,141,124,14,10,8,10,3,5,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-19,Regular Season,Sean Wright,64,1101,527,385,53,23,29,10,20,17,7,0,3,10,0,4,4,5,1,0,0,2,0,0,1,0,0,0,0,0,0
2018-19,Regular Season,Tom Washington,60,807,389,278,32,29,21,11,10,6,14,0,7,6,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Tony Brothers,63,1095,462,405,54,28,32,6,29,24,17,0,11,13,0,4,1,4,2,0,0,0,0,0,1,1,1,0,0,0,0
2018-19,Regular Season,Tony Brown,62,974,447,341,63,25,17,10,23,11,8,0,12,9,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Tre Maddox,60,796,382,245,60,35,20,8,13,12,10,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Regular Season,Tyler Ford,64,1008,465,350,66,20,22,8,9,32,7,0,11,10,0,0,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0
2018-19,Regular Season,Zach Zarba,63,903,381,322,65,34,22,11,20,20,11,0,6,5,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Aaron Smith,47,567,267,179,32,24,18,5,11,12,7,0,3,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Andy Nagy,13,137,64,45,7,6,3,2,2,2,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Ashley Moyer-Gleich,30,352,183,110,15,13,11,3,6,4,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Ben Taylor,56,849,339,320,79,29,16,6,16,19,4,0,7,5,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Bennie Adams,2,26,7,9,5,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Bill Kennedy,32,415,199,132,26,13,9,2,6,8,5,0,9,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Bill Spooner,3,28,14,6,2,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Brandon Adair,36,364,174,130,16,19,9,1,4,2,4,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Brent Barnaky,54,663,354,199,29,25,25,2,9,3,6,0,2,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Brett Nansel,30,443,232,139,18,16,12,6,3,2,5,0,1,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Brian Forte,56,733,363,229,32,17,25,12,10,21,2,0,4,10,0,3,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
2019-20,Regular Season,C.J. Washington,36,560,284,159,39,24,12,7,7,12,3,0,4,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Courtney Kirkland,52,776,358,247,65,24,24,11,18,7,6,0,6,4,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Curtis Blair,53,697,339,235,40,19,28,6,7,9,4,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,David Guthrie,53,826,356,288,30,31,21,5,16,28,15,0,10,16,0,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-20,Regular Season,Dedric Taylor,55,772,380,242,42,38,21,3,12,16,5,0,1,8,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2019-20,Regular Season,Derek Richardson,39,508,218,198,28,14,16,3,2,4,4,0,11,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Derrick Collins,56,712,335,236,41,30,15,4,18,10,5,0,9,4,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Ed Malloy,53,702,346,226,23,28,24,1,18,13,10,0,2,4,0,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-20,Regular Season,Eric Dalen,44,564,331,147,16,15,14,2,10,4,8,0,3,7,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,Regular Season,Eric Lewis,54,807,341,309,46,24,19,4,14,22,12,0,2,4,0,2,2,3,0,2,0,0,0,0,0,1,0,0,0,0,0
